"ihdlkid","new_key","lake_area_ac","lake_perim_km","lake_order","lake_link_num","uplakes_n","uplakes_area_ac","downlakes_n","downlakes_area_ac","ws_area_km2","lake_area_km2","lake_area_m2","maxdepth_ft","meandepth_ft","maxdepth_m","meandepth_m","geom_ratio","ws_urban_prop","ws_forest_prop","ws_agriculture_prop","ws_shrub_prop","ws_wetland_prop","ws_slope_deg","ws_mean_elevation_m","lake_area_ha","dd_mean","surface_temp_mean"
111859993,"36-2068",20.37757413,1.49,1,1,1,36,12,6494.58563,0.3796,0.08,82463.5754522278,NA,NA,NA,NA,NA,0.13435,0.59431,0,0,0.22129,5.45,499.688984,8.148,3403.6849955,15.6046220333333
111860001,"36-2074",7.494684595,0.73,1,0,0,0,0,0,0.4472,0.03,30329.345615313,NA,NA,NA,NA,NA,0.02639,0.53019,0,0.08162,0.35823,3.76,500.441992,2.92,3321.35302172222,15.9270174555556
111860005,"36-1768",26.65924059,1.52,0,-99,-99,-99,-99,-99,0.2692,0.11,107884.102585893,42,15.44335725,12.8,4.71,1.41588960618321,0.04346,0.61404,0,0,0.30201,3.87,497.021992,10.946,3647.89640072222,15.5421939233333
111860009,"36-2073",77.25485661,2.74,0,-99,-99,-99,-99,-99,0.4223,0.31,312633.469345636,23,13.23913389,7.01,4.04,3.37319035251268,0.13853,0.44684,0,0.04381,0.26284,2.5,496.155,31.613,3489.17359522222,15.5588080011111
111860017,"36-1781",25.4889852,2.27,1,1,0,0,13,6319.296279,2.3727,0.1,103148.335559063,NA,NA,NA,NA,NA,0.00485,0.69335,0,0.0019,0.28575,2.02,493.768984,10.503,3272.27100716667,15.3688887361111
111860033,"36-952",271.4097505,7.19,2,5,1,331,11,6256.354106,6.1781,1.1,1098335.7634252,33,15.09069491,10.06,4.6,3.21799822753235,0.01106,0.78627,0,0.02867,0.15972,2.8,475.956016,108.874,3364.68555033333,15.1879912316667
111860039,"36-2083",5.580628911,0.61,0,-99,-99,-99,-99,-99,0.5037,0.02,22583.5818501882,25,14.44490773,7.62,4.4,1.60876731665513,0.00953,0.85508,0,0.00099,0.09152,6,505.906016,2.195,3327.72295294444,16.1058378616667
111860053,"36-1760",258.4561151,8.71,2,5,1,10,11,6256.354106,5.2959,1.05,1045915.24058112,27,9.18270007,8.23,2.8,3.88574491753473,0.02417,0.61718,0,0.00321,0.33584,2.02,483.763984,104.997,3494.04364433333,15.5915868705556
111860055,"36-2084",11.33091521,1.13,0,-99,-99,-99,-99,-99,0.1116,0.05,45853.7299583182,26,12.41712992,7.93,3.79,1.84531486372717,0,0.82886,0,0,0.08244,8.37,502.021992,4.552,3582.07566983333,15.895543415
111860067,"36-2078",34.75825585,2.1,1,0,0,0,13,6758.85211,0.7586,0.14,140659.041924649,12,6.18982253,3.66,1.89,5.29128102995026,0.02571,0.71064,0,0.00171,0.22133,4.86,499.536992,14.008,3379.62500927778,16.0342735261111
111860081,"36-2066",121.7301743,4.4,1,0,0,0,12,6494.58563,4.3155,0.49,492615.330419651,12,6.87709849,3.66,2.1,7.23845527619717,0.0437,0.73833,0,0.0054,0.20178,3.04,499.996992,48.738,3165.95983944444,15.8022371955556
111860091,"36-2069",16.96591195,2.2,0,-99,-99,-99,-99,-99,0.1472,0.07,68657.3264942738,NA,NA,NA,NA,NA,0.03533,0.48709,0,0,0.2894,5.33,491.021992,6.982,3299.97414627778,15.5762353022222
111860097,"36-1794",56.75686145,3.1,1,1,1,25,12,6262.539418,5.5501,0.23,229682.576382987,NA,NA,NA,NA,NA,0.03555,0.75721,0.01396,0.00146,0.18593,2.76,498.251992,23.009,3264.72330472222,15.1650129938889
111860107,"36-1800",11.2693739,1.07,0,-99,-99,-99,-99,-99,0.4046,0.05,45604.685767472,NA,NA,NA,NA,NA,0,0.68834,0,0,0.28596,3.89,491.401992,4.586,3289.567647,15.6609045711111
111860117,"36-1799",11.66214794,1.19,0,-99,-99,-99,-99,-99,0.5213,0.05,47194.1562057383,NA,NA,NA,NA,NA,0.01515,0.78151,0,0,0.13294,5.52,491.013984,4.724,3286.88321755556,15.616009235
111860119,"36-2067",238.2315236,7.72,2,4,5,477,11,6256.354106,3.7045,0.96,964070.752296548,18,9.44625973,5.49,2.88,5.70761778350387,0.02354,0.5664,0,0,0.38286,2.94,496.683984,97.148,3404.46551022222,15.6635282294444
111860145,"36-2077",264.2664797,5.77,2,2,1,34,12,6494.58563,3.8386,1.07,1069428.51240338,12,8.97520926,3.66,2.74,8.78631672196607,0.05669,0.70789,0,0.00229,0.21344,2.48,498.145,105.705,3309.01109972222,15.6918062427778
111860147,"36-1802",10.94053096,0.77,0,-99,-99,-99,-99,-99,0.0714,0.04,44273.9304763061,NA,NA,NA,NA,NA,0,0,0,0,0.98179,0.44,483.261992,4.538,3306.02374411111,15.9277646183333
111860175,NA,6.27655021,0.86,0,-99,-99,-99,-99,-99,1.6828,0.03,25399.8227914694,NA,NA,NA,NA,NA,0.05693,0.57114,0,0.01384,0.35506,1.28,480.846016,2.54,3267.67828866667,15.6909203238889
111860181,"36-1022",5.861609009,0.67,0,-99,-99,-99,-99,-99,0.1693,0.02,23720.6467119906,NA,NA,NA,NA,NA,0,0.57354,0,0,0.38393,2.47,472.081992,2.425,3292.23596666667,15.8864428066667
111860205,NA,6.185311921,0.88,1,1,2,82,11,6256.354106,0.1896,0.03,25030.6014366072,NA,NA,NA,NA,NA,0.08333,0.83281,0,0,0.03375,1.68,477.835,2.475,3322.92137816667,15.8221878727778
111860241,"36-1159",62.29810314,4.64,0,-99,-99,-99,-99,-99,0.6297,0.25,252106.766784023,NA,NA,NA,NA,NA,0.02176,0.57678,0,0,0.29681,3.07,506.421992,13.577,3576.04510344444,15.4376369266667
111860241,"36-1159",62.29810314,4.64,0,-99,-99,-99,-99,-99,0.6297,0.25,252106.766784023,NA,NA,NA,NA,NA,0.02176,0.57678,0,0,0.29681,3.07,506.421992,11.934,3420.24041133333,15.9159796027778
111860241,"36-1155",62.29810314,4.64,0,-99,-99,-99,-99,-99,0.6297,0.25,252106.766784023,21,9.76250358,6.4,2.98,3.50119380770857,0.02176,0.57678,0,0,0.29681,3.07,506.421992,13.577,3576.04510344444,15.4376369266667
111860241,"36-1155",62.29810314,4.64,0,-99,-99,-99,-99,-99,0.6297,0.25,252106.766784023,21,9.76250358,6.4,2.98,3.50119380770857,0.02176,0.57678,0,0,0.29681,3.07,506.421992,11.934,3420.24041133333,15.9159796027778
111860247,"36-1166",12.63229292,1.04,0,-99,-99,-99,-99,-99,0.2735,0.05,51120.120270325,NA,NA,NA,NA,NA,0.01755,0.74332,0,0,0.20256,3.85,509.721992,5.116,3307.49335694444,15.7519854833333
111860249,"36-1171",22.9332044,1.61,0,-99,-99,-99,-99,-99,0.7929,0.09,92805.6509246894,NA,NA,NA,NA,NA,0.0174,0.77904,0,0,0.16459,3.32,517.821992,9.373,3304.98334511111,15.5168668377778
111860255,"36-923",5.437122055,0.63,0,-99,-99,-99,-99,-99,0.0926,0.02,22002.8410626846,NA,NA,NA,NA,NA,0,0.53132,0,0.00648,0.37365,4.05,476.515,2.201,3289.999958,15.9654595088889
111860289,"36-1154",14.88334824,1.07,0,-99,-99,-99,-99,-99,0.4952,0.06,60229.6476872648,NA,NA,NA,NA,NA,0.00949,0.77221,0,0.00303,0.18901,3.24,515.515,6.132,3351.46746772222,15.8687305327778
111860299,"36-1152",6.361236108,0.65,0,-99,-99,-99,-99,-99,0.1483,0.03,25742.5280563312,NA,NA,NA,NA,NA,0,0.76062,0,0,0.1996,1.95,505.883008,2.404,3370.44386911111,16.16397652
111860307,"36-1160",9.935512215,0.95,0,-99,-99,-99,-99,-99,0.6258,0.04,40206.839929586,NA,NA,NA,NA,NA,0.04442,0.66331,0,0,0.27772,2.61,516.098984,4.113,3349.36407711111,15.8705897522222
111860309,"36-1164",6.651327562,0.77,0,-99,-99,-99,-99,-99,0.0897,0.03,26916.4645785278,NA,NA,NA,NA,NA,0,0.77147,0,0,0.12598,3.25,512.375,2.704,3353.93852438889,15.9908278711111
111860311,"36-1145",6.671615265,1.16,0,-99,-99,-99,-99,-99,2.471,0.03,26998.5644652179,NA,NA,NA,NA,NA,0.00587,0.72133,0,0.00627,0.26568,2.37,507.506992,2.746,3346.327363,15.7847143344444
111860325,NA,6.984157794,1.69,0,-99,-99,-99,-99,-99,0.1134,0.03,28263.355566347,NA,NA,NA,NA,NA,0,0.82452,0,0,0.17549,5.01,503.723984,2.954,3364.71961883333,16.0776393233333
111860405,"36-1091",9.500356904,1.5,1,1,0,0,11,6256.354106,0.607,0.04,38445.8617781555,NA,NA,NA,NA,NA,0.0939,0.65123,0,0,0.25486,1.48,481.933008,3.76,3307.25449005556,15.7468764055556
111860433,NA,5.870209857,0.74,0,-99,-99,-99,-99,-99,0.0461,0.02,23755.4524584193,NA,NA,NA,NA,NA,0,0.29501,0,0,0.51193,0.36,477.186016,2.318,3344.44526244444,15.9688334444444
111860441,"36-2157",176.9499656,12.34,2,2,0,0,11,6256.354106,10.2483,0.72,716077.720853062,NA,NA,NA,NA,NA,0.02615,0.66051,0,0.00852,0.28749,3.73,510.463008,5.339,3336.00548155556,15.6695925105556
111860441,"36-2157",176.9499656,12.34,2,2,0,0,11,6256.354106,10.2483,0.72,716077.720853062,NA,NA,NA,NA,NA,0.02615,0.66051,0,0.00852,0.28749,3.73,510.463008,65.857,3251.46755861111,14.3964563327778
111860441,"36-1189",176.9499656,12.34,2,2,0,0,11,6256.354106,10.2483,0.72,716077.720853062,NA,NA,NA,NA,NA,0.02615,0.66051,0,0.00852,0.28749,3.73,510.463008,5.339,3336.00548155556,15.6695925105556
111860441,"36-1189",176.9499656,12.34,2,2,0,0,11,6256.354106,10.2483,0.72,716077.720853062,NA,NA,NA,NA,NA,0.02615,0.66051,0,0.00852,0.28749,3.73,510.463008,65.857,3251.46755861111,14.3964563327778
111860553,"36-1122",15.2999515,1.36,1,0,0,0,11,6256.354106,9.5766,0.06,61915.5497551698,NA,NA,NA,NA,NA,0.00859,0.65978,0,0.00432,0.32371,1.98,496.091992,6.127,3351.39433994444,15.545353595
111860569,"36-1058",17.43400836,1.2,0,-99,-99,-99,-99,-99,0.5366,0.07,70551.6100522035,NA,NA,NA,NA,NA,0.03038,0.67798,0,0.0971,0.15319,1.38,490.523984,7.42,3283.96113355556,15.4618496561111
111860573,"36-674",6.086649533,0.6,1,0,0,0,11,6256.354106,2.9452,0.02,24631.3363805593,NA,NA,NA,NA,NA,0.0311,0.38558,0.05086,0.06366,0.46513,2.18,454.588008,2.464,3328.92839205556,16.1014619422222
111860649,"36-680",72.46173739,5.21,0,-99,-99,-99,-99,-99,1.3766,0.29,293236.766581684,32,10.60603786,9.76,3.23,2.38426645087138,0.0863,0.50654,0.28999,0.06261,0.01889,2.4,451.77,28.572,3442.38554255556,15.6470597922222
111860663,"36-690",91.20957737,3.99,0,-99,-99,-99,-99,-99,1.7524,0.37,369105.165189592,23,10.87767788,7.01,3.32,3.51616715413311,0.18455,0.43825,0.27893,0.04428,0.03715,1.96,451.335,38.388,3525.15577711111,15.6898702105556
111860673,NA,5.090100767,1.26,3,7,2,65,11,6256.354106,0.2771,0.02,20598.5219821132,NA,NA,NA,NA,NA,0.02526,0.36413,0,0,0.61061,1.95,503.221016,2.099,3381.47464216667,15.8550919155556
111860683,NA,7.568076334,0.79,0,-99,-99,-99,-99,-99,1.621,0.03,30626.3458945409,NA,NA,NA,NA,NA,0.04837,0.74151,0,0.02579,0.18057,1.52,447.31,3.062,3328.04071777778,15.8231181433333
111860685,"36-2153",34.35864434,3.92,2,2,0,0,11,6256.354106,2.0081,0.14,139041.901744163,NA,NA,NA,NA,NA,0.15014,0.42782,0.22345,0.03411,0.15228,2.73,447.938008,6.55,3326.68680077778,15.7653135277778
111860699,"36-686",125.2544034,6.4,1,1,0,0,11,6256.354106,3.7879,0.51,506877.113026587,40,11.17080762,12.2,3.41,2.18708589547799,0.02447,0.72465,0.0282,0.04768,0.14657,3.63,443.158984,52.067,3659.32155177778,15.6295868566667
111860707,"36-771",205.6994001,4.65,0,-99,-99,-99,-99,-99,1.627,0.83,832420.379992716,10,5.74052658,3.05,1.75,9.90343457293296,0.01948,0.8308,0,0.00559,0.08211,1.45,534.163984,84.712,3522.08598527778,15.925105875
111860721,"36-696",12.0016773,1.18,0,-99,-99,-99,-99,-99,0.2146,0.05,48568.1570960301,NA,NA,NA,NA,NA,0,0.20782,0.07223,0.22647,0.47204,1.11,444.193008,4.857,3336.09015494444,15.8719496383333
111860747,NA,7.202613858,1.71,1,0,0,0,11,6256.354106,2.3808,0.03,29147.3993687022,NA,NA,NA,NA,NA,0.00533,0.6678,0.05456,0.07674,0.18292,4.17,436.388008,2.915,3343.70014155556,15.9925522066667
111860751,"36-651",64.85881175,3.37,2,2,0,0,12,6302.648212,3.0188,0.26,262469.393185221,NA,NA,NA,NA,NA,0.03796,0.77213,0,0.03054,0.14201,4.78,439.966992,26.204,3500.3623015,15.0412233933333
111860781,"36-760",7.221087653,1.46,1,1,0,0,11,6256.354106,0.3879,0.03,29222.1587673506,NA,NA,NA,NA,NA,0.05388,0.5321,0,0.03119,0.30497,3.94,468.598008,2.991,3304.75794472222,15.5746389944444
111860783,"27-42",58.03759446,2.83,1,0,0,0,12,6261.444207,5.9806,0.23,234865.422119704,3,2.19972831,0.91,0.67,24.191532343843,0.01619,0.80579,0.02378,0.00793,0.13676,1.06,536.103008,24.032,3110.827932,16.0271894722222
111860789,"36-773",13.56640893,0.93,0,-99,-99,-99,-99,-99,0.2112,0.05,54900.2829913804,NA,NA,NA,NA,NA,0.06866,0.64773,0,0,0.2178,1.69,532.548008,5.626,3375.34647672222,15.8295708405556
111860793,"27-43",39.65933381,1.75,0,-99,-99,-99,-99,-99,2.0613,0.16,160492.630043301,NA,NA,NA,NA,NA,0.01169,0.63494,0,0.00252,0.34124,1.38,539.738984,16.325,3132.62676333333,16.1599084933333
111860797,"36-777",271.9327701,6.03,0,-99,-99,-99,-99,-99,2.6933,1.1,1100452.30909312,102,30.49200718,31.1,9.3,1.04143559555888,0.09071,0.82932,0,0.01196,0.03364,3.77,510.311992,110.798,3705.98989833333,14.565515465
111860805,"36-307",159.5287654,4.5,3,4,0,0,11,6256.354106,4.0596,0.65,645577.942616649,21,14.80058725,6.4,4.51,4.42901546655557,0.0948,0.7935,0.02396,0.01928,0.05498,3.55,458.188008,64.814,3377.62936266667,15.2908663166667
111860827,"36-270",10.8568212,1.14,0,-99,-99,-99,-99,-99,0.1801,0.04,43935.1754279471,NA,NA,NA,NA,NA,0.06274,0.70572,0,0.00056,0.18989,5.73,428.245,4.394,3322.452695,15.6057600244444
111860839,"36-264",46.29410592,2.09,3,5,1,64,11,6256.354106,1.8369,0.19,187342.098336773,NA,NA,NA,NA,NA,0.08433,0.77452,0,0.05286,0.07758,3.25,431.576016,18.737,3416.41650094444,15.2926371811111
111860841,"36-306",6.534007558,0.73,0,-99,-99,-99,-99,-99,0.1319,0.03,26441.6962405407,NA,NA,NA,NA,NA,0,0.3677,0.09932,0.00227,0.49735,3.36,429.456016,2.645,3345.81034433333,15.9871287722222
111860863,"36-384",390.4801294,7.76,1,0,0,0,7,2943.732734,7.4659,1.58,1580187.48492574,45,10.61334035,13.72,3.24,2.58418167866449,0.04927,0.5619,0.09609,0.06579,0.21045,1.94,476.811992,157.836,3540.56954244444,15.3678501844444
111860867,NA,6.106882639,0.71,1,1,0,0,7,2943.732734,0.2007,0.02,24713.2153251588,NA,NA,NA,NA,NA,0.09716,0.54111,0,0,0.28201,2.95,470.258008,2.502,3329.03227422222,15.9712975655556
111860875,"27-49",7.479827548,1.34,1,0,0,0,12,6261.444207,1.5203,0.03,30269.2224029784,NA,NA,NA,NA,NA,0.03637,0.79056,0,0.01355,0.14346,2.77,528.836016,3.557,3330.06654994444,15.7673832822222
111860881,"36-403",8.049972449,0.96,1,0,0,0,7,2943.732734,0.1093,0.03,32576.4738335154,NA,NA,NA,NA,NA,0.258,0.49954,0,0,0.15462,2.81,470.143008,3.239,3311.5961795,15.6893118116667
111860897,"36-407",130.5242343,3.9,1,1,0,0,11,6256.354106,1.3052,0.53,528202.963457569,52,13.01908621,15.85,3.97,1.70086929778555,0.01341,0.88738,0,0,0.05218,3.19,507.376992,52.991,3771.15469144444,15.6397579755556
111860903,NA,6.364169435,1.26,1,1,0,0,11,6256.354106,0.2484,0.03,25754.3985876735,NA,NA,NA,NA,NA,0,0.56603,0,0.08132,0.35265,3.37,435.86,2.574,3333.09745327778,15.9838298633333
111860917,"36-357",42.36520248,1.56,1,1,0,0,9,3481.229009,4.7201,0.17,171442.687386184,NA,NA,NA,NA,NA,0.02085,0.68997,0.02377,0.02746,0.23336,1.77,490.181016,17.148,3155.06577022222,15.4765621961111
111860925,"36-280",16.16308804,1.18,1,0,0,0,11,6256.354106,0.475,0.07,65408.4741208369,NA,NA,NA,NA,NA,0.11115,0.57284,0,0.02526,0.26211,1.72,421.338008,6.541,3254.77501344444,16.1486045261111
111860929,"36-390",15.33801815,1,0,-99,-99,-99,-99,-99,0.1578,0.06,62069.5971429728,NA,NA,NA,NA,NA,0.0545,0.51648,0,0,0.3251,1.38,492.813008,6.185,3231.52879138889,15.5662261583333
111860933,NA,5.244567918,0.62,0,-99,-99,-99,-99,-99,0.2341,0.02,21223.6166808304,NA,NA,NA,NA,NA,0,0.66894,0,0.31397,0.01709,4.6,441.065,2.123,3349.63361505556,16.0463468588889
111860935,"36-279",9.948959099,0.98,0,-99,-99,-99,-99,-99,1.1094,0.04,40261.2565213872,8,4.05197079,2.44,1.24,5.80539807854278,0,0.69299,0.03813,0.02803,0.21859,2.74,433.405,4.501,3315.67954994444,15.5997654605556
111860937,"36-355",531.110636,8.78,2,8,2,94,8,2950.118373,3.9511,2.15,2149288.31694387,54,17.04402919,16.46,5.2,2.32618279155969,0.07762,0.69745,0.07436,0.07077,0.04622,2.86,487.598008,214.985,3423.48290727778,14.827410895
111860947,"36-331",59.81622865,2.85,0,-99,-99,-99,-99,-99,0.3249,0.24,242063.164784914,105,33.97948452,32.01,10.36,0.692941389548849,0.12465,0.72207,0,0.00369,0.06587,5.78,440.103008,24.211,3728.15281316667,14.9559177172222
111860957,"36-366",60.62564856,1.82,0,-99,-99,-99,-99,-99,1.8163,0.25,245338.709724414,24,7.66521356,7.32,2.34,3.04039799995596,0.08044,0.67814,0.04498,0.12691,0.04377,3.05,503.751992,24.541,3419.64242222222,15.7090901188889
111860961,"36-408",54.67137809,1.94,1,1,0,0,11,6256.354106,0.6861,0.22,221243.082392457,NA,NA,NA,NA,NA,0,0.89769,0,0,0.06603,3.03,514.978984,22.904,3372.68360633333,15.4024911155556
111860979,"36-367",52.18165308,1.93,1,1,0,0,9,3481.229009,1.677,0.21,211167.711059852,12,4.3232398,3.66,1.32,5.85700766945864,0.01652,0.79082,0.10614,0.0393,0.02922,3.84,499.308984,21.122,3254.56560927778,15.7532684972222
111860985,NA,5.64042728,0.65,0,-99,-99,-99,-99,-99,0.2576,0.02,22825.5727408846,NA,NA,NA,NA,NA,0.4441,0.33229,0,0.04658,0.15062,2.72,422.488008,2.283,3372.18208311111,16.1335800433333
111861007,"36-289",86.78259428,3.22,0,-99,-99,-99,-99,-99,2.0061,0.35,351190.135081543,51,14.05381909,15.55,4.28,1.56550761208017,0.09701,0.59719,0,0.07163,0.22407,2.37,424.078008,32.473,3736.4218775,15.5380179827778
111861019,"36-369",53.73560983,2.77,0,-99,-99,-99,-99,-99,1.1944,0.22,217456.233377848,NA,NA,NA,NA,NA,0.03583,0.41175,0,0.51399,0.03157,2.11,500.798984,22.077,3160.76254988889,15.0515252894444
111861023,"36-338",45.09457774,2.04,1,1,0,0,13,6313.924558,1.4496,0.18,182487.870745822,NA,NA,NA,NA,NA,0.01193,0.70709,0.02849,0.05057,0.17136,4.83,438.498984,18.252,3263.83258177778,15.2772158272222
111861031,"36-412",151.1222272,4.32,1,0,0,0,8,3184.632026,4.6426,0.61,611558.525353082,36,12.03652063,10.98,3.67,2.5468722769275,0.00646,0.81123,0,0.00211,0.16699,2.34,515.668008,61.991,3712.72745416667,15.7020960522222
111861049,"36-363",325.9264398,5.2,3,10,2,1190,11,6256.354106,1.7146,1.32,1318952.85419449,30,11.82071453,9.15,3.6,3.7037036022019,0.04759,0.62644,0.00111,0,0.27622,4.32,452.351992,131.857,3461.24893522222,15.3684052522222
111861053,"27-5",8.881891177,0.84,0,-99,-99,-99,-99,-99,0.9585,0.04,35943.0665574036,NA,NA,NA,NA,NA,0.05467,0.65185,0,0.01127,0.26479,1.71,534.176016,3.743,3382.17573205556,15.9777582416667
111861055,"27-4",10.25216586,0.97,1,1,0,0,11,6256.354106,1.1571,0.04,41488.2678159524,NA,NA,NA,NA,NA,0,0.81272,0,0.00579,0.17734,3.87,538.701992,4.344,3377.44744288889,15.9018917116667
111861057,"36-339",15.8430519,1.63,2,2,1,45,12,6298.081506,0.327,0.06,64113.3580186961,NA,NA,NA,NA,NA,0,0.80337,0,0.02875,0.11559,6.31,429.816992,6.412,3280.56571888889,15.5603554877778
111861059,NA,6.275279383,0.59,0,-99,-99,-99,-99,-99,0.3873,0.03,25394.6800331836,NA,NA,NA,NA,NA,0.41312,0.56752,0,0.01394,0.00465,2.45,469.133984,2.54,3334.84273822222,16.1391563616667
111861069,"36-411",34.4127306,1.39,0,-99,-99,-99,-99,-99,1.4576,0.14,139260.776981911,32,16.94222816,9.76,5.17,1.9792806815149,0.02676,0.70163,0.00521,0.03266,0.21296,1.95,512.856992,14.42,3606.67639472222,15.6032737044444
111861071,"36-351",41.72740011,4.41,3,4,3,482,11,6256.354106,1.6103,0.17,168861.641010076,NA,NA,NA,NA,NA,0.07365,0.59715,0.01186,0.06782,0.22636,3.54,429.251992,16.897,3263.90387388889,15.2784143327778
111861097,"36-371",87.09110728,2.4,1,0,0,0,7,2943.732734,1.1798,0.35,352438.619562138,36,13.881562,10.98,4.23,2.21905738244162,0.16215,0.58866,0.0668,0.11815,0.03806,3.43,494.77,35.253,3376.58784905556,15.0178643644444
111861113,"36-416",36.03621672,4.16,1,2,1,529,7,2943.732734,4.0381,0.15,145830.669418478,NA,NA,NA,NA,NA,0.01194,0.7187,0,0.0132,0.25039,4.37,487.27,14.807,3210.31389722222,15.0516818477778
111861115,"36-373",94.61741508,2.34,1,1,0,0,8,2949.034476,3.0317,0.38,382895.937355833,16,7.6412667,4.88,2.33,5.09741940137152,0.10506,0.68694,0.13425,0.01223,0.04582,2.32,508.026016,38.297,3294.20084277778,15.6209050511111
111861119,NA,6.385639184,0.89,3,20,3,625,7,2943.732734,0.4442,0.03,25841.2819554045,NA,NA,NA,NA,NA,0.0367,0.46713,0.18978,0.02251,0.11639,3.01,467.386016,NA,NA,NA
111861135,"36-452",31.33461233,2.32,2,2,0,0,12,6266.006816,0.7489,0.13,126804.307110194,NA,NA,NA,NA,NA,0.01723,0.89304,0,0.01402,0.04847,4.45,546.28,12.849,3410.7888325,15.6819136938889
111861139,"36-457",9.652709788,1.05,2,2,1,31,11,6256.354106,0.5746,0.04,39062.4005018008,NA,NA,NA,NA,NA,0.07849,0.59989,0,0,0.26036,2.63,535.256016,3.955,3414.71594483333,15.7475826944444
111861143,NA,5.134335165,0.53,0,-99,-99,-99,-99,-99,1.0808,0.02,20777.5288940148,NA,NA,NA,NA,NA,0.15488,0.57763,0.13805,0.09558,0.01379,4.22,458.763008,NA,NA,NA
111861161,NA,18.89234273,1.69,0,-99,-99,-99,-99,-99,0.4524,0.08,76453.1695601149,NA,NA,NA,NA,NA,0.07626,0.3172,0.26835,0.20292,0.13528,3.77,491.97,NA,NA,NA
111861163,NA,8.162505902,0.88,0,-99,-99,-99,-99,-99,0.4631,0.03,33031.8720488851,NA,NA,NA,NA,NA,0.15807,0.52019,0.19931,0.02181,0.04577,4.88,437.36,NA,NA,NA
111861183,"36-414",5.302474559,0.63,0,-99,-99,-99,-99,-99,0.0833,0.02,21457.9521630043,NA,NA,NA,NA,NA,0,0.35414,0,0,0.51621,2.94,513.381016,2.191,3387.17929238889,16.0571199827778
111861195,NA,5.301742184,1.04,2,2,1,94,7,2943.732734,1.7077,0.02,21454.9884019263,NA,NA,NA,NA,NA,0,0.81179,0.00632,0.01394,0.14675,2.97,492.356992,2.146,3120.27717155556,15.4724736872222
111861201,"36-78",52.18065456,2.74,2,9,1,9,10,6203.674513,0.768,0.21,211163.670268302,52,17.49585441,15.85,5.33,1.35246343971266,0.03737,0.78255,0.01393,0.04818,0.07278,4.47,410.345,21.045,3715.20015261111,15.3655915694444
111861211,NA,7.560845592,0.69,0,-99,-99,-99,-99,-99,0.0055,0.03,30597.0846667476,NA,NA,NA,NA,NA,0,0,0,0,0.63636,0.18,438.89,3.059,3298.16964277778,15.92963033
111861213,"36-463",7.585422346,1.21,0,-99,-99,-99,-99,-99,1.8415,0.03,30696.5414026142,NA,NA,NA,NA,NA,0.04627,0.9141,0,0,0.03508,3.74,542.883008,3.292,3401.2247995,15.8491497705556
111861235,"36-167",107.7182366,2.85,1,1,0,0,13,7664.790981,2.2326,0.44,435912.090162276,NA,NA,NA,NA,NA,0.00242,0.79719,0,0.00578,0.17952,3.53,477.87,43.578,3141.50494327778,14.8749136516667
111861239,NA,9.635346034,1.17,1,0,0,0,11,6255.855168,2.8495,0.04,38992.1331957428,NA,NA,NA,NA,NA,0.09953,0.77614,0,0.07103,0.01916,2.56,415.578008,3.899,3379.04092083333,15.7042751816667
111861245,NA,5.727721814,1.94,1,1,0,0,8,3184.632026,0.5708,0.02,23178.8345837886,NA,NA,NA,NA,NA,0.02383,0.81289,0,0.04345,0.11984,3.66,519.533008,2.464,3380.19388655556,15.9468715427778
111861257,"36-417",529.828109,7.12,1,2,0,0,8,2979.768951,3.7157,2.15,2144098.21132289,90,37.64366329,27.44,11.48,1.39452743143445,0.04659,0.77369,0,0.00923,0.13411,5.48,488.911016,215.121,3534.51656061111,14.3541909261111
111861263,"36-466",86.26966592,2.61,1,0,0,0,7,2943.732734,2.8413,0.35,349114.426449759,21,10.78102145,6.4,3.29,3.79806134380483,0.0321,0.90072,0,0.01288,0.04065,4.84,535.646992,35.308,3567.7962645,15.8187892
111861265,"36-188",58.15560373,2.3,0,-99,-99,-99,-99,-99,2.8048,0.24,235342.979766096,NA,NA,NA,NA,NA,0.00086,0.80783,0,0.0103,0.17185,4.59,485.976016,23.449,3288.84933138889,15.1353933622222
111861271,NA,6.646510411,0.67,0,-99,-99,-99,-99,-99,0.0441,0.03,26896.9706244183,NA,NA,NA,NA,NA,0,0.51474,0,0,0.15873,6.74,428.268008,NA,NA,NA
111861279,"36-173",317.9674976,7.04,1,0,0,0,7,2943.732734,5.5276,1.29,1286744.75982356,38,11.02858941,11.59,3.36,2.90596022809902,0.06472,0.70976,0.02055,0.02133,0.16329,3.27,487.618984,129.179,3498.24500377778,15.3368585477778
111861285,"36-137",1082.510435,16.78,2,3,1,107,12,6582.280546,7.6215,4.38,4380682.42887783,114,35.91583716,34.76,10.95,1.31615086919392,0.08964,0.70362,0.01278,0.00668,0.15236,4.82,457.073008,438.157,3434.38799166667,13.8483871583333
111861291,"36-85",7.69750869,1.39,0,-99,-99,-99,-99,-99,0.4211,0.03,31150.1302658735,NA,NA,NA,NA,NA,0.07338,0.7535,0,0.02422,0.1147,1.66,410.331992,3.11,3459.155134,15.9181855411111
111861293,"36-190",563.9426933,11.43,1,0,0,0,8,2968.783286,2.9981,2.28,2282152.45558658,53,19.01930459,16.16,5.8,2.40516462094053,0.07155,0.70244,0.02408,0.01121,0.12364,2.98,484.726016,228.737,3543.43883394444,14.9135354061111
