"ihdlkid","new_key","lake_area_ac","lake_perim_km","lake_order","lake_link_num","uplakes_n","uplakes_area_ac","downlakes_n","downlakes_area_ac","ws_area_km2","lake_area_km2","lake_area_m2","maxdepth_ft","meandepth_ft","maxdepth_m","meandepth_m","geom_ratio","ws_urban_prop","ws_forest_prop","ws_agriculture_prop","ws_shrub_prop","ws_wetland_prop","ws_slope_deg","ws_mean_elevation_m","lake_area_ha","dd_mean","surface_temp_mean"
111861303,"36-139",12.3690564,1.21,0,-99,-99,-99,-99,-99,1.8574,0.05,50054.8597790458,NA,NA,NA,NA,NA,0.01443,0.88624,0.02261,0.0294,0.03295,3.52,446.016992,5.006,3275.56135811111,15.4652861466667
111861313,"36-96",81.74677382,3.16,1,0,0,0,10,6203.674513,0.8222,0.33,330811.273602849,NA,NA,NA,NA,NA,0.13306,0.47471,0,0.12965,0.20713,2.41,404.961016,33.172,3391.2637355,15.1270650033333
111861321,"36-138",196.7363502,5.16,0,-99,-99,-99,-99,-99,2.6739,0.8,796148.881874469,36,16.79556022,10.98,5.12,2.72048435225066,0.06025,0.83391,0.02569,0.01178,0.04839,2.57,450.286016,79.611,3551.95385638889,15.2481944472222
111861327,"36-147",23.95565187,1.44,1,0,0,0,9,3182.082903,0.2689,0.1,96943.271700862,NA,NA,NA,NA,NA,0.0026,0.85534,0,0.02343,0.00632,3.94,431.663008,9.694,3383.96549433333,15.7445533905556
111861333,"36-152",18.32571603,1.59,1,1,0,0,8,2964.748925,0.8366,0.07,74160.1555177856,NA,NA,NA,NA,NA,0.10638,0.57339,0.02403,0.25006,0.02725,3.95,435.318008,7.418,3463.32683744444,15.461111535
111861337,"36-103",9.290409879,1.26,1,0,0,0,8,3053.220094,1.4285,0.04,37596.2521913318,NA,NA,NA,NA,NA,0.05845,0.6945,0.04921,0.11495,0.07042,4.51,443.366016,3.76,3388.73721961111,15.8099877838889
111861339,"36-175",63.78269898,2.06,0,-99,-99,-99,-99,-99,1.6696,0.26,258114.60070414,NA,NA,NA,NA,NA,0.04564,0.68705,0.13536,0.05031,0.06756,3.21,487.306992,25.463,3350.99391905556,15.0664474594444
111861351,"36-150",150.3790453,4.51,3,5,1,23,8,3031.703858,2.83,0.61,608551.031119744,34,12.22184655,10.37,3.73,2.6933667492316,0.06809,0.7734,0.05028,0.05788,0.02905,3.62,441.5,60.855,3701.59579472222,15.642294315
111861353,"36-104",26.65635584,1.57,1,1,0,0,10,6203.674513,0.4366,0.11,107872.428635021,NA,NA,NA,NA,NA,0.07032,0.44503,0,0.34219,0.09368,2.91,406.918008,10.756,3415.93080061111,15.626209225
111861359,"36-170",116.8896828,2.71,0,-99,-99,-99,-99,-99,1.6597,0.47,473026.922423212,16,7.5267575,4.88,2.29,5.37404925839461,0.06158,0.64837,0.08953,0.00651,0.16153,1.63,444.686992,47.288,3393.78982444444,15.7488036172222
111861361,"36-174",98.01475135,3.76,1,0,0,0,7,2943.732734,3.2903,0.4,396644.212496459,56,19.49360818,17.07,5.94,1.47016730186917,0.06109,0.80889,0.03115,0.01526,0.0637,3.18,487.708984,39.595,3534.86712438889,14.9744552466667
111861365,"36-172",78.38585166,2.43,0,-99,-99,-99,-99,-99,1.0834,0.32,317210.358382906,NA,NA,NA,NA,NA,0.01117,0.92773,0,0.00886,0.02704,3.12,474.363984,31.712,3193.293569,15.1284003516667
111861369,NA,7.615737831,0.74,1,0,0,0,8,3031.703858,0.1449,0.03,30819.221524827,NA,NA,NA,NA,NA,0.10973,0.18081,0.48309,0.06142,0.09179,2.33,417.248984,3.082,3402.45204472222,16.1202978811111
111861371,"36-153",21.01619099,2.24,2,2,1,18,7,2943.732734,0.73,0.09,85047.9178908179,NA,NA,NA,NA,NA,0.02,0.34178,0,0.04575,0.53082,3.75,417.566016,8.504,3342.35787311111,15.5987556811111
111861373,"36-154",27.1199892,1.3,0,-99,-99,-99,-99,-99,0.8694,0.11,109748.651207964,NA,NA,NA,NA,NA,0,0.68668,0.11445,0.08224,0.09064,1.86,421.37,10.975,3373.78442716667,15.6561683
111861377,"36-194",100.6841032,3.28,2,2,0,0,7,2943.732734,1.6623,0.41,407446.494273805,20,7.67759391,6.1,2.34,4.14178748361126,0.05408,0.60362,0,0,0.31625,3.51,481.338984,41.028,3509.45838961111,15.8251455494444
111861379,"36-193",25.05055184,1.73,1,1,1,563,7,2943.732734,1.8948,0.1,101374.091861924,NA,NA,NA,NA,NA,0.02074,0.53447,0.3299,0.02154,0.08967,1.11,481.483984,10.324,3262.92557972222,15.2981980327778
111861383,"36-192",240.8992921,10.32,3,15,2,156,7,2943.732734,7.4241,0.98,974866.626603537,21,10.99025282,6.4,3.35,4.90971549670644,0.03179,0.6845,0.01214,0.00885,0.2347,4.78,497.923984,94.528,3468.66310838889,15.5600737294444
111861385,"36-155",87.97112363,3.98,3,6,3,181,7,2943.732734,1.3071,0.36,355999.852818583,NA,NA,NA,NA,NA,0.06395,0.54571,0,0.07421,0.27909,2.51,417.783008,35.604,3334.26322261111,15.0140648816667
111861387,NA,5.043056139,0.56,0,-99,-99,-99,-99,-99,0.0248,0.02,20408.1426854437,NA,NA,NA,NA,NA,0,0.72984,0,0,0.2379,5.81,507.258008,2.152,3282.80239294444,16.0011410827778
111861389,"36-178",19.06628167,1.12,0,-99,-99,-99,-99,-99,0.0623,0.08,77157.0623204241,NA,NA,NA,NA,NA,0,0.87801,0,0,0.11076,3.93,483.925,7.865,3210.25821483333,15.4731836561111
111861393,"36-108",10.61848891,1.24,1,1,0,0,7,2943.732734,0.9755,0.04,42970.6968961191,NA,NA,NA,NA,NA,0.11574,0.7467,0,0.11368,0.0165,1.02,408.883984,4.298,3464.78793622222,15.9152046366667
111861409,"36-153.1",69.88180163,3.58,0,-99,-99,-99,-99,-99,0.4659,0.28,282796.332119299,32,14.33255401,9.76,4.37,2.36275464385569,0.04336,0.59025,0,0.02941,0.2683,2.74,417.301016,28.279,3485.43724027778,15.0005701944444
111861411,"36-186",7.112582422,0.87,0,-99,-99,-99,-99,-99,0.0483,0.03,28783.0618833718,NA,NA,NA,NA,NA,0.38509,0.17598,0.13665,0,0.26087,4.52,476.205,2.989,3205.5681635,15.5288308983333
111861419,"36-110",12.27431737,1.33,1,1,1,19,7,2943.732734,0.5551,0.05,49671.4716927684,NA,NA,NA,NA,NA,0.09548,0.63989,0,0.22645,0.0218,4.59,404.781992,4.989,3461.90696438889,15.8676938527778
111861427,"36-112",19.24353991,1.13,1,0,0,0,8,2956.007051,0.3174,0.08,77874.3875601959,NA,NA,NA,NA,NA,0.10113,0.83397,0,0.01103,0,5.49,406.001992,7.799,3653.10530772222,15.9492656455556
111861431,"36-159",14.66915848,0.94,1,0,0,0,7,2943.732734,0.2424,0.06,59362.8686819635,30,10.18128008,9.15,3.1,1.70591593469824,0,0.80281,0,0.00743,0.12706,1.5,416.578008,5.936,3421.93616205556,16.1641382811111
111861433,"36-161",39.33050923,2.45,0,-99,-99,-99,-99,-99,1.7376,0.16,159161.94905103,NA,NA,NA,NA,NA,0.05024,0.63472,0.25213,0.01508,0.03718,3.03,431.901016,15.916,3328.56644405556,15.1324028377778
111861443,"36-158",19.24602509,1.24,0,-99,-99,-99,-99,-99,0.1686,0.08,77884.4445388693,NA,NA,NA,NA,NA,0.04567,0.5783,0,0.00178,0.15065,3.8,411.536016,8.639,3408.73133488889,15.5671087811111
111861447,NA,5.606664081,1,1,0,0,0,8,2963.872454,0.443,0.02,22688.9404759014,NA,NA,NA,NA,NA,0,0.85801,0,0.0544,0.07743,8.77,421.073008,2.271,3491.10117633333,16.3280810988889
111861453,"36-127",20.13972008,1.49,1,1,1,5,7,2943.732734,0.1457,0.08,81501.0322528429,NA,NA,NA,NA,NA,0,0.74468,0,0,0.15786,6.11,403.468008,8.151,3458.92896188889,15.8183161527778
111861459,"36-123",10.77649078,0.83,1,0,0,0,8,3053.220094,1.0882,0.04,43610.095827769,NA,NA,NA,NA,NA,0.07177,0.76107,0.08078,0.06635,0.01857,3.37,422.111016,4.361,3470.72279483333,16.0119879022222
111861501,"36-187",8.494653562,0.75,1,1,0,0,7,2943.732734,0.929,0.03,34376.0008174497,NA,NA,NA,NA,NA,0.05027,0.11798,0.1352,0.27105,0.42422,2.69,472.338984,3.672,3227.71508544444,15.761652475
111861507,"36-162",10.76420836,0.78,0,-99,-99,-99,-99,-99,0.4968,0.04,43560.3915665088,NA,NA,NA,NA,NA,0.00564,0.86353,0,0.10688,0.01409,5.35,432.678984,4.357,3444.22264922222,16.1471132455556
111861517,"36-17",109.4873599,3.8,2,2,2,20,7,2943.732734,2.7005,0.44,443071.344340577,55,18.86380151,16.77,5.75,1.53845696790024,0.05143,0.66366,0,0.02855,0.22784,3.77,408.648008,44.31,3788.36140277778,15.3618535527778
111861539,NA,8.254901819,1.05,1,0,0,0,7,2943.732734,0.2411,0.03,33405.7780704949,NA,NA,NA,NA,NA,0,0.6263,0,0.02737,0.33555,4.1,402.335,3.327,3472.20685677778,16.0921315994444
111861559,NA,8.464849268,0.73,0,-99,-99,-99,-99,-99,0.1557,0.03,34255.3893731537,NA,NA,NA,NA,NA,0.01092,0.66731,0,0,0.20938,7.67,402.398984,3.412,3492.78866827778,16.1856096383333
111864605,"36-352",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,71,22.95723421,21.65,7,1.66965178340395,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,74.469,3592.763305,14.7727215405556
111864605,"36-352",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,71,22.95723421,21.65,7,1.66965178340395,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,44.514,3270.49777716667,15.0108410833333
111864605,"36-352",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,71,22.95723421,21.65,7,1.66965178340395,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,51.682,3255.09210133333,14.8607392083333
111864605,"36-131",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,82,27.76859363,25,8.47,1.44591844442782,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,74.469,3592.763305,14.7727215405556
111864605,"36-131",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,82,27.76859363,25,8.47,1.44591844442782,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,44.514,3270.49777716667,15.0108410833333
111864605,"36-131",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,82,27.76859363,25,8.47,1.44591844442782,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,51.682,3255.09210133333,14.8607392083333
111864605,"36-132",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,57,20.50164687,17.38,6.25,2.07985967265222,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,74.469,3592.763305,14.7727215405556
111864605,"36-132",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,57,20.50164687,17.38,6.25,2.07985967265222,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,44.514,3270.49777716667,15.0108410833333
111864605,"36-132",421.9155639,15.53,2,2,0,0,12,6298.081506,11.8663,1.71,1707399.79725628,57,20.50164687,17.38,6.25,2.07985967265222,0.04928,0.71677,0.01847,0.01568,0.17978,4.55,445.368984,51.682,3255.09210133333,14.8607392083333
113235787,"2-234",449.7656879,17.24,1,0,0,0,1,55.552406,14.0524,1.82,1820103.14394399,12,7.54542088,3.66,2.3,10.0355901036924,0.0408,0.83481,0,0.03064,0.07592,2.13,281.7,181.734,3733.67521216667,16.1875996861111
113235793,NA,8.851260685,0.86,0,-99,-99,-99,-99,-99,0.1074,0.04,35819.1116709158,NA,NA,NA,NA,NA,0.027,0.9311,0,0,0.00279,2.23,272.375996,3.641,3618.25537322222,16.2399532077778
113235795,NA,5.304500407,0.79,0,-99,-99,-99,-99,-99,0.7735,0.02,21466.1503257659,NA,NA,NA,NA,NA,0.03013,0.74324,0,0.01435,0.20117,2.06,273.958008,2.229,3630.98202922222,16.4372636116667
113235827,NA,8.680063007,1.79,0,-99,-99,-99,-99,-99,1.4224,0.04,35126.3121969973,NA,NA,NA,NA,NA,0,0.84821,0,0,0.15178,0.9,270.494004,3.613,3640.49077805556,16.3172979583333
113235829,NA,11.87496274,1.4,1,1,0,0,3,112.673063,3.2564,0.05,48055.3710493303,NA,NA,NA,NA,NA,0.01664,0.71443,0,0.01118,0.25448,0.95,268.634004,7.868,3628.38337466667,16.1235655122222
113235831,NA,6.337065276,0.88,0,-99,-99,-99,-99,-99,0.1196,0.03,25644.7139978147,NA,NA,NA,NA,NA,0,0.79682,0,0,0.20318,0.33,267.578008,2.52,3632.44814944444,16.3932832555556
113235839,"2-262",58.63978504,2.65,0,-99,-99,-99,-99,-99,0.1387,0.24,237302.355388289,16,8.46623211,4.88,2.58,4.52278236606852,0.06128,0.26459,0,0.11968,0.24153,1.49,261.91,24.873,3744.256994,16.3573464172222
113235843,NA,5.568131012,1.25,1,0,0,0,1,55.552406,4.2611,0.02,22533.0055926511,NA,NA,NA,NA,NA,0.06625,0.64317,0,0.23895,0.05092,1.25,273.266992,2.238,3630.7880975,16.3677810894444
113235853,"2-254",5.271316494,0.7,2,2,1,11,2,107.401747,0.4638,0.02,21331.862304237,11,5.38490173,3.35,1.64,3.60755022287863,0.08236,0.41915,0,0.23717,0.25161,0.89,259.229004,2.308,3745.8215475,16.8574878811111
113235865,"2-255",51.8493407,2.16,2,2,2,17,1,55.552406,0.5857,0.21,209822.915705556,15,7.9706998,4.57,2.43,4.68324663081446,0.03432,0.57111,0,0.10398,0.2544,1.2,258.525996,20.303,3754.90112994444,16.4530417316667
113235873,"2-261",28.02046957,1.48,1,0,0,0,1,55.552406,5.9795,0.11,113392.697867347,15,9.06589675,4.57,2.76,4.01541162512634,0.07589,0.79799,0,0.07273,0.04917,0.77,267.55,11.347,3716.56593016667,16.4545876977778
113235879,NA,5.393877133,0.9,0,-99,-99,-99,-99,-99,0.1975,0.02,21827.8383432479,NA,NA,NA,NA,NA,0.03696,0.92658,0,0,0.03646,0.24,261.420996,2.348,3630.61952972222,16.3651812477778
113235881,"2-267",5.17603861,0.53,0,-99,-99,-99,-99,-99,0.0837,0.02,20946.293593946,12,8.15981934,3.66,2.49,3.2869697799215,0.15651,0.48387,0,0.04062,0.23178,0.23,258.218008,2.223,3720.28968683333,16.9346305822222
113235883,"2-270",22.97422199,1.2,0,-99,-99,-99,-99,-99,0.2572,0.09,92971.6401197847,17,8.02265827,5.18,2.45,3.37099309838045,0.02138,0.73211,0,0.0105,0.13802,1.17,258.356992,9.424,3736.26051033333,16.5897666922222
113235893,"2-95",131.0637545,3.13,1,0,0,0,1,55.552406,1.3452,0.53,530386.283436526,NA,NA,NA,NA,NA,0.03925,0.51338,0,0.00461,0.40544,0.52,257.655,53.222,3856.66458983333,16.2659360861111
113235895,"2-100",40.81248248,2.92,0,-99,-99,-99,-99,-99,2.8715,0.17,165159.169924325,6,2.57871821,1.83,0.79,11.0160166368731,0.03678,0.75626,0,0.13306,0.07115,0.28,260.915,16.461,3816.6054,16.47905416
113235909,NA,9.538420368,0.83,0,-99,-99,-99,-99,-99,2.2076,0.04,38599.8962729149,NA,NA,NA,NA,NA,0.04557,0.67372,0,0.17607,0.10423,1.29,258.278008,3.65,3657.99448011111,16.39618018
113235915,NA,6.691554626,0.63,0,-99,-99,-99,-99,-99,0.1352,0.03,27079.2546881955,NA,NA,NA,NA,NA,0.05695,0.35429,0,0.1361,0.4216,1.98,258.443008,2.667,3667.62575655556,16.5416005594444
113235925,NA,5.032562238,0.53,0,-99,-99,-99,-99,-99,2.7675,0.02,20365.676168508,NA,NA,NA,NA,NA,0.01388,0.45604,0,0.05069,0.4697,1.23,255.711992,NA,NA,NA
113235929,"2-48",6.432779311,1.28,0,-99,-99,-99,-99,-99,0.5393,0.03,26032.0477155922,NA,NA,NA,NA,NA,0.03523,0.5407,0,0.25904,0.15186,2.58,248.235,2.245,3799.335417,16.9644869472222
113235931,"2-46",18.25619952,1.52,1,0,0,0,0,0,0.2776,0.07,73878.8374408158,NA,NA,NA,NA,NA,0,0.77918,0,0,0.13112,3.37,250.243008,7.633,3661.17879505556,15.9324494866667
113235933,"2-51",13.97071539,1.05,1,1,0,0,1,8.464556,0.1872,0.06,56536.4226053175,NA,NA,NA,NA,NA,0,0,0,0,0.97971,0.51,245.914004,5.587,3689.83080866667,16.3067089505556
113235941,NA,8.589757314,0.91,1,0,0,0,1,8.464556,0.8145,0.03,34760.8648537089,NA,NA,NA,NA,NA,0.0081,0.0426,0,0,0.93444,0.58,244.920996,3.584,3690.791532,16.32197185
113235943,NA,9.282818584,1.06,0,-99,-99,-99,-99,-99,0.0056,0.04,37565.5318845858,NA,NA,NA,NA,NA,0,0,0,0,1,0,248.05,3.774,3671.040531,16.1462315388889
113235945,NA,9.001525305,0.84,0,-99,-99,-99,-99,-99,1.1333,0.04,36427.1996479301,NA,NA,NA,NA,NA,0.01747,0.05276,0,0,0.92977,0.79,245.138008,3.408,3692.91370911111,16.355516245
113235949,"2-53",16.26556434,1.07,0,-99,-99,-99,-99,-99,0.8977,0.07,65823.1732426855,NA,NA,NA,NA,NA,0.08823,0.30433,0,0,0.59641,1.34,244.685,6.384,3681.01802605556,16.1648470216667
113235953,NA,8.464555596,1.04,2,7,2,22,0,0,0.782,0.03,34254.2009469467,NA,NA,NA,NA,NA,0,0.22903,0,0.00614,0.73287,1.52,244.244004,3.406,3682.51635861111,16.1891636561111
113235957,"2-83",56.0235382,2.13,0,-99,-99,-99,-99,-99,0.9382,0.23,226714.977945045,NA,NA,NA,NA,NA,0.07216,0.54082,0,0,0.36122,2.67,243.963008,22.743,3856.67851927778,16.5478116694444
113235959,"2-84",55.55240626,2.14,3,11,7,683,0,0,0.3779,0.22,224808.410262636,NA,NA,NA,NA,NA,0.09659,0.39164,0,0,0.45886,1.55,241.225,22.847,3837.16703666667,16.6103800261111
113235961,NA,6.518587397,0.83,0,-99,-99,-99,-99,-99,0.2023,0.03,26379.2942292906,NA,NA,NA,NA,NA,0.00692,0.17746,0,0,0.79436,2.37,243.216992,2.682,3716.39151172222,16.5628927788889
113235963,NA,5.44772948,0.61,0,-99,-99,-99,-99,-99,0.2578,0.02,22045.7669863623,NA,NA,NA,NA,NA,0,0.43639,0,0.04538,0.4969,1.07,244.673008,2.154,3719.08164394444,16.60281477
113235967,"2-118",333.5929421,7.26,2,4,0,0,1,148.622805,5.3512,1.35,1349977.50839707,16,6.89554024,4.88,2.1,6.98492602842669,0.05068,0.4414,0,0.05853,0.43391,0.6,245.293008,134.166,3907.98322372222,16.2969855516667
113235971,"2-119",39.77150343,1.95,0,-99,-99,-99,-99,-99,0.7794,0.16,160946.555906277,16,6.8696223,4.88,2.09,4.10440870388414,0.02784,0.91263,0,0,0.02528,1.14,244.501992,16.126,3842.66207022222,16.5450573861111
113235973,"2-85",148.6228052,5.01,3,8,3,826,0,0,1.587,0.6,601443.912427664,NA,NA,NA,NA,NA,0.03655,0.62792,0,0.01078,0.29666,0.77,240.596992,59.934,3871.54302061111,16.3436471422222
113235979,"2-124",79.72961043,3.01,0,-99,-99,-99,-99,-99,0.6896,0.32,322648.255554207,18,5.42636415,5.49,1.65,4.34120191477913,0,0.55496,0,0.04263,0.33585,0.92,244.32,32.371,3873.99793288889,16.5030708055556
113235985,"21-473",8.394471673,0.69,0,-99,-99,-99,-99,-99,0.0953,0.03,33970.5866739509,NA,NA,NA,NA,NA,0,0.39874,0,0,0.50577,3.07,241.121992,3.438,3718.38772783333,16.5925657461111
113235993,"2-127",482.9029894,6.53,2,3,1,10,1,148.622805,2.5548,1.96,1954202.53895027,55,19.09681686,16.77,5.82,2.2295095177764,0.01378,0.88449,0,0.00388,0.06912,0.99,242.760996,195.066,4001.92347122222,15.53438236
113236001,"21-494",10.01906706,0.8,1,0,0,0,2,631.525794,4.7467,0.04,40544.9680708996,NA,NA,NA,NA,NA,0.01575,0.24166,0,0.02431,0.71711,0.53,243.409004,4.083,3719.00994094444,16.5006178222222
113236009,NA,5.77553519,0.57,0,-99,-99,-99,-99,-99,0.0874,0.02,23372.3248350937,NA,NA,NA,NA,NA,0.23799,0.41075,0,0.05492,0.24142,1.79,237.99,2.399,3732.72116555556,16.7032660922222
113236011,"21-479",84.66093035,3.54,1,1,0,0,0,0,2.5913,0.34,342604.226255514,27,11.1249372,8.23,3.39,2.93966839880614,0.02219,0.91645,0,0.00455,0.03747,2.57,251.005,34.24,3953.22538372222,16.2285908122222
113236019,"21-481",12.90699476,1.29,1,0,0,0,0,0,0.5022,0.05,52231.7783982842,5,1.93249428,1.52,0.59,9.94580901280347,0.01175,0.93051,0,0,0.0231,4.81,247.395996,5.324,3704.0721815,16.1847933177778
113236033,NA,5.404037878,0.71,0,-99,-99,-99,-99,-99,1.0349,0.02,21868.9566508842,NA,NA,NA,NA,NA,0,0.54334,0,0.13132,0.32535,0.65,240.12,2.305,3732.11808355556,16.5053483483333
113236047,"21-557",11.52602043,1.19,0,-99,-99,-99,-99,-99,0.3105,0.05,46643.27801384,NA,NA,NA,NA,NA,0.07761,0.59517,0,0.00612,0.3211,2.37,246.21,4.81,3724.23956672222,16.3503209616667
113236057,"21-453",49.15857294,2.51,0,-99,-99,-99,-99,-99,1.026,0.2,198933.96843511,15,4.02917399,4.57,1.23,4.62126673708288,0,0.78264,0,0.01248,0.18889,0.75,239.805996,20.405,3865.36594355556,16.6840183644444
113236061,"21-447",60.15286608,2.47,2,2,1,24,0,0,0.9876,0.24,243425.462668447,10,4.08846509,3.05,1.25,7.28268728031274,0.00891,0.84791,0,0,0.10541,1.3,242.710996,24.243,3874.53958711111,16.5809209088889
113236063,"21-448",24.41170164,1.88,1,0,0,0,1,60.152866,0.2454,0.1,98788.8051475052,12,4.249543,3.66,1.3,4.84390757333641,0,0.87001,0,0.01711,0.02404,1.34,237.914004,10.031,3855.79583805556,16.6703997511111
113236075,"21-266",127.4395211,4.31,1,0,0,0,1,73.241126,3.1144,0.52,515719.805349844,36,15.23706464,10.98,4.65,2.44062531946668,0.11749,0.58824,0,0.1522,0.118,0.6,236.190996,51.985,3967.02072516667,16.0165862688889
113236095,"21-274",7.041341225,0.88,1,0,0,0,1,14.089611,6.2738,0.03,28494.7643761887,6,2.62747477,1.83,0.8,7.09970294164593,0.01019,0.52823,0,0.00285,0.45745,0.52,241.755996,2.86,3849.64950866667,16.9459047244444
113236109,"21-505",40.01739896,2.06,1,1,0,0,0,0,0.2721,0.16,161941.641212416,16,5.81788493,4.88,1.77,4.11073813636606,0.00257,0.4752,0,0,0.42227,1.6,238.118008,16.278,3888.90486188889,16.5798812316667
113236113,"21-268",73.24112621,2.73,1,1,1,127,0,0,2.4433,0.3,296390.782283194,4,3.5998927,1.22,1.1,19.1252157272952,0.09058,0.758,0,0.00765,0.13052,1.17,233.078008,29.921,3897.69248055556,16.5980501483333
113236119,"21-312",15.79983216,4,1,1,0,0,0,0,0.64,0.06,63938.4572052932,NA,NA,NA,NA,NA,0,0.80906,0,0.01516,0.17579,4.12,244.540996,6.906,3713.04304183333,16.1606034755556
113236145,NA,7.1911665,1.41,1,1,0,0,0,0,0.1444,0.03,29101.0744202987,NA,NA,NA,NA,NA,0,0.29778,0,0,0.70221,3.57,240.151992,3.08,3751.07555883333,16.4705889933333
113236151,"21-276",35.14703933,1.98,0,-99,-99,-99,-99,-99,2.6224,0.14,142232.363441382,NA,NA,NA,NA,NA,0.05255,0.6628,0,0.09034,0.18815,1.23,234.58,14.019,3859.20552427778,16.6454773027778
113236157,"21-316",13.73555464,0.89,0,-99,-99,-99,-99,-99,0.0375,0.06,55584.7786006232,11,5.04606043,3.35,1.54,4.58346757134271,0,0.504,0,0,0.34933,5.63,233.465996,5.731,4011.48271638889,16.9827886027778
113236161,"21-278",14.08961126,1.5,2,2,1,7,0,0,0.1613,0.06,57017.5681275545,6,3.06625757,1.83,0.93,8.44405557169927,0,0.63174,0,0,0.35028,3.99,230.759004,5.781,3710.62540077778,16.0726747505556
113236163,"21-314",20.8536627,1.23,0,-99,-99,-99,-99,-99,0.1913,0.08,84390.2015296832,26,11.01880874,7.93,3.36,2.14931375809653,0,0.94146,0,0,0.01673,9.64,253.286992,8.411,3814.893135,16.5407578316667
113236173,"21-277",168.5890226,6.33,1,0,0,0,0,0,1.0585,0.68,682242.817368783,18,7.6715682,5.49,2.34,5.23494831939446,0.02069,0.66727,0,0,0.2392,2.69,231.595996,68.424,3861.0676845,16.3737126883333
113236187,"21-325",19.64432665,1.07,0,-99,-99,-99,-99,-99,0.8413,0.08,79496.2836388653,NA,NA,NA,NA,NA,0,0.92226,0,0,0.06407,4.8,242.570996,7.949,3739.64951611111,16.2822024133333
113236191,"21-286",27.45820849,2.07,0,-99,-99,-99,-99,-99,0.764,0.11,111117.350532152,10,4.32029925,3.05,1.32,5.98612291425641,0.03233,0.57291,0,0,0.39227,1.85,231.605,11.22,3922.02370088889,16.6269485505556
113236209,"21-329",64.49845846,1.84,0,-99,-99,-99,-99,-99,0.4729,0.26,261011.122415119,41,20.68675683,12.5,6.31,1.80823445625584,0.0977,0.74645,0,0,0.07443,2.52,232.908008,26.112,3731.61228733333,15.9722223844444
113236217,"21-331",26.58866398,1.34,0,-99,-99,-99,-99,-99,1.0579,0.11,107598.494516612,18,7.28753278,5.49,2.22,3.2989763660974,0.0726,0.73589,0,0.0207,0.16571,1.21,233.394004,10.594,3782.73501411111,16.7227398538889
113236233,"21-300",8.533723952,0.91,0,-99,-99,-99,-99,-99,0.04,0.03,34534.1101209988,NA,NA,NA,NA,NA,0,0.4375,0,0,0.4975,0.89,230.299004,3.493,3757.42773577778,16.4991530033333
113236277,NA,5.605019317,0.74,0,-99,-99,-99,-99,-99,0.7857,0.02,22682.2844765489,NA,NA,NA,NA,NA,0.05918,0.5679,0,0,0.37292,0.92,231.2,2.305,3799.48585933333,16.70801515
113236279,"21-339",6.797815625,0.62,0,-99,-99,-99,-99,-99,0.9395,0.03,27509.2696572377,NA,NA,NA,NA,NA,0.04385,0.93113,0,0,0.02501,0.24,230.936992,2.699,3794.05373111111,16.77045112
113236281,"21-337",8.421285958,0.74,1,0,0,0,0,0,2.2173,0.03,34079.0982072761,6,3.85885261,1.83,1.18,7.42456363326744,0.02187,0.73495,0,0,0.23953,1.74,228.929004,3.303,3924.17389055556,17.0826743638889
113236295,NA,6.578846124,0.97,2,2,0,0,1,5.07591,0.0514,0.03,26623.1480878961,NA,NA,NA,NA,NA,0,0.47471,0,0,0.49611,1.62,229.010996,2.664,3780.02815766667,16.5269665422222
113236305,"21-367",30.16404854,2.34,0,-99,-99,-99,-99,-99,1.3155,0.12,122067.292056169,NA,NA,NA,NA,NA,0.02167,0.08932,0,0.04425,0.82912,1.75,230.693008,12.504,3778.73300816667,16.0829901872222
113236315,NA,5.075910252,0.74,2,4,2,15,0,0,0.0442,0.02,20541.0960786694,NA,NA,NA,NA,NA,0.00679,0.51358,0,0,0.43891,3.33,224.594004,2.058,3789.41766061111,16.6689585838889
113236321,"21-366",10.20056272,0.93,0,-99,-99,-99,-99,-99,0.5556,0.04,41279.4412205091,NA,NA,NA,NA,NA,0.06893,0.03258,0,0.0243,0.86267,1.81,230.681992,4.167,3802.01427572222,16.4575379738889
113236323,"21-173",8.686438277,1.19,1,1,0,0,1,5.07591,0.2495,0.04,35152.1115171381,NA,NA,NA,NA,NA,0,0.59639,0,0,0.40361,1.35,226.740996,3.557,3768.63443466667,16.3477144766667
