"My_intwbdy","Distance","Shape_Leng","Shape_Area","My_intwb_1","FID_1","OGF_ID","Area_sqm","Perim_m","FID_2","OGF_ID_1","PDEM_South"
132538,0,7980,1648800,0,0,0,0,0,0,0,365.832796854744
132548,0,13500,3624300,0,0,0,0,0,0,0,340.238605591154
135150,122.55387832,110460,21899700,0,0,0,0,0,0,0,398.667627262401
135486,0,18120,8728200,0,0,0,0,0,0,0,389.080025561005
135501,0,28560,14082300,0,0,0,0,0,0,0,388.640896914021
135502,0,44580,29942100,0,0,0,0,0,0,0,389.146757624233
135669,0,20880,6846300,0,0,0,0,0,0,0,325.570098724506
135670,0,30600,16284600,0,0,0,0,0,0,0,327.940714396231
135718,0,122598.166538,81241200,0,0,0,0,0,0,0,375.610570775303
136217,192.15776543,178620,3414600,0,0,0,0,0,0,0,254.169705267762
136226,0,81420,57819600,0,0,0,0,0,0,0,306.006917090493
136327,0,85440,47939400,0,0,0,0,0,0,0,374.753085162375
129315,0,34320,21207600,0,0,0,0,0,0,0,434.454733020195
129318,0,36420,22482900,0,0,0,0,0,0,0,408.830960411749
129445,0,177060,213074100,0,0,0,0,0,0,0,424.633601942381
129479,0,25740,17352900,0,0,0,0,0,0,0,419.027460582894
129494,0,116580,105847200,0,0,0,0,0,0,0,317.39316738068
129514,0,79920,65457000,0,0,0,0,0,0,0,300.898211552835
132728,54.47125803,38460,21647700,0,0,0,0,0,0,0,308.110212022576
132636,182.97041609,38317.0820393,23836500,0,0,0,0,0,0,0,275.958357284571
132635,0,15540,5174100,0,0,0,0,0,0,0,303.967562192584
132647,0,41460,17312400,0,0,0,0,0,0,0,270.968264756865
132649,0,81360,65491200,0,0,0,0,0,0,0,296.4482103086
132663,0,18600,6606000,0,0,0,0,0,0,0,238.232863382033
132664,0,53580,40833000,0,0,0,0,0,0,0,283.582711353432
132682,0,19140,6960600,0,0,0,0,0,0,0,275.63787036439
132690,0,98160,150873300,0,0,0,0,0,0,0,239.534476608595
132695,0,24300,12650400,0,0,0,0,0,0,0,277.358184546316
136237,279.04274267,31020,483300,0,0,0,0,0,0,0,268.748730025478
131616,0,23220,11650500,0,0,0,0,0,0,0,285.465809611899
132823,0,10740,2218500,0,0,0,0,0,0,0,219.4762142901
132835,0,5340,507600,0,0,0,0,0,0,0,223.616170247396
129732,49.85894342,18240,6622200,0,0,0,0,0,0,0,451.569057019776
131631,0,8700,2043000,0,0,0,0,0,0,0,191.349950056034
131632,0,24420,13410000,0,0,0,0,0,0,0,201.994739274403
131640,0,21840,8119800,0,0,0,0,0,0,0,229.708544308953
131646,0,25140,13098600,0,0,0,0,0,0,0,207.383015539188
131652,0,24180,10441800,0,0,0,0,0,0,0,237.599903964848
131660,0,11520,3158100,0,0,0,0,0,0,0,188.901854764298
131665,0,67800,78658200,0,0,0,0,0,0,0,208.474713906037
131669,0,13380,5971500,0,0,0,0,0,0,0,272.183900588495
131684,0,24180,9599400,0,0,0,0,0,0,0,233.25417721153
131694,0,11820,2251800,0,0,0,0,0,0,0,184.783912457436
132865,0,39000,12765600,0,0,0,0,0,0,0,203.656251691118
132871,0,37200,13962600,0,0,0,0,0,0,0,221.718068707953
132873,0,2880,224100,0,0,0,0,0,0,0,222.711744683813
132875,0,54180,18705600,0,0,0,0,0,0,0,223.689356302462
132889,356.23564109,45240,25336800,0,0,0,0,0,0,0,221.260957182385
132882,0,76020,91437300,0,0,0,0,0,0,0,224.367881407764
132891,0,46860,45553500,0,0,0,0,0,0,0,278.640049276221
132893,0,72180,110998800,0,0,0,0,0,0,0,275.406388848499
132900,0,415260,1441883700,0,0,0,0,0,0,0,233.344391252945
132903,0,33720,8085600,0,0,0,0,0,0,0,224.197409890533
136366,0,24240,14350500,0,0,0,0,0,0,0,331.897117444884
136370,0,2700,229500,0,0,0,0,0,0,0,235.729073917164
132938,0,14340,4837500,0,0,0,0,0,0,0,263.400545657136
132990,23.42968843,33060,12068100,0,0,0,0,0,0,0,276.103312644073
132991,297.04377257,32820,19145700,0,0,0,0,0,0,0,271.324239567742
132996,0,81300,97398000,0,0,0,0,0,0,0,257.436967475603
133007,0,24900,9876600,0,0,0,0,0,0,0,266.771670549189
133011,0,105540,80296200,0,0,0,0,0,0,0,262.189992567779
133013,0,20940,6031800,0,0,0,0,0,0,0,268.047886811168
133017,0,4740,705600,0,0,0,0,0,0,0,250.581431447243
133018,0,19140,8106300,0,0,0,0,0,0,0,250.252376352681
133027,0,5100,466200,0,0,0,0,0,0,0,250.665626849907
133034,0,84600,69509700,0,0,0,0,0,0,0,264.917040000202
133037,0,52740,36893700,0,0,0,0,0,0,0,260.523693995655
133039,0,31440,16417800,0,0,0,0,0,0,0,276.541338189206
133040,0,113940,120532500,0,0,0,0,0,0,0,265.696909791847
133044,0,175080,312401700,0,0,0,0,0,0,0,217.699197263569
133045,0,19260,9394200,0,0,0,0,0,0,0,208.826674543775
133461,0,13860,3787200,0,0,0,0,0,0,0,235.000577433481
133493,0,27540,9887400,0,0,0,0,0,0,0,226.789731592205
133522,0,33420,16038000,0,0,0,0,0,0,0,213.435666141873
133539,0,139980,83414700,0,0,0,0,0,0,0,234.315536760596
133557,0,143280,114944400,0,0,0,0,0,0,0,206.196667975598
133559,0,101400,136205100,0,0,0,0,0,0,0,201.447412318876
133561,0,150780,123228900,0,0,0,0,0,0,0,196.792540352477
133568,0,34860,19032300,0,0,0,0,0,0,0,190.972302441204
133578,0,53580,29218500,0,0,0,0,0,0,0,189.065088609264
133615,0,48840,30672000,0,0,0,0,0,0,0,215.956892493522
133632,0,24540,10268100,0,0,0,0,0,0,0,198.120854186076
133735,58.37793112,30420,513900,0,0,0,0,0,0,0,164.886161523609
133077,148.07800158,147359.912627,170262898.687,0,0,0,0,0,0,0,264.800379122783
133081,79.79799333,211943.109888,320785200,0,0,0,0,0,0,0,269.620102679746
133054,0,15540,5564700,0,0,0,0,0,0,0,255.20689185283
133055,0,60900,54973800,0,0,0,0,0,0,0,269.874648840265
133076,0,73140,52254000,0,0,0,0,0,0,0,277.315939125531
133078,0,44487.9031979,42414300,0,0,0,0,0,0,0,252.033209090201
133080,0,19860,7207200,0,0,0,0,0,0,0,276.69712002818
133083,0,83580,86661000,0,0,0,0,0,0,0,254.367774896029
133085,0,5580,325800,0,0,0,0,0,0,0,250.18177727968
133086,0,106200,112104900,0,0,0,0,0,0,0,260.82876118656
133087,0,21240,8715600,0,0,0,0,0,0,0,251.008807228401
133089,0,210087.903198,135158400,0,0,0,0,0,0,0,258.967904410956
133090,0,22740,7965000,0,0,0,0,0,0,0,250.92983663268
133091,0,90120,89991900,0,0,0,0,0,0,0,258.17143069244
133092,0,12600,2088000,0,0,0,0,0,0,0,245.958956350129
133612,226.52775994,112620,40003200,0,0,0,0,0,0,0,217.095184455939
133669,0,15960,3007800,0,0,0,0,0,0,0,199.422493948899
133700,203.30276351,24660,409500,0,0,0,0,0,0,0,163.842595194722
133702,68.82077821,22200,370800,0,0,0,0,0,0,0,175.525499769785
133735,29.32614604,2940,47700,0,0,0,0,0,0,0,162.70392680618
133750,0,23640,6039900,0,0,0,0,0,0,0,191.24987900742
133751,0,21660,7866900,0,0,0,0,0,0,0,181.865514238753
133796,0,62160,25123500,0,0,0,0,0,0,0,190.535066980483
133799,0,15480,3405600,0,0,0,0,0,0,0,193.449548120478
133909,0,38400,18779400,0,0,0,0,0,0,0,168.851673609228
133949,0,42660,20016000,0,0,0,0,0,0,0,161.635943176764
133953,0,14100,5540400,0,0,0,0,0,0,0,160.214937250981
133977,0,9900,1843200,0,0,0,0,0,0,0,139.651266083121
133988,0,23100,11463300,0,0,0,0,0,0,0,149.131984381545
133989,0,25020,7916400,0,0,0,0,0,0,0,139.288978089198
134092,0,28140,4186800,0,0,0,0,0,0,0,199.306044315328
133113,45.1923485,156275.340277,209380562.689,0,0,0,0,0,0,0,259.03419115849
133093,0,18780,7548300,0,0,0,0,0,0,0,259.599918709787
133094,0,21840,8162100,0,0,0,0,0,0,0,258.214490822571
133095,0,14640,2088900,0,0,0,0,0,0,0,264.148229977839
133098,42.84204432,21960,7809300,0,0,0,0,0,0,0,250.063267617151
133100,0,49200,25518600,0,0,0,0,0,0,0,262.692300482093
133103,0,269580,420848100,0,0,0,0,0,0,0,233.099141111896
133114,0,13440,4572900,0,0,0,0,0,0,0,255.648362377266
134130,0,14520,2870100,0,0,0,0,0,0,0,144.994870860213
134131,0,56400,38050200,0,0,0,0,0,0,0,145.86935007478
134132,0,33000,21495600,0,0,0,0,0,0,0,185.99343122036
134134,0,43200,18336600,0,0,0,0,0,0,0,205.235112779003
134135,0,5040,573300,0,0,0,0,0,0,0,193.758341982376
136346,0,56820,38209500,0,0,0,0,0,0,0,217.766850172764
132727,0,13800,3508200,0,0,0,0,0,0,0,301.13072430849
134892,0,7810.69900563,942121.524886,0,0,0,0,0,0,0,235.794537169885
133082,0,5975.34027724,1084437.31107,0,0,0,0,0,0,0,249.859328983038
126155,0,21960,7429500,0,0,0,0,0,0,0,177.996825395534
126219,0,2580,229500,0,0,0,0,0,0,0,125.881932875689
126231,0,2820,195300,0,0,0,0,0,0,0,125.816451323197
126232,0,23040,7243200,0,0,0,0,0,0,0,132.657650028024
126307,0,8280,1927800,0,0,0,0,0,0,0,106.163753114161
129016,0,2280,209700,0,0,0,0,0,0,0,28.829288662759
129036,97.01649696,1492680,765505800,0,0,0,0,0,0,0,NA
129091,0,15540,3911400,0,0,0,0,0,0,0,181.259624149412
129298,22.43218174,328380,100216800,0,0,0,0,0,0,0,NA
129300,0,29640,12813300,0,0,0,0,0,0,0,273.110727973473
129301,0,15960,4368600,0,0,0,0,0,0,0,305.889266917477
125250,0,5280,854100,0,0,0,0,0,0,0,324.911377146071
125301,0,62460,24561900,0,0,0,0,0,0,0,287.031769417762
125366,0,12060,3070800,0,0,0,0,0,0,0,278.458232866222
125368,0,68700,34886700,0,0,0,0,0,0,0,268.686840768982
126367,133.01411324,182040,167616900,0,0,0,0,0,0,0,143.463799615608
126190,28.60677247,14820,1773000,0,0,0,0,0,0,0,134.192764719852
126485,105.87526041,55782.4264069,51888150,0,0,0,0,0,0,0,140.130413182064
126402,0,82680,69215400,0,0,0,0,0,0,0,205.119798026122
126416,0,60660,32115600,0,0,0,0,0,0,0,174.244790416626
126418,0,16320,5845500,0,0,0,0,0,0,0,135.176277623459
126432,0,20040,6029100,0,0,0,0,0,0,0,187.58780492386
126453,0,135900,112655700,0,0,0,0,0,0,0,100.756698580365
126471,0,55980,41316300,0,0,0,0,0,0,0,109.902766868375
126474,0,40380,28130400,0,0,0,0,0,0,0,125.541554529342
126475,0,60180,32936400,0,0,0,0,0,0,0,131.696604203235
126477,0,198960,148385700,0,0,0,0,0,0,0,161.56310171149
126481,0,23400,8461800,0,0,0,0,0,0,0,157.723921150381
126487,0,141236.590486,109426050,0,0,0,0,0,0,0,130.192683219321
127036,0,13200,3997800,0,0,0,0,0,0,0,444.894010726743
127053,0,96060,77431500,0,0,0,0,0,0,0,368.315144915057
129063,119.60827869,484860,216793800,0,0,0,0,0,0,0,NA
129147,0,144000,113973300,0,0,0,0,0,0,0,180.796913859482
125374,0,16800,5110200,0,0,0,0,0,0,0,472.910949545791
125394,0,10800,3443400,0,0,0,0,0,0,0,304.321061863678
125430,0,18660,7577100,0,0,0,0,0,0,0,410.737478245124
125439,0,5220,966600,0,0,0,0,0,0,0,366.3763917891
125484,0,83460,60418800,0,0,0,0,0,0,0,394.058159612771
125505,0,14700,3600000,0,0,0,0,0,0,0,416.884500656128
125577,0,47640,31556700,0,0,0,0,0,0,0,307.072671847448
125588,0,15720,5612400,0,0,0,0,0,0,0,404.380556430779
125611,0,7440,1370700,0,0,0,0,0,0,0,286.643534489392
125621,0,29280,15265800,0,0,0,0,0,0,0,288.005266889229
125665,0,35160,19130400,0,0,0,0,0,0,0,308.583343581953
127090,0,151980,148032000,0,0,0,0,0,0,0,398.79312412659
127102,0,128940,143682300,0,0,0,0,0,0,0,364.143404370793
127139,0,49920,32227200,0,0,0,0,0,0,0,456.551498634673
129258,0,24300,12693600,0,0,0,0,0,0,0,282.811307266634
125773,0,46260,24776100,0,0,0,0,0,0,0,295.37486630975
129261,202.45646525,51822.4264069,32233950,0,0,0,0,0,0,0,254.947683107279
125809,0,65220,40658400,0,0,0,0,0,0,0,273.516124940159
125824,0,115740,80503200,0,0,0,0,0,0,0,261.557165544026
125833,154.54790611,12000,203400,0,0,0,0,0,0,0,288.774377468413
125838,0,10740,2656800,0,0,0,0,0,0,0,264.760263996073
125848,0,48840,29480400,0,0,0,0,0,0,0,337.893702087886
125849,0,137160,115688700,0,0,0,0,0,0,0,345.37401335798
125850,0,38460,29883600,0,0,0,0,0,0,0,358.403970846831
125851,0,92460,67970700,0,0,0,0,0,0,0,295.304270815432
125852,0,101820,116369100,0,0,0,0,0,0,0,390.898209914995
127216,0,8040,1949400,0,0,0,0,0,0,0,179.035738901858
127234,0,82500,77097600,0,0,0,0,0,0,0,214.384073385344
127365,0,55740,59851800,0,0,0,0,0,0,0,141.855076130317
127368,0,7620,849600,0,0,0,0,0,0,0,114.027226189435
129260,0,50682.4264069,31861350,0,0,0,0,0,0,0,263.646854079319
125863,0,16800,5675400,0,0,0,0,0,0,0,292.036379830179
127236,95.15679624,820080,425299500,0,0,0,0,0,0,0,NA
127567,0,27180,13235400,0,0,0,0,0,0,0,335.753366222098
127572,0,6840,852300,0,0,0,0,0,0,0,292.213183828996
127681,0,68580,34172100,0,0,0,0,0,0,0,227.24775352277
127731,0,19500,8523900,0,0,0,0,0,0,0,203.292637089241
127797,0,114060,81917100,0,0,0,0,0,0,0,149.934556836181
127801,0,23940,6777000,0,0,0,0,0,0,0,210.248034556517
127806,0,33600,12969900,0,0,0,0,0,0,0,262.526082543476
127809,0,14100,4815900,0,0,0,0,0,0,0,251.053569633301
127813,0,7920,1479600,0,0,0,0,0,0,0,233.536605389449
127817,0,11160,2856600,0,0,0,0,0,0,0,410.57514480562
127821,0,14940,4885200,0,0,0,0,0,0,0,406.236907975851
127822,0,255240,318763800,0,0,0,0,0,0,0,261.644061156964
127831,0,107100,118008000,0,0,0,0,0,0,0,174.169327522246
127834,0,9540,1787400,0,0,0,0,0,0,0,261.383981011305
127835,0,101580,113384700,0,0,0,0,0,0,0,188.032572047634
127836,0,10500,2707200,0,0,0,0,0,0,0,310.523023108218
127839,0,18000,6899400,0,0,0,0,0,0,0,185.985223540743
127841,0,44040,37777500,0,0,0,0,0,0,0,175.767022926099
127856,0,86820,79494300,0,0,0,0,0,0,0,327.427288999143
127862,0,83580,79553700,0,0,0,0,0,0,0,304.199656868303
129169,0,6720,841500,0,0,0,0,0,0,0,81.4878336697339
129171,0,16920,4459500,0,0,0,0,0,0,0,88.8468630454858
129172,0,15900,6626700,0,0,0,0,0,0,0,96.6369485540374
129172,133.90113257,569460,193555800,0,0,0,0,0,0,0,NA
129190,0,15420,4312800,0,0,0,0,0,0,0,165.239292504592
129231,0,38340,18628200,0,0,0,0,0,0,0,177.874769289144
125911,0,76020,7334100,0,0,0,0,0,0,0,257.661700128996
125917,0,107520,116065800,0,0,0,0,0,0,0,335.588429690951
127361,93.31924832,856500,290922300,0,0,0,0,0,0,0,NA
127368,94.73873455,207060,52706700,0,0,0,0,0,0,0,NA
127500,122.28092039,281220,145631700,0,0,0,0,0,0,0,NA
127921,0,58800,36791100,0,0,0,0,0,0,0,349.281021364145
127939,0,34620,19541700,0,0,0,0,0,0,0,149.80429727402
127979,697.83033461,278880,45424800,0,0,0,0,0,0,0,NA
127980,50.69899999,83640,11661300,0,0,0,0,0,0,0,NA
129295,151.38075,73938.1665383,57096000,0,0,0,0,0,0,0,182.710180416081
129240,0,22560,7957800,0,0,0,0,0,0,0,165.099028193231
129266,0,52860,38839500,0,0,0,0,0,0,0,270.895572231429
126585,0,11759.9220017,2643298.8285,0,0,0,0,0,0,0,207.981902504682
126628,0,14760,4739400,0,0,0,0,0,0,0,206.627905533063
126640,0,44220,21182400,0,0,0,0,0,0,0,198.448350315755
126660,0,22980,5915700,0,0,0,0,0,0,0,176.242405619666
126679,0,48300,18751500,0,0,0,0,0,0,0,185.297437775046
126696,10.27821414,6660,1160100,0,0,0,0,0,0,0,177.330008921834
126701,79.7355,13380,222300,0,0,0,0,0,0,0,173.137676903111
126730,111.35935712,7860,121500,0,0,0,0,0,0,0,172.463776652018
126763,0,21720,7898400,0,0,0,0,0,0,0,156.449236472519
126780,39.336,25320,8253900,0,0,0,0,0,0,0,155.667643641791
126785,0,6900,774900,0,0,0,0,0,0,0,170.582008725121
126787,115.9245,48540,851400,0,0,0,0,0,0,0,153.606103441428
126800,0,12540,2960100,0,0,0,0,0,0,0,164.055396117422
126820,56.92696213,11580,232200,0,0,0,0,0,0,0,147.260665065558
126638,0,170220,106146000,0,0,0,0,0,0,0,175.145650179821
126905,186.53916085,86880,1593900,0,0,0,0,0,0,0,131.592856701722
126936,0,142319.922002,83856601.1715,0,0,0,0,0,0,0,211.386157364975
126939,80.29053233,34020,5762700,0,0,0,0,0,0,0,181.348787273483
126940,72.08684034,11400,225000,0,0,0,0,0,0,0,132.330325805664
126479,0,45677.7697876,35186366.2755,0,0,0,0,0,0,0,127.557094705697
126010,0,9360,2643300,0,0,0,0,0,0,0,138.521060298079
101805,0,10620,2120400,0,0,0,0,0,0,0,363.163874744357
105954,0,28740,15111000,0,0,0,0,0,0,0,378.124253106358
106147,0,80880,57016800,0,0,0,0,0,0,0,NA
106178,0,33420,14811300,0,0,0,0,0,0,0,NA
106213,123.250875,21720,6661800,0,0,0,0,0,0,0,NA
106374,0,2940,317700,0,0,0,0,0,0,0,450.181806785864
106387,302.60663627,45600,736200,0,0,0,0,0,0,0,470.822677910765
125157,149.4687794,67892.4828759,55764000,0,0,0,0,0,0,0,NA
125148,0,8640,1995300,0,0,0,0,0,0,0,NA
125150,0,39060,13436100,0,0,0,0,0,0,0,NA
125151,0,6120,1155600,0,0,0,0,0,0,0,NA
125159,59.97778422,106020,50488200,0,0,0,0,0,0,0,NA
125160,0,7680,1580400,0,0,0,0,0,0,0,NA
125163,0,20760,7812900,0,0,0,0,0,0,0,375.657706417228
125164,0,18600,7433100,0,0,0,0,0,0,0,401.652274748274
125165,0,13020,2578500,0,0,0,0,0,0,0,412.731404388055
125167,254.41400902,13440,2140200,0,0,0,0,0,0,0,404.563589765005
125168,0,27300,7490700,0,0,0,0,0,0,0,NA
106511,0,37860,23652000,0,0,0,0,0,0,0,462.033324780748
106779,707.46240192,61860,963900,0,0,0,0,0,0,0,471.638697463035
106832,0,444360,652663800,0,0,0,0,0,0,0,463.958863957729
106878,0,210300,319898700,0,0,0,0,0,0,0,474.727826295464
106887,0,129420,109186200,0,0,0,0,0,0,0,460.938683449279
106903,0,67920,46819800,0,0,0,0,0,0,0,464.777299381541
106908,0,29700,13721400,0,0,0,0,0,0,0,477.717340222403
106956,0,13080,2950200,0,0,0,0,0,0,0,461.288011142435
106957,0,29760,13323600,0,0,0,0,0,0,0,461.118518768533
106973,0,29340,20590200,0,0,0,0,0,0,0,481.039291964762
106999,0,12480,4389300,0,0,0,0,0,0,0,469.866973601625
107089,119.03881179,50220,805500,0,0,0,0,0,0,0,458.192687545009
107162,70.56336029,64680,1071900,0,0,0,0,0,0,0,465.499855534756
107255,0,43800,33606000,0,0,0,0,0,0,0,450.360266183568
107257,144.70644096,18600,298800,0,0,0,0,0,0,0,454.380558059876
107287,0,16560,7508700,0,0,0,0,0,0,0,482.109775814353
107320,0,48660,26325900,0,0,0,0,0,0,0,470.217219940589
107429,0,54660,33608700,0,0,0,0,0,0,0,473.444702299623
107465,0,85560,56478600,0,0,0,0,0,0,0,480.017087501221
107468,0,33120,12270600,0,0,0,0,0,0,0,479.660567832164
107479,0,5460,636300,0,0,0,0,0,0,0,455.855831335087
107652,0,28800,14193900,0,0,0,0,0,0,0,534.966893335006
107675,0,68640,24856200,0,0,0,0,0,0,0,NA
107685,0,30060,13836600,0,0,0,0,0,0,0,NA
107705,0,159960,181725300,0,0,0,0,0,0,0,453.170265177615
107709,0,35340,18076500,0,0,0,0,0,0,0,486.27822307561
107713,185.40692896,18240,287100,0,0,0,0,0,0,0,467.262397694363
107718,335.86668344,16920,261900,0,0,0,0,0,0,0,462.009757759645
107723,0,11640,2218500,0,0,0,0,0,0,0,480.555324853119
107724,0,15120,5373900,0,0,0,0,0,0,0,482.054219861942
107725,174.3653849,13020,199800,0,0,0,0,0,0,0,467.477907747836
107728,0,73020,42438600,0,0,0,0,0,0,0,515.327830556572
107735,0,51300,37937700,0,0,0,0,0,0,0,450.818086898124
107736,0,162420,180186300,0,0,0,0,0,0,0,465.238419447582
107737,184.99841576,23340,368100,0,0,0,0,0,0,0,449.902142662291
115822,0,5040,770400,0,0,0,0,0,0,0,NA
116033,0,48480,34305300,0,0,0,0,0,0,0,NA
116796,0,6900,520200,0,0,0,0,0,0,0,NA
116799,0,18900,5591700,0,0,0,0,0,0,0,NA
117019,0,14760,2268900,0,0,0,0,0,0,0,NA
122390,0,12300,2672100,0,0,0,0,0,0,0,NA
117338,0,11160,1230300,0,0,0,0,0,0,0,NA
122432,0,7680,1264500,0,0,0,0,0,0,0,NA
122451,0,44340,23765400,0,0,0,0,0,0,0,NA
122464,0,17160,4181400,0,0,0,0,0,0,0,NA
107782,0,20520,8928900,0,0,0,0,0,0,0,441.6413599627
107791,0,5160,648900,0,0,0,0,0,0,0,481.919853221031
118011,156.4118142,50896.1554505,35956663.7217,0,0,0,0,0,0,0,NA
118004,0,310380,291285900,0,0,0,0,0,0,0,NA
118005,0,86460,93213900,0,0,0,0,0,0,0,NA
118006,0,333480,353058300,0,0,0,0,0,0,0,NA
101342,0,11280,2288700,0,0,0,0,0,0,0,370.986182677478
101479,0,9480,2736000,0,0,0,0,0,0,0,362.575591649507
107949,0,51120,25088400,0,0,0,0,0,0,0,387.631991528321
108019,0,51240,36898200,0,0,0,0,0,0,0,393.932209598666
108170,0,13320,4273200,0,0,0,0,0,0,0,403.518953980572
101555,0,52680,32413500,0,0,0,0,0,0,0,368.064280120879
101578,0,10320,2349900,0,0,0,0,0,0,0,347.984189603668
108342,0,8880,2456100,0,0,0,0,0,0,0,456.070769167768
108389,0,17760,2954700,0,0,0,0,0,0,0,398.490462053051
108403,0,25140,8753400,0,0,0,0,0,0,0,389.790169460353
108475,0,28560,6374700,0,0,0,0,0,0,0,401.31671422635
108663,0,9660,2103300,0,0,0,0,0,0,0,418.638459845083
108864,0,10980,2650500,0,0,0,0,0,0,0,381.267342626704
108947,0,8100,2014200,0,0,0,0,0,0,0,439.309262354956
109081,0,5160,622800,0,0,0,0,0,0,0,437.310053522187
101673,0,138660,120469500,0,0,0,0,0,0,0,353.260631026735
101700,0,30300,11311200,0,0,0,0,0,0,0,374.358289535299
101783,0,59400,42885900,0,0,0,0,0,0,0,362.204066258279
101805,97.3453,8040,944100,0,0,0,0,0,0,0,374.971069190477
101817,0,13920,2778300,0,0,0,0,0,0,0,426.84541243197
101877,0,49020,24750000,0,0,0,0,0,0,0,372.098981222258
101922,0,9660,2296800,0,0,0,0,0,0,0,383.702062397541
109268,0,48720,32160600,0,0,0,0,0,0,0,442.939322555472
101977,0,36420,21783600,0,0,0,0,0,0,0,384.850808818957
102028,0,28380,9580500,0,0,0,0,0,0,0,366.317245189547
102042,0,129540,99161100,0,0,0,0,0,0,0,368.441636098362
102060,0,83700,44403300,0,0,0,0,0,0,0,404.09065622632
102122,0,28200,13305600,0,0,0,0,0,0,0,418.80972009923
102124,0,44700,27775800,0,0,0,0,0,0,0,380.713529432414
