"OBJECTID","IHDID","lake_name","New_Key","Area_ac","Volume_ac_ft","MeanDepth_ft","MaxDepth_ft"
1818,155408451,"Twin Lakes","16-194",173.1746637,3239.73280283,18.70789141,73
1819,155408451,"Twin Lakes","16-316",5.58952373,35.62987785,6.37440318,16
1820,155408451,"Twin Lakes","16-317",13.24410713,167.43527056,12.64224677,26
1821,155408452,NA,"16-195",6.70989953,99.05664006,14.76276055,34
1822,155408453,"Long Lake","16-205",364.854061,8416.49627387,23.06811729,61
1823,155408455,"Twin Lakes","16-196",14.05411857,192.81200481,13.71925275,31
1824,155408465,"Black Lake","16-144",1662.0241239,41205.9337161,24.79262071,51
1825,155408489,"Osmun Lake","16-113",45.32456328,93.93463971,2.07248858,10
1826,155408499,"Gorman Lake","71-103",40.54974599,40.24148203,0.99239788,3
1827,155408500,"Dog Lake","16-18",192.99597477,742.77147155,3.84863711,8
1828,155408503,"McLavey Lake","16-4",23.69024003,107.42795262,4.53469245,12
1829,155408504,"Dorsy Lake","16-3",71.97734972,273.99464776,3.80667875,12
1830,155408510,"Loon Lake","71-7",57.11396103,336.37986079,5.88962584,8
1831,155408513,"Rainy Lake","71-36",190.78833529,3794.61263192,19.88912281,98
1832,155408514,"McAvoy Lake","71-37",5.79684514,104.51458017,18.02956221,72
1833,155408518,"Krauth Lake","71-39",11.89095806,142.31651432,11.96846491,46
1834,155408521,"Shoepac Lake","71-11",32.1103559,1128.12527144,35.13275514,94
1835,155408530,"Francis Lake","71-22",31.1184749,487.70917324,15.67265667,83
1836,155408533,"Long Lake","71-18",12.73902373,31.02964051,2.43579423,5
1837,155408536,"Healy Lake","71-43",28.68053321,356.05982758,12.41468647,38
1838,155408538,"Little Tomahawk Lake","71-23",20.44698189,149.53582159,7.31334445,25
1839,155408540,"Tomahawk Lake","71-24",38.75625513,216.74762048,5.59258421,31
1840,155408549,"Bear Den Lake","71-27",30.96601088,711.06599781,22.96278977,113
1841,155408552,"Little Joe Lake","60-202",12.38467461,148.20404714,11.96672918,39
1842,155408553,"Horsehead Lake","60-201",7.13788605,51.26374112,7.18192204,21
1843,155408557,"Upper Tomahawk Lake","60-220",36.67241545,113.38084481,3.09172012,6
1844,155408560,"Lake Geneva","60-204",94.36460307,237.10873326,2.51268723,16
1845,155408578,"Round Lake","69-312",8.28445502,101.4095775,12.24094732,37
1846,155408580,"Clear Lake","60-217",139.33407592,4955.74426337,35.567353,95
1847,155408582,"Foch Lakes","60-190",36.56690145,185.50781684,5.07310736,32
1848,155408583,"Walled Lake","60-197",42.11095779,800.62897267,19.01236672,61
1849,155408591,"Town Corner Lake","60-195",14.8866166,118.70473026,7.97392271,22
1850,155410948,"Arnott Lake","24-60",24.14738498,331.94345432,13.74655908,50
1851,155410950,"Lancaster Lake","16-250",52.15060234,1516.39306155,29.0771917,57
1852,155410956,"Munro Lake","16-249",489.36576772,2187.31641948,4.46969642,14
1853,155410966,"Larks Lake","24-71",609.8990778,1199.55528274,1.96680947,9
1854,155410970,"Vincent Lake","16-251",32.38785524,343.4815459,10.60525754,23
1855,155410978,"Douglas Lake","16-252",595.46416983,10158.3675597,17.05957818,84
1856,155411000,NA,"24-40",44.47699182,246.15377864,5.53440708,14
1857,155408596,"Muskellunge Lake","60-122",119.73812496,2737.84793517,22.86529822,46
1858,155408609,"Jackson Lake","60-134",30.94920771,289.20929676,9.34464299,28
1859,155408614,"Bear Lake","60-138",11.54130395,51.44734042,4.45767139,9
1860,155413318,"Pickerel Lake","22-236",69.74401129,1331.70773496,19.09422344,65
1861,155413322,"Norway Lake","22-181",54.38616472,760.76123753,13.9881391,30
1862,155411020,"Devereaux Lake","16-206",38.77874172,399.35911515,10.29840313,20
1863,155411040,"Mullett Lake","16-192",2667.30392021,91165.5256554,34.17890439,120
1864,155411059,"Lake Marina","16-179",15861.2928901,22729.4291912,1.43301239,120
1865,155411074,"Burt Lake","16-193",2780.33560512,72999.4874206,26.25563881,72
1866,155411077,"Cochran Lake","16-186",27.55867477,148.95833632,5.40513423,13
1867,155411080,"Round Lake","24-32",363.50659536,1864.87602037,5.13023985,12
1868,155411085,"Roberts Lake","16-191",68.477102,135.80528752,1.98322189,4
1869,155411091,"Mud Lake","24-35",10.30330599,28.55401525,2.77134497,10
1870,155411095,"Crooked Lake","24-27",2308.487385,21508.4978104,9.31713898,50
1871,155411095,"Crooked Lake","24-31",1058.28637169,12441.3870285,11.75616295,71
1872,155411115,"Weber Lake","16-142",26.5314577,534.13792692,20.13224953,41
1873,155411126,"Silver Lake","16-82",66.6361669,2560.66497508,38.4275551,87
1874,155411132,"Hackett Lake","16-50",29.84538797,131.58880484,4.40901639,7
1875,155411135,"Wildwood Lake","16-59",551.2846929,1651.84017,2.99634688,18
1876,155411144,"Lance Lake","16-58",23.66750633,391.53168154,16.54300525,81
1877,155411146,"Cornwall Creek Floodin","16-313",161.72034085,1760.9931651,10.88912598,26
1878,155411150,"Hemlock Lake","16-32",4.8904626,136.71611796,27.95566166,58
1879,155411151,"Standard Lake","15-1",16.54172845,292.66098828,17.69228586,34
1880,155411151,"Standard Lake","15-2",15.60964695,173.70915264,11.12832041,31
1881,155411152,"Grass Lake","69-303",27.63107665,41.87583702,1.51553403,5
1882,155417470,NA,"5-35",19.34143242,322.05071393,16.65082022,57
1883,155417471,"Smith Lake","5-41",7.86857666,65.97849593,8.38506108,24
1884,155417472,NA,"5-40",2.85011347,19.97377509,7.00806312,13
1885,155417475,"Green Lake","5-38",18.71205501,96.97564209,5.18252228,19
1886,155417478,"Torch Lake","5-51",759.50680706,106960.617408,140.82904381,300
1887,155413445,"North Lake","55-94",269.94360214,932.14908222,3.4531253,4
1888,155413451,"Hayward Lake","55-5",416.99255517,418.55290211,1.00374191,5
1889,155411163,"Lake Thumb","15-3",498.94727889,15817.7751614,31.70229768,156
1890,155411184,"Ford Lake","69-306",10.25882702,92.18093282,8.98552365,29
1891,155411186,"Pickerel Lake","69-318",43.86046389,580.32933588,13.23126306,31
1892,155411213,"Hoffman Lake","15-6",122.24451484,1042.73775977,8.52993495,22
1893,155411225,"Fitzek Lake","69-332",7.3007285,213.30074752,29.21636487,55
1894,155417501,"Rainbow Lake","40-292",20.44105137,363.04821487,17.76074079,49
1895,155417505,"Elk Lake","5-2",1228.40063524,84704.0494451,68.95474246,179
1896,155417508,"Wheeler Lake","40-311",44.86321753,250.20099413,5.57697392,11
1897,155417509,"Cedar Lake","45-1",260.04134819,7340.65034667,28.2287813,52
1898,155417513,"Lake Skegemog","5-1",2748.27219924,30617.577835,11.14066425,29
1899,155417524,"Smith Lake","40-174",24.88499455,285.54781277,11.47469863,31
1900,155411274,"Big Lake","69-157",126.32793127,3072.5170854,24.32175572,82
1901,155417216,"French Farm Lake","24-205",593.93063384,685.838021,1.15474431,9
1902,155417534,"Truax Lake","28-138",26.87172181,186.03575749,6.92310522,29
1903,155417535,"Havries Lake","40-175",17.27686696,51.38741737,2.97434816,16
1904,155417541,"Log Lake","40-161",25.06019226,623.09092214,24.86377262,60
1905,155417542,"Blue Lake","40-158",21.84584546,83.20865997,3.80890088,13
1906,155417543,"Little Log Lake","40-160",7.84386612,89.38555319,11.39559903,28
1907,155417544,"Abbot Lake","40-163",9.37221291,168.58888203,17.98816178,47
1908,155417546,"Lake Placid","40-162",13.59697362,411.32704654,30.25136756,82
1909,155417549,"North Selkirk Lake","40-164",30.25583001,343.26952948,11.34556644,29
1910,155417550,"Boardman Lake","28-187",329.99490484,9040.67631297,27.39641182,73
1911,155417553,"Crawford Lake","40-145",162.29560218,766.37003548,4.72206286,8
1912,155417556,"South Selkirk Lake","40-165",40.15413028,858.41543099,21.37801081,36
1913,155417563,"Palmer Lake","40-169",5.83959437,27.7939191,4.7595633,10
1914,155417567,"Island Lake","40-187",28.72946007,82.05035349,2.85596573,15
1915,155417576,"Darby Lake","40-188",6.81640195,50.14101782,7.3559362,27
1916,155417584,NA,"28-148",13.11660075,290.78706462,22.16939206,46
1917,155417244,"Lake Paradise","24-80",1841.23631339,11162.2520755,6.06236798,15
1918,155417250,"Wycamp Lake","24-204",678.85235186,1138.19456863,1.67664525,7
1919,155635752,"Brandywine Lake","80-27",72.62303609,720.0402475,9.91476378,23
1920,155635762,"North Lake","80-30",99.92818074,2487.48965846,24.89277439,66
1921,155636519,"Crooked Lake","14-92",112.58788364,2068.0455708,18.36827822,48
1922,155636544,"Morrison Lake","12-23",285.62317991,5948.70696839,20.82711554,54
1923,155636547,"Crooked Lake, Little","80-319",117.23371192,2280.46019842,19.45225619,62
1924,155636555,"Finch Lake","14-8",118.91600536,2180.0326177,18.33254162,37
1925,155637423,"Driskels Lake","14-188",44.21184775,763.30494032,17.26471476,30
1926,155638339,"Christiana Lake","14-400",191.05224384,3818.26728877,19.98546163,41
1927,155635763,"Fish Lake","80-107",33.34810676,540.68152453,16.21325998,24
1928,155635779,"Wolf Lake","80-117-14",60.97102893,1436.40789128,23.55885929,37
1929,155635793,"School Section Lake","80-165",81.59839775,1480.18211539,18.13984289,45
1930,155636569,"Fish Lake","14-5",333.55569338,6985.34493182,20.94206476,45
1931,155636571,"Goodrich Lake","12-43",62.97455936,1081.1837741,17.16858022,37
1932,155636571,"Goodrich Lake","78-6",29.1579408,238.20958773,8.16962999,21
1933,155636578,"Cable Lake","14-91",91.85771898,1529.79815783,16.6539968,41
1934,155636581,"Bunker Lake","14-47",107.39941195,3002.40352802,27.95549318,57
1935,155636584,"North Sand Lake","30-134",58.72138154,771.12409591,13.13191338,40
1936,155637449,"Donnell Lake","14-224",261.5986063,7292.21719769,27.87559651,71
1937,155637467,"Lake of the Woods","12-89",359.55414478,8243.75379748,22.92771177,76
1938,155637472,"Bair Lake","14-187",199.68338771,825.15183428,4.13230086,7
1939,155638400,"Eagle Lake","14-408",374.10889885,3157.8324423,8.44094447,36
1940,155635829,"Le Ferre Lake","39-232",18.65695051,345.00976913,18.49229159,60
1941,155635835,"Lime Lake","80-154",27.54286003,355.37336883,12.90255872,27
1942,155635854,"Lee Lake","13-487",128.27635721,3596.00798275,28.03328736,48
1943,155635868,"Nottawassepee Lake, Little","13-462",22.07763031,235.75867301,10.67862219,20
1944,155636626,"Black Lake","11-36",24.42241327,347.00885167,14.20862254,24
1945,155636640,"Middle Sand Lake","30-136",69.0881936,815.87599247,11.80919561,38
1946,155636641,NA,"30-378",10.59834981,32.48447345,3.06505013,5
1947,155636654,"Leidy Lake","78-7",63.7613429,416.46881532,6.53168199,20
1948,155637493,"Prairie River Lake","78-128",149.95985443,3972.75794392,26.49214324,59
1949,155637495,"Stone Lake","14-252.1",150.73428269,2825.39601274,18.74421639,59
1950,155637503,"Diamond Lake","14-223",1028.2247665,16676.9983799,16.21921483,64
1951,155638462,"Marl Lakes","78-206",44.23136907,752.21423304,17.00635203,38
1952,155638468,"Baldwins Lake","14-390",260.50788315,5656.39217475,21.71294053,57
1953,155638476,"Aldrich Lake","78-201",201.31947244,2722.94179724,13.52547652,35
1954,155635892,"Van Auken Lake","80-196",249.84676857,5432.46849043,21.74320093,46
1955,155635896,"Maple Lake","80-220",176.1453646,1525.87486569,8.66258882,15
1956,155635897,"Ackley Lake","80-209",65.18219884,343.07901123,5.26338506,17
1957,155635904,"Long Lake","39-244",544.3608001,4636.08342914,8.5165637,57
1958,155635912,"Nottawa Lake","13-463",118.19346922,1521.0332064,12.86901228,18
1959,155636693,"Twin Lakes","14-75",62.60266576,1037.15466078,16.56726033,55
1960,155636695,"Fishers Lake","78-29",339.02092311,4704.55521837,13.87688752,43
1961,155636718,NA,"14-76",42.86561763,474.08267053,11.05974197,41
1962,155637530,"Fish Lake","78-130",31.10438989,487.70361337,15.67957498,37
1963,155637548,"Paradise Lake","14-299",180.78180287,5025.98631556,27.80139503,60
1964,155637565,"Hawkins Lake","78-131",12.74915505,28.34792936,2.22351436,6
1965,155637570,"Coldwater Lake","12-90",1539.12700375,31626.4864974,20.54832799,93
1966,155638569,"Coberts Lake","14-409",45.40586095,384.15138511,8.46039205,23
1967,155635915,"Rush Lake","80-194",119.9054153,1964.87129022,16.38684362,58
1968,155635929,"Warner Lake","13-537",55.35555913,817.06407514,14.76028944,24
1969,155635938,"Austin Lake","39-263",1118.60899609,4991.02535197,4.46181406,10
1970,155635963,"Pickerel Lake","39-247",130.25245894,581.22805815,4.46231927,10
1971,155636756,"South Sand Lake","30-171",87.20225359,1268.51288116,14.54679012,32
1972,155636762,"Huyck Lake","14-21",25.69970099,598.84568343,23.30165957,38
1973,155637595,"Birch Lake","14-274",282.54523528,12051.9627852,42.65498504,94
1974,155637598,"Omena Lake","78-147",118.09660391,2197.10982351,18.60434382,53
1975,155638589,"Little Marl Lake","78-207",15.45372345,70.48643941,4.56112985,10
1976,155638593,"Pleasant Lake","14-418",79.80095321,649.4595374,8.13849348,25
1977,155638635,"Long Lake","14-391",225.67566147,5133.99348319,22.74943363,48
1978,155635976,"Lake Cora","80-232",216.6493961,5386.46945302,24.86261005,57
1979,155635979,"Hall Lake","80-241",21.08500799,387.64063665,18.38465685,35
1980,155635984,"Reynolds Lake","80-243",94.10761348,1325.02452282,14.07988657,31
1981,155635994,"Indian Lake","39-249",740.01513457,21355.2848136,28.85790279,77
1982,155635997,"Threemile Lake","80-233",142.80590653,1523.44334874,10.66792954,35
1983,155636017,"Reynolds Lake (South)","80-248",41.33405847,660.68009856,15.98391552,30
1984,155636769,"Copley Lake","14-54",11.45086338,93.01194822,8.12270177,11
1985,155636795,"South Lake","12-55",186.49636192,909.51114046,4.87683047,18
1986,155636813,"King Lake","30-181",28.42082545,457.74949903,16.10612964,27
1987,155636825,"Second Lake","30-184",417.37136772,8093.14553853,19.39075405,71
1988,155637651,"Grey Lake","78-148",50.42852493,842.60303408,16.70885744,38
1989,155637654,"Birch Lake Mill Pond","14-276",7.67954105,29.84390534,3.88615741,8
1990,155636040,"Sugarloaf Lake","39-267",140.27480611,1600.81290854,11.41197734,24
1991,155636047,"Paw Paw Lake","11-3",907.18884408,30159.5835781,33.24509971,94
1992,155636056,"Gourdneck Lake","39-270",218.08063047,5094.06718407,23.35864113,51
1993,155636058,"Shafer Lake","80-247",74.87737848,2558.00649183,34.1626075,70
1994,155636829,"Mill Lake","14-33",49.82336385,473.48455196,9.50326344,22
1995,155636852,"Cook Lake","14-81",15.21847913,360.53601801,23.69067336,44
1996,155636855,"Mohney Lake","78-87",21.62295641,186.22738771,8.612485,19
1997,155636890,"Round Lake","30-276",80.82866449,1876.14167826,23.2113408,36
1998,155637728,"Gilead Lake","12-122",136.98756322,2293.32709918,16.74113361,46
1999,155637736,"Thompson Lake","78-151",148.04454062,2163.62914472,14.61471754,30
2000,155637745,"Chain Lake","14-309",36.5827162,923.40254013,25.24149752,44
2001,155636076,"Hogset Lake","39-328",82.26360544,1138.28167328,13.837002,31
2002,155636084,"Paw Paw Lake","39-312",127.36280861,3383.06553804,26.56242882,56
2003,155636091,"Turtle Lake","13-558",112.27307139,394.03485905,3.50961147,20
2004,155636927,"Little Fish Lake","14-66",136.20745153,1915.34074624,14.06193806,42
2005,155636937,"Hemlock Lake","30-194",146.62566152,4824.67981615,32.90474373,70
2006,155636978,"Matteson Lake","12-73",312.08618942,4779.27136059,15.31394699,36
2007,155637764,"Minnewaukan Lake","78-156",150.0962566,1238.32463446,8.25020332,24
2008,155637782,"Silver Lake","12-113",207.27397082,829.46777687,4.00179421,40
2009,155637811,"Sweet Lake","78-188",73.57587444,506.29903464,6.88131862,17
2010,155636115,"Christie Lake","80-249",211.24347167,2862.45341838,13.55049411,48
2011,155636121,"Eagle Lake","80-234",194.80280932,4801.67381092,24.64889407,62
2012,155636995,"Marble Lake","12-50",769.46268288,17407.3846826,22.6227796,63
2013,155637003,"Pleasant Lake","78-94",256.88976615,5122.08040919,19.93882624,53
2014,155637024,"Long Lake","78-89",207.71431261,3571.42964598,17.19395068,41
2015,155637862,"Tamarack Lake","78-155",126.45148396,2664.36843183,21.07028204,47
2016,155636169,"Huzzy Lake","80-258",90.11463762,1440.53158588,15.9855449,31
2017,155636192,"Bankson Lake","80-261",244.17520585,2798.04243544,11.4591587,41
2018,155637066,"Cary Lake","12-72",75.77189996,1677.05505005,22.13294177,42
2019,155637071,"Little Pleasant Lake","78-100",28.04967317,384.85983624,13.72065314,41
2020,155637079,"Clear Lake","78-93",234.70835158,2786.55487691,11.87241467,33
2021,155637082,"Evans Lake","78-50",90.37607511,387.74083788,4.29030401,9
2022,155637876,"Klinger Lake","78-171",822.24562789,17091.7815658,20.78671018,71
2023,155637885,"Lake Lavine","12-121",84.62049657,1802.62745662,21.30249206,65
2024,155637911,"Shavehead Lake","14-289",290.93050929,10480.4914168,36.02403695,75
2025,155638930,"Garver Lake","14-429",73.82989877,1325.84726018,17.95813461,42
2026,155636234,"Union Lake","12-24",500.32044349,3200.56141066,6.39702305,16
2027,155637948,"Robbins Lake","14-291",58.42460797,1045.27577914,17.89101913,55
2028,155636298,"Lake of the Woods","80-288",297.48102585,4326.39477968,14.54343102,32
2029,155637149,"Palmer Lake","78-42",466.86089221,6327.03259702,13.55228656,47
2030,155637149,"Palmer Lake","78-46",212.815309,3012.9567811,14.15761298,34
2031,155637174,"Middle Lake","12-77",78.02648946,2293.46189517,29.39337539,57
2032,155637182,"Mud Lake","78-106",75.8608579,282.11724876,3.71887765,6
2033,155636330,"Kenyon Lake","12-32",77.10626902,1402.58077074,18.19023004,31
2034,155636344,"Cedar Lake","80-273",254.61466691,6178.38783743,24.26563997,88
2035,155637197,"Sand Lake","78-51",101.44787883,791.38797272,7.80093169,22
2036,155636373,"Mud Lake","80-289",29.72035265,230.91454266,7.76957613,15
2037,155636374,"Oliverda Lake","12-34",154.37711023,2304.11510238,14.92523794,35
2038,155636404,"Half Moon Lake","30-114",9.14265201,149.93996245,16.40005135,30
2039,155636410,"Gravel Lake","80-281",291.24705129,5397.83382951,18.53352268,51
2040,155637270,"Corey Lake","78-104",611.17834236,15544.0040205,25.43284495,81
2041,155637282,"Kaiser Lake","78-108",69.17912838,393.14490902,5.68299888,12
2042,155637283,"Harwood Lake","14-158",116.96708521,2913.29374443,24.90695343,59
2043,155637285,"Belas Lake","14-154",54.15610961,259.55899848,4.79279255,15
2044,155637293,"Mud Lake","12-85",5.03872583,46.63533378,9.25538228,15
2045,155636452,"Craig Lake","12-21",123.35550064,1076.48321198,8.72667377,25
2046,155636457,"Mill Pond","30-116",52.25537502,58.89756767,1.12711023,6
2047,155637313,"Eberhard Lake","78-122",38.8602865,470.76540434,12.11430606,30
2048,155636464,"Hemlock Lake","14-2",67.92210331,2040.65492768,30.04404794,74
2049,155636494,"Saddlebag Lake","14-6",99.49747606,1223.58282162,12.29762673,34
2050,155636506,"Round Lake","80-318",202.7044981,1523.03648973,7.51358013,22
2051,155636518,"Bullhead Lake","30-126",30.84542345,122.91898898,3.98499924,7
2052,155637334,"Long Lake","12-86",122.10564162,2331.75260377,19.09619058,46
2053,157067759,"Emmons Lake","41-59",23.03195129,240.61602349,10.44705333,29
2054,157067788,"Tupper Lake","34-17",91.64842072,2156.60653333,23.53130055,42
2055,157067815,"Jordan Lake","8-634",409.09704403,10008.4164775,24.46465117,57
2056,157067850,"Sugarbush Lake","8-700",29.10950815,1026.76214975,35.27239775,94
2057,157067854,"Duncan Lake","8-731",135.74314052,3758.3827822,27.68746007,61
2058,157067890,"Saddlebag Lake","8-638",50.60792344,823.07824947,16.26382182,42
2059,157067915,"Carr Lake","23-154",38.809877,750.66092861,19.34200741,44
2060,157067917,"Mud Lake","23-152",13.87941507,172.54874577,12.43198975,35
2061,157067969,"Middle Lake","8-658",126.42504369,2455.55289409,19.42299423,36
2062,157067971,"Leach Lake","8-490",105.41960363,2417.50780825,22.93224149,48
2063,157068036,"Carter Lake","8-493",60.72219381,438.02789498,7.21363751,24
2064,157068041,"Hathaway Lake","8-521",9.72038439,30.63180085,3.15129522,7
2065,157068043,"Algonquin Lake","8-520",237.75837331,2749.72221362,11.56519611,46
2066,157068045,"Bassett Lake","8-592",43.13224434,1329.42571677,30.82208536,48
2067,157068198,"Deep Lake","8-619",33.61102688,653.43447456,19.44107441,39
2068,157067726,"Hess Lake","34-22",5.31325991,80.49531933,15.14989303,25
2069,157068221,"Thornapple Lake","8-481",401.54599778,5594.98661101,13.93361319,30
2070,157068236,"Podunk Lake","8-559",83.14280639,1313.62542802,15.7996282,44
2071,157068237,"Otis Lake","8-566",134.31536562,437.05071675,3.25391451,6
2072,157068275,"Tillotson Lake","8-338",23.91782408,287.25605227,12.0101248,26
2073,157068276,"Dagget Lake","8-407",15.56590929,121.77736212,7.82333751,18
2074,157068317,"Myers Lake","8-295",22.6464669,423.70999142,18.70976137,36
2075,157068331,"Middle Lake","8-282",21.21968042,344.4183224,16.23107962,41
2076,157068343,"Pine Lake","8-348",62.31824747,807.57955284,12.95895802,32
2077,157068347,"Head Lake","8-347",97.5937762,740.21973782,7.58470229,12
2078,157068372,"Stewart Lake","8-418",48.60142774,553.59969966,11.3906057,36
2079,157068390,"Long Lake","8-362",273.60669231,4827.02632885,17.64220856,48
2080,157068421,"Guernsey Lake","8-367",209.94616841,1871.76025274,8.91542945,28
2081,157068529,"Cloverdale Lake","8-370",66.05596347,773.25340298,11.70603474,44
2082,157068529,"Cloverdale Lake","8-389",96.25100556,1424.32233773,14.79799956,45
2083,157068568,"Wall Lake","8-386",550.48234172,7458.07593591,13.54825645,37
2084,157068595,"Clear Lake","8-57",205.58228738,1449.47544161,7.05058524,16
2085,157068613,"Big Cedar Lake","8-396",92.47227006,1975.79952571,21.36640016,32
2086,157068641,"Bristol Lake","8-55",138.88360281,3054.29170444,21.99173727,48
2087,157068649,"Long Lake","8-69",74.69526182,2053.73174447,27.49480616,48
2088,157068663,"Culver Lake","8-90",32.99524027,569.11594077,17.24842541,45
2089,157068664,"Mill Lake","8-87",84.31408589,1626.30763562,19.28868253,40
2090,157068669,"Fine Lake","8-84",331.03225323,3641.67429277,11.00096518,48
2091,157068671,"Campau Lake","41-45",113.15647312,1806.47105727,15.96436339,51
2092,111831115,"Marl Lake","17-40",106.0151276,131.45685057,1.23998201,2
2093,111831231,"Jones Lake","17-45",24.77379712,82.04343454,3.31170204,9
2094,111831311,"Bass Lake","17-8",260.27659251,1814.22176467,6.97036083,12
2095,111831253,"Parish Lake","17-21",74.29000899,343.1694518,4.61932172,8
2096,111831323,"Gravel Lake","17-23",84.14259476,327.43649927,3.89144761,9
2097,111831159,"Dry Lake","17-2",163.66357757,771.04848166,4.71117944,7
2098,111831189,"Stringham Lake","17-44",66.78665408,165.40665893,2.4766424,4
2099,109946290,"The Pond","2-373",6.95428675,67.03882512,9.63992822,15
2100,86671161,"Bass Lake","48-171",150.29245827,4154.46268539,27.64252267,74
2101,86671049,"Wolf Lake","48-166",7.21523003,52.96913891,7.34129593,11
2102,86671085,"Ross Lake","48-164",10.2993523,79.58844258,7.72751919,21
2103,86671181,"Little Buckeye Lake","48-172",8.98326904,100.75153587,11.2154646,38
2104,118045183,"Hay Lake","49-33",426.3976331,1101.50337317,2.58327741,4
2105,118043733,"Little Dollar Lake","49-347",10.07745167,44.96082416,4.46152714,8
2106,118045443,"Massey Lake","49-43",25.95866743,67.87601816,2.61477282,4
2107,118045465,"Gamble Lake","49-44",72.16663245,401.78494868,5.56746151,11
2108,44361754,"Lower Shoe Lake","2-409",24.27365583,245.86021745,10.12868515,36
2109,86671435,"Stump Lake","17-333",38.1760517,24.39955602,0.63913252,5
2110,86672261,"Cranberry Lake","49-375",69.81913132,330.65739437,4.7359139,21
2111,145331833,"Moss Lake","63-278",18.904303,41.74363564,2.20815524,6
2112,145331833,"Moss Lake","63-279",56.51818995,780.07375862,13.80217164,37
2113,129224200,"Lower Herring Lake","10-24",462.4154664,15970.8978412,34.5379837,59
2114,155417401,"Lake Twentyseven","69-296",101.76985715,1072.58265353,10.53929605,22
2115,155417393,"Martin Lake","69-292",34.96022226,134.60707353,3.85029227,8
2116,155417382,"Flott Lake (South)","69-289",8.86021056,70.80112811,7.99090808,22
2117,155417378,"Flott Lake (North)","69-346",6.31453092,16.48019921,2.60988495,5
2118,122383358,NA,"1-52",1112.33004835,2462.71301963,2.21401285,10
2119,145330435,"Robinson Lake","63-709",13.81146109,37.1637845,2.69079312,8
2120,145330420,"Foley Pond","63-1744",16.94302759,130.89122635,7.72537409,17
2121,121860079,"Lake Twentyeight","54-106",39.23390984,387.66707692,9.88091879,26
2122,123392450,"Lake Thirteen","31-51",71.77225226,466.96418226,6.50619379,21
2123,110734343,"Lake Arfelin","52-1585",54.54974849,949.92238388,17.41387285,38
2124,113235853,"Lake Twenty Five","2-254",5.34365387,28.77505101,5.38490173,11
2125,111860979,"Lake Sixteen","36-367",54.55716165,235.86369279,4.3232398,12
2126,83975881,"Lake Big Wolf","60-20",222.31428697,535.13067279,2.40709079,5
2127,86671229,"Peck And Rye Lake","17-328",10.97370289,278.20767096,25.35221464,32
2128,122383057,"Lake Emma","71-52",115.83138888,402.39196305,3.47394577,10
2129,122383083,"Lake Ferdelman","71-66",35.52856464,239.66392646,6.7456687,28
2130,83975793,"Lake Manuka","69-225",163.7844121,945.53762244,5.77306235,26
2131,121858459,"Lake Mitchell","83-4",2543.81102898,21673.5265216,8.52010085,23
2132,60090908,"Lake of the Woods","43-245",59.66705383,823.82413706,13.80701885,32
2133,113235967,"Lake Stella","2-118",318.21810946,2194.28577966,6.89554024,16
2134,83975737,"Lake Wequos","69-220",50.57604685,200.7207361,3.96869168,6
2135,110736651,"Lake Mary","36-34",275.12268383,5955.39339291,21.64631905,48
2136,122382930,"Lake Augusta","71-123",519.3584305,1683.59185226,3.24167618,10
2137,109946576,"Lake Seventeen","2-244",31.46516375,202.45257417,6.43418149,11
2138,122382744,"Lake Sixteen","16-224",123.33375537,234.54130835,1.90167978,6
2139,122383036,"Lake Ella","71-47",118.66865287,664.69630232,5.60127958,18
2140,111860145,"Lake Mitigwaki","36-2077",234.37426511,2103.55807359,8.97520926,12
2141,83976019,"Lake Marjory","69-87",41.51568093,1067.085053,25.7031808,76
2142,60087990,"Lake Margrethe","20-44",1912.32803743,31650.9819303,16.55102122,65
2143,116542693,"Lake Perrault","31-1145",37.91016631,600.14273957,15.83065436,37
2144,123146856,"Lake of the Clouds","66-575",140.2928448,1126.96128154,8.03292059,12
2145,129226232,"Lake Leelanau","45-3",932.01156807,22757.1430482,24.41723239,62
2146,109945804,"Lake Kawbawgam","52-951",167.47937887,638.90616076,3.81483479,6
2147,122383025,"Lake Louise","71-51",43.10456853,224.86169634,5.21665577,15
2148,122383047,"Lake May","71-53",164.03374143,1275.2741786,7.77446254,22
2149,111861049,"Lake Emily","36-363",331.88748495,3923.14721425,11.82071453,30
2150,121858052,"Lake Sapphire","57-70",252.81648104,1001.69528564,3.96214393,8
2151,122382883,"Lake Esau","71-127",283.72022137,3811.35031493,13.43348139,29
2152,110734081,"Lake Alice","7-597",45.90106013,992.27674048,21.61773034,51
2153,116542215,"Lake Glazon","42-150",33.01575002,131.39161475,3.9796647,8
2154,82815984,"Hamlin Lake","53-155",789.16760731,11040.8031164,13.99044134,74
2155,129225129,"Lake Ann","10-111",490.29809632,16774.2889578,34.2124293,79
2156,111861257,"Lake Ottawa","36-417",534.66660888,20126.8097996,37.64366329,90
2157,110734477,"Lake Keewaydin","52-1606",150.45777177,1472.73954841,9.78839133,25
2158,111860957,"Lake Fifteen","36-366",61.61572687,472.29770481,7.66521356,24
2159,113470985,"Lake Fifteen","60-93",89.77684456,2803.29045953,31.22509455,59
2160,116543277,"Lake Gerald","31-909",357.75546471,6337.67715554,17.71510929,40
2161,121857955,"Lake Missaukee","57-45",2045.55910464,21264.2359941,10.39531732,27
2162,155637897,"George Lake","12-119",521.98565492,10752.450534,20.59913033,84
