"Water_Body_Key","Water_Body_Name","FMU_Code","survey_number","Year","Survey_Purpose","new_key","Located_Town","Located_Range","Located_Section","primary_county_name","FirstOfSurvey_Begin_Timestamp","LastOfEnding_Effort_Timestamp","LONG_DD","LAT_DD","IHDLKID"
"12588","Sprinkler Lake","MI-MNH",4587,2004,"Status & Trends","1-113","26N","07E",32,"Alcona","6/14/04","6/17/04",-83.60803,44.60399,NA
"27N05E1801","Crooked Lake","MI-MNH",7942,2009,"Status & Trends","1-138","27N","05E",18,"Alcona","6/8/09","6/11/09",-83.86954,44.73555,113471599
"11984","North Lake","MI-MNH",7558,2008,"Status & Trends","1-16","25N","06E",15,"Alcona","5/27/08","8/27/08",-83.69899,44.57055,83976899
"27N07E0301","Hubbard Lake","MI-MNH",2446,2006,"Status & Trends","1-165","27N","07E",3,"Alcona","5/8/06","5/12/06",-83.55954,44.80416,113471457
"27N08E3601","Brownlee Lake","MI-MNH",3794,2002,"Status & Trends","1-179","27N","08E",36,"Alcona","6/3/02","8/15/02",-83.40954,44.68999,83976131
"25N06E2001","Vaughn Lake","MI-MNH",6298,2006,"Status & Trends","1-29","25N","06E",20,"Alcona","6/5/06","6/8/06",-83.7276,44.53916,83977025
"25N05E1401","Alcona Dam Pond","MI-MNH",4079,2003,"Status & Trends","1-4","25N","05E",14,"Alcona","6/9/03","9/16/03",-83.80491,44.56605,83976953
"10371","Cedar Lake","MI-MNH",8992,2012,"Status & Trends","1-52","25N","09E",15,"Alcona","6/6/11","6/9/12",-83.33204,44.53138,122383359
"26N05E1801","O'Brien Lake","MI-MNH",6258,2006,"Status & Trends","1-63","26N","05E",18,"Alcona","5/16/06","5/18/06",-83.88232,44.64138,83976631
"26N06E3601","Bliss Lake","MI-MNH",4966,2004,"Status & Trends","1-97","26N","06E",36,"Alcona","6/14/04","6/16/04",-83.6551,44.60166,83976721
"26N07E0401","Jewell Lake","MI-MNH",3758,2002,"Status & Trends","1-99","26N","07E",4,"Alcona","6/3/02","8/15/02",-83.60676,44.68055,83976291
"27N13W2601","Lake Ann","MI-MCM",5371,2004,"Status & Trends","10-111","27N","13W",26,"Benzie","6/14/04","6/29/04",-85.84982,44.71554,129225129
"25N15W1901","Upper Herring Lake","MI-MCM",5373,2004,"Status & Trends","10-19","25N","16W",13,"Benzie","5/24/04","6/30/04",-86.18176,44.56193,129224203
"25N16W1401","Lower Herring Lake","MI-MCM",4744,2004,"Status & Trends","10-24","25N","16W",14,"Benzie","5/24/04","7/1/04",-86.21482,44.56471,129224200
"27N15W3301","Platte Lake","MI-MCM",8445,2010,"Status & Trends","10-39","27N","15W",33,"Benzie","5/24/10","5/27/10",-86.09232,44.6911,129223861
"27N13W0703","Pearl Lake","MI-MCM",10987,2016,"Status & Trends","10-66","27N","13W",7,"Benzie","6/20/16","6/27/16",-85.91926,44.76304,129224113
"27N13W0601","Gerry Lake","MI-MCM",7232,2007,"Status & Trends","10-77","27N","13W",6,"Benzie","6/12/07","6/14/07",-85.93593,44.77527,129224103
"11039","Herendeene Lake","MI-MCM",5372,2004,"Status & Trends","10-95","27N","13W",15,"Benzie","6/14/04","6/17/04",-85.86149,44.74054,129225118
"08S06W1801","Lake Lavine","MI-MSM",10029,2013,"Status & Trends","12-121","08S","06W",18,"Branch","5/6/13","5/9/13",-85.03759,41.76804,155637885
"10485","Craig Lake","MI-MSM",9363,2012,"Status & Trends","12-21","05S","06W",29,"Branch","6/4/12","8/23/12",-85.0287,42.00416,155636452
"11711","Morrison Lake","MI-MSM",9309,2012,"Status & Trends","12-23","06S","06W",5,"Branch","6/4/12","6/7/12",-85.02926,41.98832,155636544
"07S05W0501","Archer Lake","MI-MSM",8893,2011,"Status & Trends","12-76","07S","05W",5,"Branch","5/9/11","5/18/11",-84.92259,41.88249,155637174
"07S06W2301","East Long Lake","MI-MSM",8897,2011,"Status & Trends","12-86","07S","06W",23,"Branch","5/9/11","5/19/11",-84.96676,41.84999,155637334
"07S06W3401","Coldwater Lake","MI-MSM",10192,2014,"Status & Trends","12-90","07S","06W",34,"Branch","5/19/14","5/29/14",-84.97565,41.82304,155637570
"12231","Prairie Lake","MI-MSM",10095,2013,"Status & Trends","13-23","01S","04W",33,"Calhoun","5/20/13","8/20/13",-84.79565,42.34554,152518193
"10159","Belas Lake","MI-MSM",6249,2006,"Status & Trends","14-154","06S","14W",24,"Cass","5/15/06","6/7/06",-85.88065,41.93888,155637285
"05S13W07","Finch Lake","MI-MSM",3407,2002,"Status & Trends","14-8","05S","13W",7,"Cass","5/15/02","6/26/02",-85.88204,42.04832,155636555
"10612","Deer Lake","MI-MCM",3496,2003,"Status & Trends","15-15","32N","05W",18,"Charlevoix","5/12/03","7/22/03",-84.9776,45.16832,155417344
"34N08W2601","Lake Charlevoix","MI-MCM",6296,2006,"Status & Trends","15-21","34N","08W",26,"Charlevoix","6/6/06","9/16/06",-85.13343,45.26665,155417357
"33N05W1801","Walloon Lake","MI-MCM",11081,2016,"Status & Trends","15-25","33N","05W",18,"Charlevoix","6/13/16","6/28/16",-85.0001,45.27499,155417299
"12641","Susan Lake","MI-MCM",9252,2012,"Status & Trends","15-56","34N","07W",20,"Charlevoix","6/18/12","6/21/12",-85.18121,45.3261,155417287
"02N09E0201","Cass Lake","MI-MER",11734,2018,"Status & Trends","16-1337","02N","09E",2,"Oakland","5/21/18","6/5/18",NA,NA,NA
"35N02W0701","Mullett Lake","MI-MNH",11374,2018,"Status & Trends","16-192","35N","02W",7,"Cheboygan","5/30/17","1/23/18",-84.51676,45.5361,155411040
"35N03W2401","Burt Lake","MI-MNH",10630,2015,"Status & Trends","16-193","35N","03W",24,"Cheboygan","6/1/15","6/10/15",-84.66676,45.46666,155411074
"37N01E3401","Twin Lakes 2, 3, 4, 5","MI-MNH",9672,2013,"Status & Trends","16-194","","",NA,"Cheboygan","6/10/13","6/24/13",-84.28732,45.53749,155408451
"36N01W1201","Long Lake","MI-MNH",4742,2004,"Status & Trends","16-205","36N","01W",12,"Cheboygan","5/10/04","5/14/04",-84.39871,45.53471,155408453
"11347","Lancaster Lake","MI-MNH",5500,2005,"Status & Trends","16-250","37N","03W",8,"Cheboygan","5/9/05","7/20/05",-84.70788,45.62193,155410950
"37N03W1901","Douglas Lake","MI-MNH",10312,2014,"Status & Trends","16-252","37N","03W",19,"Cheboygan","6/2/14","6/25/14",-84.69704,45.5811,155410978
"33N03W1101","Silver Lake","MI-MNH",8475,2010,"Status & Trends","16-82","33N","03W",11,"Cheboygan","5/24/10","8/18/10",-84.63288,45.26943,155411126
"12742","Carp (Trout) Lake","MI-MNH",5511,2005,"Status & Trends","17-209","44N","06W",27,"Chippewa","5/23/05","8/31/05",-85.04177,46.18332,123110970
"44N06W2601","Frenchman Lake","MI-MNH",4509,2004,"Status & Trends","17-211","44N","06W",26,"Chippewa","5/24/04","8/18/04",-85.01565,46.1836,123110915
"45N05W0601","Walker Lake","MI-MES",6452,2006,"Status & Trends","17-265","45N","05W",6,"Chippewa","8/29/06","8/30/06",-84.9801,46.31749,86671673
"45N05W0602","Whitmarsh Lake","MI-MES",4684,2004,"Status & Trends","17-267","45N","05W",6,"Chippewa","6/1/04","",-84.98454,46.3211,86671661
"47N03W1401","Monocle Lake","MI-MES",7801,2009,"Status & Trends","17-403","47N","03W",14,"Chippewa","6/9/09","7/26/09",-84.64593,46.47416,83826083
"47N03W1401","Monocle Lake","MI-MES",12105,2019,"Status & Trends","17-403","47N","03W",14,"Chippewa","8/13/19","8/13/19",-84.64593,46.47416,83826083
"49N07W1801","Sheephead Lake","MI-MES",4163,2003,"Status & Trends","17-469","49N","07W",18,"Chippewa","7/7/03","7/7/03",-85.22954,46.64138,109943538
"50N06W0601","Weatherhogs Lake","MI-MES",6453,2006,"Status & Trends","17-497","50N","06W",6,"Chippewa","8/23/06","8/25/06",-85.12343,46.75693,109943336
"50N06W2101","Shelldrake Dam Impoundment","MI-MES",9221,2012,"Status & Trends","17-514","50N","06W",21,"Chippewa","6/4/12","6/13/12",-85.06954,46.71054,109943390
"17N04W3501","Lake Shamrock","MI-MSH",10528,2015,"Status & Trends","18-12","17N","04W",35,"Clare","5/18/15","8/10/15",-84.76083,43.83123,149759357
"19N05W3401","Lily Lake","MI-MCM",6918,2007,"Status & Trends","18-123","19N","05W",34,"Clare","6/18/07","10/3/07",-84.90315,43.99443,121858908
"18N05W0801","Lake George","MI-MCM",11439,2017,"Status & Trends","18-125","18N","05W",8,"Clare","5/1/17","5/18/17",-84.92787,43.95027,121859022
"18N05W2201","Bertha Lake","MI-MSH",3812,2002,"Status & Trends","18-134","18N","05W",22,"Clare","5/28/02","5/30/02",-84.8926,43.93221,149759263
"10491","Cranberry Lake","MI-MSH",6889,2007,"Status & Trends","18-196","19N","04W",12,"Clare","5/21/07","8/21/07",-84.74371,44.05749,149759161
"19N04W0201","Arnold Lake","MI-MSH",9074,2012,"Status & Trends","18-197","19N","04W",2,"Clare","6/11/12","8/16/12",-84.75204,44.06943,149759155
"19N04W2101","Budd Lake","MI-MSH",6888,2007,"Status & Trends","18-206","19N","04W",21,"Clare","5/7/07","8/21/07",-84.79426,44.02027,149759180
"19N04W2202","Little Long Lake","MI-MSH",8070,2009,"Status & Trends","18-215","19N","04W",22,"Clare","5/26/09","7/29/09",-84.7851,44.02638,149759182
"11973","Nestor Lakes","MI-MSH",3814,2002,"Status & Trends","18-375","18N","03W",10,"Clare","5/28/02","5/29/02",-84.65596,43.96021,149759249
"11973","Nestor Lakes","MI-MSH",9745,2013,"Status & Trends","18-375","18N","03W",10,"Clare","6/10/13","8/21/13",-84.65596,43.96021,149759249
"17N04W0801","Gut Lake","MI-MSH",10529,2015,"Status & Trends","18-5","17N","04W",8,"Clare","5/18/15","8/11/15",-84.82093,43.88166,149759298
"11767","Big Mud Lake","MI-MSH",7530,2008,"Status & Trends","18-57","17N","06W",6,"Clare","5/12/08","9/3/08",-85.07426,43.90027,150436626
"17N04W1601","Five Lakes","MI-MSH",4604,2004,"Status & Trends","18-6","17N","04W",16,"Clare","5/10/04","8/11/04",-84.80176,43.87249,149759306
"17N04W1601","Five Lakes","MI-MSH",12009,2019,"Status & Trends","18-6","17N","04W",16,"Clare","5/13/19","8/22/19",-84.80176,43.87249,149759306
"17N06W0001","Eight Point Lake","MI-MSH",8394,2010,"Status & Trends","18-66","17N","06W",19,"Clare","6/1/10","8/6/10",-85.07343,43.83999,150436656
"17N06W2201","Crooked Lake","MI-MSH",7334,2008,"Status & Trends","18-69","17N","06W",22,"Clare","5/12/08","8/26/08",-85.01482,43.84749,150436650
"12076","Perch Lake","MI-MSH",7335,2008,"Status & Trends","18-71","17N","06W",23,"Clare","5/12/08","8/26/08",-85.00176,43.84916,150436649
"06N01W0301","Lake Ovid","MI-MSM",4771,2004,"Status & Trends","19-201","07N","01W",34,"Clinton","5/24/04","5/27/04",-84.41459,42.94335,151870743
"05N01W2901","Park Lake","MI-MSM",5234,2004,"Status & Trends","19-21","05N","01W",29,"Clinton","5/10/04","6/10/04",-84.43982,42.78971,152094467
"12739","Trout Lake","MI-MNM",4581,2003,"Status & Trends","2-104","44N","20W",6,"Alger","6/17/03","8/26/03",-86.85877,46.23418,92131020
"45N19W2901","Ready Lake","MI-MNM",10201,2014,"Status & Trends","2-212","45N","19W",29,"Alger","6/16/14","6/19/14",-86.71121,46.26276,120020556
"45N20W1301","Sixteenmile Lake","MI-MNM",12051,2019,"Status & Trends","2-234","45N","20W",13,"Alger","6/17/19","6/21/19",-86.76149,46.30388,113235787
"44N19W1201","Irwin Lake","MI-MNM",7203,2007,"Status & Trends","2-32","44N","19W",12,"Alger","6/26/07","6/28/07",-86.62621,46.21971,44364890
"46N20W0501","Au Train Lake","MI-MES",3881,2002,"Status & Trends","2-361","46N","20W",5,"Alger","6/3/02","6/7/02",-86.83899,46.40388,109946172
"46N20W0501","Au Train Lake","MI-MES",11332,2017,"Status & Trends","2-361","46N","20W",5,"Alger","5/30/17","6/4/17",-86.83899,46.40388,109946172
"47N21W1801","Deer Lake","MI-MES",4667,2004,"Status & Trends","2-461","47N","21W",18,"Alger","6/1/04","8/15/04",-86.96732,46.47749,109945686
"47N21W1801","Deer Lake","MI-MES",12107,2019,"Status & Trends","2-461","47N","21W",18,"Alger","8/27/19","8/27/19",-86.96732,46.47749,109945686
"48N14W0301","Panther Lake","MI-MES",10541,2015,"Status & Trends","2-566","48N","14W",3,"Alger","6/8/15","6/11/15",-86.04177,46.59249,109944788
"10833","Fox Lake","MI-MES",11601,2018,"Status & Trends","2-567","48N","14W",3,"Alger","6/4/18","6/7/18",-86.03454,46.59193,109944790
"10350","Carter Lake","MI-MES",9594,2013,"Status & Trends","2-577","48N","14W",9,"Alger","3/5/13","6/13/13",-86.06927,46.57138,109944994
"48N15W0601","Kingston Lake","MI-MES",4053,2003,"Status & Trends","2-627","48N","15W",6,"Alger","5/27/03","8/19/03",-86.2201,46.58221,109944938
"48N15W0601","Kingston Lake","MI-MES",11599,2018,"Status & Trends","2-627","48N","15W",6,"Alger","6/11/18","6/24/18",-86.2201,46.58221,109944938
"48N16W0701","Beaver Lake","MI-MES",5759,2005,"Status & Trends","2-720","48N","16W",7,"Alger","5/31/05","8/15/05",-86.33871,46.56832,109945392
"48N16W0701","Beaver Lake","MI-MES",11611,2018,"Status & Trends","2-720","48N","16W",7,"Alger","6/18/18","6/25/18",-86.33871,46.56832,109945392
"49N14W1101","Grand Sable Lake","MI-MES",2949,2001,"Status & Trends","2-775","49N","14W",11,"Alger","6/19/01","6/21/01",-86.03871,46.63832,109944440
"49N14W1101","Grand Sable Lake","MI-MES",4669,2004,"Status & Trends","2-775","49N","14W",11,"Alger","6/14/04","8/16/04",-86.03871,46.63832,109944440
"45N20W3501","Cook Lake","MI-MNM",8549,2010,"Status & Trends","2-95","45N","20W",35,"Alger","5/24/10","8/11/10",-86.78232,46.24721,113235893
"12451","Section One Lake","MI-MNH",3867,2002,"Status & Trends","20-105","28N","03W",1,"Crawford","6/10/02","8/14/02",-84.61871,44.85471,83976031
"28N03W0601","Big Bradford Lake","MI-MNH",6945,2007,"Status & Trends","20-109","28N","03W",6,"Crawford","5/14/07","5/15/07",-84.71193,44.85702,83976007
"26N02W2301","Wakeley Lake","MI-MNH",11377,2017,"Status & Trends","20-28","26N","02W",23,"Crawford","5/22/17","8/22/17",-84.51371,44.63388,83976921
"28N01W1801","Shupac Lake","MI-MNH",11745,2019,"Status & Trends","20-76","28N","01W",18,"Crawford","6/4/18","1/18/19",-84.47621,44.82166,83976061
"28N02W3001","Jones Lake","MI-MNH",9282,2012,"Status & Trends","20-96","28N","02W",30,"Crawford","5/14/12","8/23/12",-84.5926,44.78416,83976219
"41N24W0201","Boney Falls Basin","MI-MNM",11784,2018,"Status & Trends","21-257","41N","24W",2,"Delta","6/11/18","8/21/18",-87.26948,45.98156,152512637
"42N18W0302","Gooseneck Lake","MI-MNM",10376,2014,"Status & Trends","21-266","42N","18W",3,"Delta","6/9/14","6/12/14",-86.54843,46.06832,113236075
"42N18W0801","Jug Lake","MI-MNM",10195,2014,"Status & Trends","21-276","42N","18W",8,"Delta","6/2/14","8/25/14",-86.59232,46.04249,113236151
"43N18W3402","Camp Fortyone Lake","MI-MNM",11143,2016,"Status & Trends","21-454","43N","18W",34,"Delta","6/6/16","8/24/16",-86.53065,46.08026,NA
"43N19W2401","Dana Lake","MI-MNM",12104,2019,"Status & Trends","21-479","43N","19W",24,"Delta","8/27/19","8/27/19",-86.62621,46.11276,113236011
"40N31W1302","Ford Dam","MI-MNM",12071,2019,"Status & Trends","22-123","40N","31W",13,"Dickinson","6/10/19","6/20/19",-88.12634,45.80755,NA
"39N28W3001","Mary Lake","MI-MNM",7523,2008,"Status & Trends","22-14","39N","28W",30,"Dickinson","6/9/08","8/18/08",-87.81926,45.7511,75474195
"42N28W0601","Gene Pond","MI-MNM",10375,2014,"Status & Trends","22-182","42N","28W",6,"Dickinson","6/2/14","6/5/14",-87.86676,46.06887,NA
"43N28W3301","Pickerel Lake","MI-MNM",11779,2018,"Status & Trends","22-236","43N","28W",33,"Dickinson","6/4/18","6/21/18",-87.80982,46.08026,155413318
"44N30W1401","Silver Lake","MI-MNM",3931,2002,"Status & Trends","22-350","44N","30W",14,"Dickinson","6/18/02","9/3/02",-88.01843,46.2036,110736239
"44N30W2801","Sawyer Lake","MI-MNM",6334,2006,"Status & Trends","22-375","44N","30W",28,"Dickinson","6/21/06","6/29/06",-88.05982,46.18249,110736373
"41N29W1801","South Lake (Grov. Mine Pd. 4)","MI-MNM",4135,2003,"Status & Trends","22-383","41N","29W",18,"Dickinson","6/2/03","9/30/03",-87.98019,45.95526,75472817
"40N29W0601","Carney Lake","MI-MNM",8114,2009,"Status & Trends","22-65","40N","29W",6,"Dickinson","6/1/09","9/3/09",-87.93371,45.89665,75472993
"12905","Wycamp Lake","MI-MCM",12034,2019,"Status & Trends","24-204","38N","06W",25,"Emmet","5/20/19","5/31/19",-84.96565,45.66054,155417250
"35N04W1501","Crooked Lake","MI-MNH",12020,2019,"Status & Trends","24-27","35N","04W",15,"Emmet","6/3/19","6/24/19",-84.82593,45.41082,155411095
"37N05W1601","Larks Lake","MI-MNH",5473,2005,"Status & Trends","24-71","37N","05W",16,"Emmet","6/6/05","6/9/05",-84.92982,45.60471,155410966
"05N05E3501","Lobdell Lake","MI-MSH",4039,2003,"Status & Trends","25-11","05N","05E",35,"Genesee","5/19/03","6/2/03",-83.84436,42.79065,148710305
"08N07E3301","Kearsley Reservoir","MI-MSH",7332,2008,"Status & Trends","25-124","08N","07E",33,"Genesee","6/2/08","9/8/08",-83.6559,43.05522,147104198
"08N08E1101","Holloway Reservoir","MI-MSH",7451,2008,"Status & Trends","25-125","08N","08E",11,"Genesee","5/19/08","9/2/08",-83.49165,43.12026,147104082
"08N08E1101","Holloway Reservoir","MI-MSH",10942,2016,"Status & Trends","25-125","08N","08E",11,"Genesee","5/23/16","5/26/16",-83.49165,43.12026,147104082
"09N07E0201","Buell Lake","MI-MSH",10480,2015,"Status & Trends","25-134","09N","07E",2,"Genesee","5/11/15","8/17/15",-83.61621,43.20888,149729985
"08N07E2102","Mott Lake","MI-MSH",7331,2008,"Status & Trends","25-163","08N","07E",21,"Genesee","5/27/08","9/8/08",-83.65236,43.08064,147104147
"05N06E1401","Lake Fenton","MI-MSH",8826,2011,"Status & Trends","25-35","05N","06E",14,"Genesee","5/23/11","8/17/11",-83.71537,42.83471,148710132
"05N06E2101","Lake Ponemah","MI-MSH",9069,2012,"Status & Trends","25-46","05N","06E",21,"Genesee","5/21/12","8/20/12",-83.74176,42.81666,148710177
"18N01E1501","Smallwood Lake","MI-MSH",9073,2012,"Status & Trends","26-12","18N","01E",15,"Gladwin","5/21/12","8/21/12",-84.33593,43.96027,149759238
"17N02W0201","Ross Lake","MI-MSH",4169,2003,"Status & Trends","26-2","17N","02W",12,"Gladwin","5/12/03","8/19/03",-84.48406,43.88381,149759308
"17N02W0201","Ross Lake","MI-MSH",11691,2018,"Status & Trends","26-2","17N","02W",12,"Gladwin","6/11/18","8/22/18",-84.48406,43.88381,149759308
"19N02W2101","Pratt Lake","MI-MSH",4165,2003,"Status & Trends","26-20","19N","02W",22,"Gladwin","5/5/03","8/31/03",-84.54704,44.02499,NA
"19N02W2101","Pratt Lake","MI-MSH",11692,2018,"Status & Trends","26-20","19N","02W",22,"Gladwin","6/18/18","8/23/18",-84.54704,44.02499,NA
"19N01E1501","Secord Lake","MI-MSH",7646,2008,"Status & Trends","26-23","19N","01E",15,"Gladwin","6/2/08","8/29/08",-84.34176,44.04166,149759163
"16N01E0401","Wixom Lake","MI-MSH",3451,2002,"Status & Trends","26-3","16N","01E",4,"Gladwin","5/14/02","6/5/02",-84.38478,43.817,NA
"16N01E0401","Wixom Lake","MI-MSH",10157,2014,"Status & Trends","26-3","16N","01E",4,"Gladwin","5/19/14","8/19/14",-84.38478,43.817,NA
"20N02W0901","Trout Lake","MI-MSH",10530,2015,"Status & Trends","26-32","20N","02W",9,"Gladwin","5/26/15","8/12/15",-84.5651,44.1361,149759089
"20N02W0801","Hoister Lake","MI-MSH",5998,2005,"Status & Trends","26-33","20N","02W",8,"Gladwin","7/28/05","5/25/05",-84.56676,44.14166,149759080
"20N02W1601","Streaked Lake","MI-MSH",9675,2013,"Status & Trends","26-35","20N","02W",16,"Gladwin","5/28/13","8/20/13",-84.55454,44.12916,149759093
"19N02W3401","Wiggins Lake","MI-MSH",8078,2009,"Status & Trends","26-4","19N","02W",34,"Gladwin","5/26/09","8/12/09",-84.54371,43.9961,149759227
"11272","Lake Four","MI-MSH",11385,2017,"Status & Trends","26-53","20N","01W",4,"Gladwin","6/5/17","8/14/17",-84.44565,44.15499,149759072
"20N01W2101","Lake Lancer","MI-MSH",8393,2010,"Status & Trends","26-64","20N","01W",21,"Gladwin","5/17/10","8/5/10",-84.45084,44.10728,149759134
"11624","McDonald Lake","MI-MWS",11138,2016,"Status & Trends","27-1026","46N","46W",24,"Gogebic","6/6/16","8/25/16",-90.00371,46.37637,123147641
"47N45W0801","Sunday Lake","MI-MWS",8055,2009,"Status & Trends","27-1063","47N","45W",8,"Gogebic","6/22/09","8/26/09",-89.96055,46.48115,123147563
"44N39W2001","Duck Lake","MI-MWS",4713,2003,"Status & Trends","27-108","44N","39W",20,"Gogebic","6/10/03","6/17/03",-89.21676,46.20832,123397648
"44N39W2401","Dinner Lake","MI-MWS",5354,2004,"Status & Trends","27-117","44N","39W",24,"Gogebic","6/7/04","7/6/04",-89.13565,46.19998,123397854
"45N39W1501","Bass Lake","MI-MWS",5736,2005,"Status & Trends","27-520","45N","39W",15,"Gogebic","5/16/05","8/17/05",-89.17427,46.30498,123396104
"45N41W2001","Langford Lake","MI-MWS",5368,2004,"Status & Trends","27-696","45N","41W",20,"Gogebic","6/7/04","7/8/04",-89.47926,46.27498,123396879
"45N42W2001","Pomeroy Lake","MI-MWS",6506,2006,"Status & Trends","27-761","45N","42W",20,"Gogebic","5/30/06","6/1/06",-89.5751,46.27915,123147889
"45N44W1301","Eel Lake","MI-MWS",8053,2009,"Status & Trends","27-914","45N","44W",13,"Gogebic","6/8/09","8/24/09",-89.76121,46.29582,123147813
"45N45W0201","Chaney Lake","MI-MWS",8052,2009,"Status & Trends","27-933","45N","45W",2,"Gogebic","6/1/09","6/4/09",-89.9126,46.31665,123147724
"44N39W0701","Little Duck Lake","MI-MWS",10979,2016,"Status & Trends","27-97","44N","39W",7,"Gogebic","6/13/16","6/21/16",-89.22754,46.22615,123397605
"46N43W2701","Bobcat Lake","MI-MWS",8054,2009,"Status & Trends","27-980","46N","43W",27,"Gogebic","6/1/09","7/8/09",-89.66954,46.35693,123147643
"27N11W1401","Boardman Lake","MI-MCM",3491,2003,"Status & Trends","28-187","27N","11W",14,"Grand Traverse","5/19/03","7/14/03",-85.61472,44.75667,155417550
"25N12W0501","Green Lake","MI-MCM",3895,2003,"Status & Trends","28-56","25N","12W",5,"Grand Traverse","6/2/03","7/15/03",-85.78426,44.61138,129226235
"10026","Arbutus Lake","MI-MCM",7406,2008,"Status & Trends","28-84","26N","10W",9,"Grand Traverse","6/9/08","6/12/08",-85.51815,44.66443,155417639
"12N03W2401","St Louis Impoundment","MI-MSH",8391,2010,"Status & Trends","29-101","12N","02W",19,"Gratiot","6/7/10","6/7/10",-84.60675,43.41344,NA
"11N03W0501","Alma Impoundment","MI-MSH",10056,2014,"Status & Trends","29-59","11N","03W",5,"Gratiot","5/27/14","8/21/14",-84.66882,43.37349,NA
"02N13W0501","Dumont Lake","MI-MSM",11037,2016,"Status & Trends","3-153","02N","13W",5,"Allegan","5/18/16","5/26/16",-85.86454,42.59249,152517590
"02N15W0601","Hutchins Lake","MI-MSM",6912,2007,"Status & Trends","3-178","02N","15W",6,"Allegan","5/7/07","5/10/07",-86.13009,42.57971,152274829
"11204","Kalamazoo Lake","MI-MSM",8548,2010,"Status & Trends","3-297","03N","16W",16,"Allegan","5/17/10","5/26/10",-86.20704,42.65054,NA
"01N14W3601","Duck Lake","MI-MSM",8542,2010,"Status & Trends","3-63","01N","14W",36,"Allegan","5/10/10","6/21/10",-85.90204,42.42638,152517912
"01N15W2601","Osterhout Lake","MI-MSM",6924,2007,"Status & Trends","3-71","01N","15W",26,"Allegan","5/21/07","5/30/07",-86.04009,42.43499,152274857
"07S03W0103","Fourth (Foot) Lake","MI-MSM",11038,2016,"Status & Trends","30-222","07S","03W",1,"Hillsdale","5/2/16","5/5/16",-84.59565,41.88582,155636850
"07S02W2701","Bird Lake","MI-MER",8912,2011,"Status & Trends","30-245","07S","02W",27,"Hillsdale","5/16/11","6/7/11",-84.52981,41.82888,150994111
"07S03W1701","Bear Lake","MI-MER",10964,2016,"Status & Trends","30-259","07S","03W",17,"Hillsdale","5/16/16","6/10/16",-84.68092,41.8686,150994099
"12337","Round Lake","MI-MSM",3409,2002,"Status & Trends","30-276","07S","04W",4,"Hillsdale","6/17/02","6/20/02",-84.76815,41.89666,155636890
"07S04W0801","Long Lake","MI-MSM",11914,2018,"Status & Trends","30-278","07S","04W",8,"Hillsdale","5/7/18","5/16/18",-84.79676,41.87332,155637094
"55N31W1701","Rice Lake","MI-MWS",12047,2019,"Status & Trends","31-1164","55N","31W",17,"Houghton","6/10/19","6/19/19",-88.28482,47.1636,116542581
"55N32W1901","Torch Lake","MI-MWS",7105,2007,"Status & Trends","31-1178","55N","32W",19,"Houghton","6/4/07","",-88.4251,47.15832,116542605
"10782","Estes Lake","MI-MWS",9895,2013,"Status & Trends","31-263","48N","36W",13,"Houghton","6/10/13","6/13/13",-88.75454,46.55804,117627381
"49N37W0301","Bob Lake","MI-MWS",5375,2004,"Status & Trends","31-585","49N","37W",3,"Houghton","6/14/04","7/22/04",-88.90871,46.66582,123390259
"51N36W1101","Pike Lake","MI-MWS",7170,2007,"Status & Trends","31-760","51N","36W",11,"Houghton","5/14/07","7/23/07",-88.84482,46.83471,117626013
"12427","Sandy Lake","MI-MWS",7167,2007,"Status & Trends","31-767","52N","36W",34,"Houghton","5/14/07","7/23/07",-88.87093,46.85137,117625857
"52N34W0101","Otter Lake","MI-MWS",8491,2010,"Status & Trends","31-825","52N","34W",1,"Houghton","5/17/10","5/26/10",-88.57371,46.91332,117625661
"52N36W1301","Lake Gerald","MI-MWS",7169,2007,"Status & Trends","31-909","52N","36W",13,"Houghton","5/8/07","8/27/07",-88.83121,46.89915,116543277
"52N36W2201","Lake Roland","MI-MWS",7168,2007,"Status & Trends","31-915","52N","36W",22,"Houghton","5/8/07","5/18/07",-88.85121,46.88971,116543343
"55N34W0401","Portage Lake","MI-MWS",7106,2007,"Status & Trends","31-993","55N","34W",4,"Houghton","6/4/07","7/27/07",-88.49704,47.06637,116542683
"12378","Rush Lake","MI-MSH",8827,2011,"Status & Trends","32-5","18N","11E",14,"Huron","5/31/11","8/12/11",-83.1776,43.96388,152237832
"08N06W1801","Woodard Lake","MI-MSM",8736,2010,"Status & Trends","34-69","08N","06W",18,"Ionia","6/14/10","6/22/10",-85.06232,43.08138,152707582
"08N07W0301","Long Lake","MI-MSM",11036,2016,"Status & Trends","34-73","08N","07W",3,"Ionia","6/6/16","6/9/16",-85.12259,43.11332,152707507
"23N05E3101","Londo Lake","MI-MSH",4198,2003,"Status & Trends","35-104","23N","05E",31,"Iosco","5/27/03","7/31/04",-83.86954,44.3486,118253477
"23N05E3101","Londo Lake","MI-MSH",11689,2018,"Status & Trends","35-104","23N","05E",31,"Iosco","6/25/18","8/21/18",-83.86954,44.3486,118253477
"23N05E3001","West Londo Lake","MI-MSH",10988,2016,"Status & Trends","35-105","23N","05E",30,"Iosco","6/7/16","8/25/16",-83.87926,44.35416,118253443
