"IHDID","IHDLKID","NEW_KEY","ACRES_IHD","GNIS_NAME","PERIM_KM","LAKE_CODE","STRAHLER","LINK","UP_LAKES","UP_LAKE_ACRES","DOWN_LAKES","DOWN_LAKE_ACRES","WL_KM2","UPSTREAM_CATCH"
151873855,151873855,"",60.43184831,"Fay Lake",2.78,1,2,2,2,20,7,318.867156,1.5472,1
151873856,151873856,"",13.89350633,"",1.11,1,1,1,1,6,8,379.299004,0.3034,1
151873857,151873857,"",6.655485087,"",0.68,2,1,0,0,0,5,222.466568,1.6143,0
151873860,151873860,"",6.22619438,"",0.66,2,1,0,0,0,9,393.19251,5.7761,0
151873862,151873862,"",14.53545788,"",1.3,3,-99,-99,-99,-99,-99,-99,2.6157,0
151873863,151873863,"",13.16247877,"",0.98,3,-99,-99,-99,-99,-99,-99,0.2243,0
151873868,151873868,"",22.5305524,"",2.31,3,-99,-99,-99,-99,-99,-99,0.2413,0
151873875,151873875,"",14.54132406,"Half Moon Lake",1.19,3,-99,-99,-99,-99,-99,-99,2.2687,0
151873878,151873878,"",5.814141,"",0.98,3,-99,-99,-99,-99,-99,-99,0.537,0
151873879,151873879,"",7.971190384,"",0.8,3,-99,-99,-99,-99,-99,-99,0.9564,0
151873880,151873880,"",9.861816341,"",1.39,3,-99,-99,-99,-99,-99,-99,0.6082,0
151873881,151873881,"",159.4850128,"Iron Mill Pond",5.7,1,1,1,1,120,5,222.466568,2.7729,1
151873883,151873883,"",575.6820916,"Clark Lake",9.53,1,1,1,0,0,9,483.981961,3.2766,1
151873889,151873889,"",5.880057251,"",0.72,3,-99,-99,-99,-99,-99,-99,0.8393,0
151873893,151873893,"",21.42784504,"",3.66,1,3,11,14,980,9,483.981961,1.4905,1
151873894,151873894,"",7.079716631,"",0.79,3,-99,-99,-99,-99,-99,-99,0.3647,0
151873895,151873895,"",17.16974171,"",1.67,3,-99,-99,-99,-99,-99,-99,0.1218,0
151873896,151873896,"",11.44851836,"",0.84,1,1,1,0,0,4,959.352907,0.3191,1
151873897,151873897,"",5.352910601,"",0.59,3,-99,-99,-99,-99,-99,-99,0.1315,0
151873898,151873898,"",6.133929192,"",1.06,1,1,1,1,38,0,0,0.3587,1
151873899,151873899,"",10.59328527,"Cranberry Lake",1.11,3,-99,-99,-99,-99,-99,-99,0.7526,0
151873900,151873900,"",12.15000249,"",1.5,3,-99,-99,-99,-99,-99,-99,0.1688,0
151873905,151873905,"",38.72035279,"Lower Lake",1.95,1,1,1,0,0,1,6.133929,3.1214,1
151873906,151873906,"",70.13670415,"",2.6,1,4,79,47,4331,4,152.329864,2.0849,1
151873908,151873908,"",9.757484125,"",0.92,1,1,1,1,11,3,949.595423,0.7417,1
151873913,151873913,"",8.624381696,"Whelan Lake",0.85,3,-99,-99,-99,-99,-99,-99,0.8277,0
151873914,151873914,"",9.324959391,"",0.85,3,-99,-99,-99,-99,-99,-99,0.5297,0
151873916,151873916,"",540.684813,"Vineyard Lake",19.98,1,3,9,13,439,10,505.409806,7.6759,1
151873918,151873918,"",6.089868661,"",0.62,3,-99,-99,-99,-99,-99,-99,0.0139,0
151873922,151873922,"",7.077866904,"",0.91,3,-99,-99,-99,-99,-99,-99,0.3055,0
151873926,151873926,"",10.75715857,"Hudson Lake",1.07,1,2,2,1,7,4,152.329864,0.4544,1
151873927,151873927,"",7.962798417,"",1.1,2,1,0,0,0,5,163.087023,0.9246,0
151873929,151873929,"",120.3167955,"Mud Lake",3.57,2,1,0,0,0,6,381.951581,2.9488,0
151873932,151873932,"",6.428474798,"",0.71,3,-99,-99,-99,-99,-99,-99,0.235,0
151873939,151873939,"",53.19731613,"Twin Lakes",4.3,2,1,0,0,0,5,269.935338,2.1372,0
151873940,151873940,"",6.764920507,"",0.92,3,-99,-99,-99,-99,-99,-99,0.5064,0
151873941,151873941,"",6.061889963,"",0.85,1,1,1,0,0,10,1300.267858,0.3153,1
151873942,151873942,"",6.756531169,"",0.67,3,-99,-99,-99,-99,-99,-99,0.0147,0
151873943,151873943,"",816.2858966,"Lake Columbia",23.48,1,3,12,10,839,9,483.981961,8.617,1
151873944,151873944,"",866.7283414,"",13.24,1,2,3,3,59,2,82.867082,6.7085,1
151873950,151873950,"",38.40304771,"Timber Lake",2.27,2,1,0,0,0,3,949.595423,0.689,0
151873952,151873952,"",62.87148043,"Stony Lake",2.74,3,-99,-99,-99,-99,-99,-99,0.5573,0
151873954,151873954,"",6.144785496,"",2.26,1,2,3,4,926,1,76.722297,0.4371,1
151873957,151873957,"",8.255456268,"Jefferey Lake",0.79,3,-99,-99,-99,-99,-99,-99,0.068,0
151873960,151873960,"",220.4058195,"Evans Lake",5.02,1,1,1,1,53,4,49.529519,1.8885,1
151873962,151873962,"",12.46743657,"",1.41,1,2,2,3,278,2,31.928946,0.3088,1
151873964,151873964,"",17.61932062,"Phelps Lake",1.1,1,1,1,2,61,11,1046.094619,0.1924,1
151873965,151873965,"",9.651650868,"",0.91,3,-99,-99,-99,-99,-99,-99,0.084,0
151873968,151873968,"",76.72229686,"Iron Lake",2.5,1,2,3,5,932,0,0,1.2352,1
151873969,151873969,"",545.110701,"Sand Lake",8.9,3,-99,-99,-99,-99,-99,-99,2.2844,0
151873970,151873970,"",70.79759769,"Wolf Lake",3.69,2,1,0,0,0,7,877.929364,3.1467,0
151873971,151873971,"",5.133135916,"",0.73,1,1,1,2,273,3,44.396383,0.1764,1
151873973,151873973,"",13.378738,"",0.93,3,-99,-99,-99,-99,-99,-99,0.3783,0
151873974,151873974,"",15.5711926,"",1.2,3,-99,-99,-99,-99,-99,-99,0.7873,0
151873976,151873976,"",43.9140621,"Kelly Lake",2.7,1,1,1,2,160,5,744.095986,1.4883,1
151873977,151873977,"",5.074597466,"",0.84,3,-99,-99,-99,-99,-99,-99,0.0272,0
151873978,151873978,"",89.91931646,"",4.35,1,1,1,1,70,6,788.010048,1.5181,1
151873979,151873979,"",18.39408775,"Killarney Lake",1.89,1,1,1,3,204,4,725.701898,0.2633,1
151873982,151873982,"",74.02052407,"Washington Lake",3.65,2,1,0,0,0,1,30.221572,0.7023,0
151873984,151873984,"",30.22157195,"Marrs Lake",1.79,1,1,1,1,74,0,0,0.4935,1
151873985,151873985,"",7.155515641,"Deer Lake",1.08,1,1,1,0,0,1,16.678674,1.5071,1
151873987,151873987,"",47.9635515,"",2.22,1,1,1,4,223,3,677.738347,0.8488,1
151873988,151873988,"",16.26306028,"",1.16,3,-99,-99,-99,-99,-99,-99,0.2437,0
151873992,151873992,"",107.8528995,"Red Millpond",5.88,1,4,89,50,4420,3,44.476964,1.7445,1
151873993,151873993,"",16.67867405,"Briggs Lake",1.45,1,1,1,1,7,0,0,1.5315,1
151873994,151873994,"",15.84342254,"Little Goose Lake",1.18,1,3,10,8,818,10,1300.267858,0.5295,1
151873995,151873995,"",36.09360934,"Mud Lake",1.58,3,-99,-99,-99,-99,-99,-99,0.8472,0
151873996,151873996,"",11.0659401,"White Lake",1.24,1,1,1,1,50,12,1063.71394,0.1767,1
151873997,151873997,"",12.08923652,"Cleveland Lake",1.01,1,2,5,5,199,11,1046.094619,0.5168,1
151873998,151873998,"",20.46327866,"",2.06,1,2,2,3,128,11,1046.094619,0.4279,1
151874001,151874001,"",190.2349504,"Goose Lake",6.43,1,3,10,7,627,11,1316.111281,4.024,1
151874002,151874002,"",27.77122495,"Onemile Lake",1.65,1,2,5,4,171,12,1058.183856,0.9358,1
151874003,151874003,"",22.86692829,"",1.42,3,-99,-99,-99,-99,-99,-99,0.1107,0
151874005,151874005,"",6.808740946,"",0.67,3,-99,-99,-99,-99,-99,-99,0.2659,0
151874007,151874007,"",21.92219524,"McKeichey Lake",1.47,3,-99,-99,-99,-99,-99,-99,0.4802,0
151874009,151874009,"",49.62920414,"Grassy Lake",2.75,1,2,2,2,78,12,1066.557898,2.1588,1
151874010,151874010,"",10.51774136,"",2.14,1,4,25,0,0,1,8.871435,0.3627,1
151874011,151874011,"",50.78397591,"Little Stony Lake",1.99,2,1,0,0,0,13,1074.77988,1.1556,0
151874016,151874016,"",17.46565478,"",1.12,3,-99,-99,-99,-99,-99,-99,0.1308,0
151874017,151874017,"",172.2783624,"Lake Somerset",10.56,1,3,6,5,322,12,1506.346231,1.8847,1
151874019,151874019,"",12.54801823,"Standish Pond",1.99,1,4,89,51,4527,2,31.928946,2.6447,1
151874020,151874020,"",27.89477763,"",1.69,3,-99,-99,-99,-99,-99,-99,1.2904,0
151874025,151874025,"",108.9182554,"Dewey Lake",5.4,2,1,0,0,0,3,677.738347,0.9969,0
151874026,151874026,"",12.41730647,"Keeney Lake",0.96,3,-99,-99,-99,-99,-99,-99,0.5284,0
151874027,151874027,"",132.873756,"",4.23,2,1,0,0,0,12,1506.346231,2.5613,0
151874028,151874028,"",23.05751079,"",2.1,1,4,97,56,4831,1,8.871435,0.1303,1
151874029,151874029,"",16.65850836,"",1.42,1,1,1,0,0,13,1678.624593,0.2854,1
151874030,151874030,"",73.55192063,"Deep Lake",5.11,1,2,2,1,5,13,1116.187102,0.9487,1
151874031,151874031,"",75.92397762,"South Lake",4.21,1,2,4,2,33,14,1147.876057,1.8447,1
151874032,151874032,"",61.92097639,"Pickerel Lake",3.13,1,2,5,3,109,13,1085.955081,0.9553,1
151874034,151874034,"",11.52320121,"",1.91,1,2,4,1,21,15,1223.800035,0.9681,1
151874036,151874036,"",19.93627256,"",1.22,3,-99,-99,-99,-99,-99,-99,0.0088,0
151874040,151874040,"",21.98306844,"Mercury Lake",1.88,1,2,4,0,0,16,1235.323236,0.4013,1
151874041,151874041,"",14.83292749,"",1.05,2,1,0,0,0,3,677.738347,0.4226,0
151874045,151874045,"",5.338631317,"Crooked Lake",0.87,1,1,1,0,0,14,1189.739023,2.2278,1
151874051,151874051,"",21.31159362,"Lime Lake",1.84,1,1,1,0,0,0,0,0.7187,1
151874052,151874052,"",30.4938993,"Moon Lake",2.05,1,3,4,3,275,13,1678.624593,1.9274,1
151874053,151874053,"",10.02168706,"Blood Lake",1,3,-99,-99,-99,-99,-99,-99,0.0844,0
151874056,151874056,"",581.4108543,"",22.53,1,3,6,7,394,2,96.327493,7.3687,1
151874058,151874058,"",42.11015719,"",2.71,2,1,0,0,0,1,8.871435,1.275,0
151874060,151874060,"",133.8820038,"Lombard Lake",5.97,1,2,2,2,141,14,1709.118492,0.5837,1
151874061,151874061,"",66.50134469,"",5.25,2,1,0,0,0,15,1843.000496,1.0203,0
151874062,151874062,"",42.62319879,"",2.79,3,-99,-99,-99,-99,-99,-99,0.1737,0
151874063,151874063,"",20.42241997,"",1.42,3,-99,-99,-99,-99,-99,-99,0.503,0
151874066,151874066,"",75.10123707,"",3.72,2,1,0,0,0,15,1843.000496,0.9237,0
151874067,151874067,"",10.38285077,"",1.15,3,-99,-99,-99,-99,-99,-99,0.0549,0
151874071,151874071,"",6.008768144,"",0.61,3,-99,-99,-99,-99,-99,-99,0.0101,0
151874072,151874072,"",6.253087542,"",0.98,2,1,0,0,0,1,8.871435,0.2181,0
151874077,151874077,"",164.6662721,"",4.48,1,1,1,0,0,1,8.871435,0.2483,1
151874078,151874078,"",13.70208598,"",1.36,1,2,7,0,0,2,96.327493,0.1664,1
151874080,151874080,"",5.246588242,"",0.8,3,-99,-99,-99,-99,-99,-99,0.0659,0
151874081,151874081,"",23.59304803,"",1.95,3,-99,-99,-99,-99,-99,-99,0.5892,0
151874082,151874082,"",8.871434879,"",1.44,1,6,510,82,6906,0,0,0.2762,1
151874084,151874084,"",6.754566517,"",0.76,3,-99,-99,-99,-99,-99,-99,0.2817,0
151874085,151874085,"",20.92775073,"",1.52,3,-99,-99,-99,-99,-99,-99,0.1557,0
151874086,151874086,"",87.45605786,"Lake Adrian",5.06,1,3,29,9,989,1,8.871435,0.8059,1
151874098,151874098,"",112.3263836,"",4.42,3,-99,-99,-99,-99,-99,-99,1.1399,0
151874099,151874099,"",10.16561074,"",1.21,3,-99,-99,-99,-99,-99,-99,0.1249,0
151874100,151874100,"",58.95356794,"",2.11,3,-99,-99,-99,-99,-99,-99,0.1484,0
151874102,151874102,"",5.585781152,"",0.62,3,-99,-99,-99,-99,-99,-99,0.0564,0
151874107,151874107,"",29.19251611,"Demings Lake",1.38,3,-99,-99,-99,-99,-99,-99,0.6641,0
151874109,151874109,"",24.82895432,"",1.57,2,1,0,0,0,2,481.827664,0.5079,0
151874110,151874110,"",14.02283321,"Rice Lake",1.05,3,-99,-99,-99,-99,-99,-99,1.2922,0
151874111,151874111,"",5.030656776,"",0.78,3,-99,-99,-99,-99,-99,-99,0.052,0
151874113,151874113,"",472.9562288,"",16.4,1,2,8,1,24,1,8.871435,3.5144,1
151874114,151874114,"",11.59975083,"Vales Lake",0.81,3,-99,-99,-99,-99,-99,-99,0.1374,0
152094281,152094281,"",6.419710874,"",0.73,3,-99,-99,-99,-99,-99,-99,0.3141,0
152094282,152094282,"",17.94513055,"",1.29,3,-99,-99,-99,-99,-99,-99,1.0315,0
152094291,152094291,"",7.722863823,"",0.72,3,-99,-99,-99,-99,-99,-99,0.0151,0
152094292,152094292,"",7.588798711,"",0.74,3,-99,-99,-99,-99,-99,-99,0.0203,0
152094296,152094296,"",9.551120881,"",1.44,3,-99,-99,-99,-99,-99,-99,0.4212,0
152094298,152094298,"",27.68618871,"",1.4,3,-99,-99,-99,-99,-99,-99,0.2122,0
152094301,152094301,"",87.18582292,"Round Lake",2.25,2,1,0,0,0,3,758.202684,0.6672,0
152094309,152094309,"",6.513090837,"",0.76,3,-99,-99,-99,-99,-99,-99,0.1644,0
152094314,152094314,"",5.469090691,"",0.72,3,-99,-99,-99,-99,-99,-99,0.0876,0
152094315,152094315,"",11.8801791,"",1.19,3,-99,-99,-99,-99,-99,-99,0.0657,0
152094316,152094316,"",5.132606789,"",0.93,3,-99,-99,-99,-99,-99,-99,0.103,0
152094326,152094326,"",11.85282919,"Whitman Lake",0.94,3,-99,-99,-99,-99,-99,-99,1.1805,0
152094356,152094356,"",7.200579699,"",0.97,3,-99,-99,-99,-99,-99,-99,0.106,0
152094357,152094357,"",103.4121837,"",5.93,3,-99,-99,-99,-99,-99,-99,2.0658,0
152094358,152094358,"",12.75177864,"Leisure Lakes",1.23,3,-99,-99,-99,-99,-99,-99,1.3985,0
152094364,152094364,"",15.79238832,"",1.07,3,-99,-99,-99,-99,-99,-99,0.9912,0
152094370,152094370,"",5.758814352,"",0.56,1,3,14,1,181,3,758.202684,0.0578,1
152094373,152094373,"",7.638303425,"",0.89,3,-99,-99,-99,-99,-99,-99,0.0614,0
152094376,152094376,"",57.8760021,"Lake Geneva",2.7,3,-99,-99,-99,-99,-99,-99,1.5854,0
152094382,152094382,"",5.951160459,"",1.04,3,-99,-99,-99,-99,-99,-99,0.6456,0
152094391,152094391,"",7.677040919,"",0.71,3,-99,-99,-99,-99,-99,-99,0.0275,0
152094402,152094402,"",5.221475558,"",0.61,3,-99,-99,-99,-99,-99,-99,0.0312,0
152094405,152094405,"",10.44289514,"",1.3,3,-99,-99,-99,-99,-99,-99,0.3974,0
152094418,152094418,"",6.0605137,"",0.7,2,1,0,0,0,3,758.202684,0.1173,0
152094419,152094419,"",7.49084284,"",0.79,3,-99,-99,-99,-99,-99,-99,0.0983,0
152094425,152094425,"",6.632235864,"",0.76,3,-99,-99,-99,-99,-99,-99,0.9054,0
152094430,152094430,"",19.4633008,"",1.14,3,-99,-99,-99,-99,-99,-99,0.0997,0
152094431,152094431,"",66.70618072,"",5.57,3,-99,-99,-99,-99,-99,-99,0.8816,0
152094432,152094432,"",8.195319774,"",0.69,3,-99,-99,-99,-99,-99,-99,0.1758,0
152094434,152094434,"",5.055616064,"",0.67,3,-99,-99,-99,-99,-99,-99,0.3235,0
152094435,152094435,"",34.66354136,"Colby Lake",2.14,3,-99,-99,-99,-99,-99,-99,0.2137,0
152094437,152094437,"",32.1739732,"Moon Lake",2.03,1,1,1,0,0,0,0,1.0482,1
152094441,152094441,"",6.091758402,"",0.64,3,-99,-99,-99,-99,-99,-99,0.0727,0
152094444,152094444,"",5.864528353,"",0.73,1,3,20,1,6,3,758.202684,0.7632,1
152094451,152094451,"",5.479205019,"",0.57,3,-99,-99,-99,-99,-99,-99,0.0623,0
152094453,152094453,"",8.540244378,"",1.15,1,4,34,3,27,3,758.202684,0.1227,1
152094456,152094456,"",6.147715893,"",0.78,3,-99,-99,-99,-99,-99,-99,0.0434,0
152094457,152094457,"",9.809903599,"",0.88,3,-99,-99,-99,-99,-99,-99,0.672,0
152094458,152094458,"",34.89354,"Perch Lake",1.5,3,-99,-99,-99,-99,-99,-99,0.5003,0
152094461,152094461,"",18.04749327,"",1.35,3,-99,-99,-99,-99,-99,-99,0.3411,0
152094464,152094464,"",5.616719371,"",0.83,3,-99,-99,-99,-99,-99,-99,0.0242,0
152094465,152094465,"",29.52809395,"Rose Lake",2.34,1,1,1,1,7,3,758.202684,1.1056,1
152094466,152094466,"",20.0116339,"Potter Lake",1.79,1,1,1,0,0,3,758.202684,1.1683,1
152094467,152094467,"",181.9184119,"Park Lake",4.63,2,1,0,0,0,4,763.961498,2.0883,0
152094470,152094470,"",19.56252833,"Mud Lake",1.05,3,-99,-99,-99,-99,-99,-99,0.1514,0
152094479,152094479,"",7.545343589,"Fox Knoll Lake",0.68,1,1,1,0,0,4,787.730778,0.1238,1
152094494,152094494,"",6.787704068,"",0.79,1,2,2,2,20,4,766.742928,0.0543,1
152094498,152094498,"",5.944617781,"",0.67,3,-99,-99,-99,-99,-99,-99,0.2947,0
152094499,152094499,"",9.313507169,"Three Lakes",0.9,1,2,2,1,11,5,773.530632,0.2061,1
152094501,152094501,"",5.942569536,"",0.79,3,-99,-99,-99,-99,-99,-99,0.2812,0
152094505,152094505,"",22.57947702,"Cryderman Lake",1.32,1,2,2,0,0,3,758.202684,0.3229,1
152094507,152094507,"",12.96778349,"Jones Lake",0.92,3,-99,-99,-99,-99,-99,-99,0.0966,0
152094512,152094512,"",11.22254231,"",1.1,1,2,2,0,0,6,782.844139,0.3283,1
152094516,152094516,"",455.3294176,"Lake Lansing",6.17,1,1,1,0,0,3,758.202684,3.9394,1
152094519,152094519,"",9.196182299,"Hoover Lake",0.82,3,-99,-99,-99,-99,-99,-99,0.4342,0
152094537,152094537,"",5.478285167,"Gregg Lake",0.55,3,-99,-99,-99,-99,-99,-99,0.127,0
152094542,152094542,"",10.38753996,"Wildlife Lake",0.8,1,1,1,0,0,3,758.202684,0.6211,1
152094545,152094545,"",5.19572688,"",0.73,3,-99,-99,-99,-99,-99,-99,0.071,0
152094556,152094556,"",5.865225434,"",1.15,3,-99,-99,-99,-99,-99,-99,0.1538,0
152094557,152094557,"",14.49506217,"",1.13,3,-99,-99,-99,-99,-99,-99,0.0015,0
152094559,152094559,"",5.898554739,"",0.7,1,2,3,0,0,3,758.202684,0.0517,1
152094562,152094562,"",14.84033844,"",1.15,3,-99,-99,-99,-99,-99,-99,0.2959,0
152094564,152094564,"",7.608852517,"",0.65,3,-99,-99,-99,-99,-99,-99,0.0453,0
152094565,152094565,"",8.778509101,"",1.62,3,-99,-99,-99,-99,-99,-99,0.7228,0
152094575,152094575,"",6.980730046,"",1.03,3,-99,-99,-99,-99,-99,-99,2.4779,0
152094580,152094580,"",6.206240876,"",0.83,3,-99,-99,-99,-99,-99,-99,0.0384,0
152094583,152094583,"",6.342358994,"",0.65,1,1,1,0,0,4,764.067212,0.156,1
152094584,152094584,"",35.73856454,"",2.7,2,1,0,0,0,3,758.202684,0.7995,0
152094586,152094586,"",14.86012859,"",1.01,3,-99,-99,-99,-99,-99,-99,0.1117,0
152094598,152094598,"",6.509548567,"",0.92,2,1,0,0,0,3,758.202684,0.1011,0
152094599,152094599,"",5.963992744,"",0.61,1,2,2,0,0,0,0,0.0862,1
152094601,152094601,"",7.969968155,"",1.01,3,-99,-99,-99,-99,-99,-99,0.1849,0
152094603,152094603,"",32.99030771,"",1.35,3,-99,-99,-99,-99,-99,-99,0.0217,0
152094608,152094608,"",44.12524411,"",1.58,3,-99,-99,-99,-99,-99,-99,0.0243,0
152094611,152094611,"",5.361414053,"",0.56,3,-99,-99,-99,-99,-99,-99,0.0157,0
152094613,152094613,"",5.002870242,"",0.64,3,-99,-99,-99,-99,-99,-99,0.3083,0
152094615,152094615,"",29.75169409,"",2.94,1,4,42,1,13,3,758.202684,0.7494,1
152094616,152094616,"",8.189689222,"",0.79,3,-99,-99,-99,-99,-99,-99,0.0171,0
152094617,152094617,"",7.886388874,"",0.83,3,-99,-99,-99,-99,-99,-99,0.0451,0
152094619,152094619,"",5.756111504,"",0.88,2,1,0,0,0,3,758.202684,0.0466,0
152094621,152094621,"",11.54482612,"",0.99,3,-99,-99,-99,-99,-99,-99,0.042,0
152094623,152094623,"",9.991264742,"",0.83,3,-99,-99,-99,-99,-99,-99,0.0263,0
152094624,152094624,"",6.283625941,"",0.85,1,1,1,0,0,0,0,0.3581,1
152094637,152094637,"",5.345940779,"",0.63,1,1,1,0,0,3,758.202684,0.1555,1
152094638,152094638,"",38.86167132,"",3.52,3,-99,-99,-99,-99,-99,-99,1.1726,0
152094639,152094639,"",7.74905361,"",0.75,3,-99,-99,-99,-99,-99,-99,0.0039,0
152094641,152094641,"",7.025441349,"",0.74,3,-99,-99,-99,-99,-99,-99,0.0016,0
152094643,152094643,"",8.052423044,"",0.74,3,-99,-99,-99,-99,-99,-99,0.0032,0
152094651,152094651,"",31.17997361,"Dobie Lake",1.57,1,1,1,0,0,3,758.202684,1.3231,1
152094655,152094655,"",6.354682959,"",0.83,3,-99,-99,-99,-99,-99,-99,0.0469,0
152094658,152094658,"",9.931012549,"",0.83,2,1,0,0,0,3,758.202684,0.0799,0
152094660,152094660,"",12.96484428,"",1.21,1,1,1,1,8,0,0,0.0758,1
152094661,152094661,"",8.874916063,"",1.04,3,-99,-99,-99,-99,-99,-99,0.0076,0
152094664,152094664,"",10.11143148,"",0.93,3,-99,-99,-99,-99,-99,-99,0.5806,0
152094666,152094666,"",8.12069509,"",0.86,2,1,0,0,0,1,12.964844,0.0269,0
152094667,152094667,"",9.27474977,"",0.76,3,-99,-99,-99,-99,-99,-99,0.1643,0
152094668,152094668,"",10.98690521,"",0.89,3,-99,-99,-99,-99,-99,-99,0.0296,0
152094669,152094669,"",5.810228532,"",0.6,3,-99,-99,-99,-99,-99,-99,0.1563,0
152094670,152094670,"",5.005597215,"",0.61,3,-99,-99,-99,-99,-99,-99,0.0732,0
152094672,152094672,"",7.427787888,"",0.79,3,-99,-99,-99,-99,-99,-99,0.1638,0
152094674,152094674,"",6.478933462,"",0.9,3,-99,-99,-99,-99,-99,-99,0.1478,0
152094680,152094680,"",9.957711358,"",1.13,3,-99,-99,-99,-99,-99,-99,0.0307,0
152094682,152094682,"",5.95379293,"",1.06,3,-99,-99,-99,-99,-99,-99,0.2174,0
152094684,152094684,"",7.845879906,"Mud Lake",0.65,1,1,1,0,0,3,758.202684,0.181,1
152094685,152094685,"",6.970543351,"",0.8,1,2,3,2,52,3,758.202684,0.6879,1
152094686,152094686,"",10.36041893,"",1.2,1,1,1,1,42,4,765.173227,0.1061,1
152094691,152094691,"",42.52503978,"",4.68,2,1,0,0,0,5,775.533646,0.2558,0
152094693,152094693,"",14.35398848,"",1.06,3,-99,-99,-99,-99,-99,-99,0.5373,0
152094700,152094700,"",15.06166483,"",1.64,3,-99,-99,-99,-99,-99,-99,0.2182,0
152094701,152094701,"",7.266913541,"",0.75,3,-99,-99,-99,-99,-99,-99,0.1836,0
152094705,152094705,"",9.511653126,"",1.25,3,-99,-99,-99,-99,-99,-99,0.7658,0
152094706,152094706,"",8.527728253,"",0.76,3,-99,-99,-99,-99,-99,-99,0.3523,0
152094708,152094708,"",6.588883949,"",0.7,3,-99,-99,-99,-99,-99,-99,0.0938,0
152094711,152094711,"",6.423126748,"",1.49,3,-99,-99,-99,-99,-99,-99,0.1671,0
152094712,152094712,"",29.94021716,"Lamoreaux Lake",1.33,3,-99,-99,-99,-99,-99,-99,0.1598,0
152094713,152094713,"",13.35384137,"",1.82,1,1,1,0,0,4,787.954378,0.3581,1
152094717,152094717,"",7.402474753,"",0.68,1,1,1,1,118,3,758.202684,0.1827,1
152094719,152094719,"",14.88688595,"Grass Lake",1.06,3,-99,-99,-99,-99,-99,-99,0.0853,0
152094721,152094721,"",53.17883796,"Triangle Lake",2.02,3,-99,-99,-99,-99,-99,-99,3.0047,0
152094722,152094722,"",118.0851447,"Cedar Lake",5.15,1,1,1,0,0,4,765.605159,4.2031,1
152094726,152094726,"",5.018494509,"Burden Lake",0.71,1,1,1,1,7,3,758.202684,0.2955,1
152094729,152094729,"",7.448154607,"",0.95,2,1,0,0,0,4,763.221179,2.1889,0
152094731,152094731,"",86.76341082,"Pleasant Lake",3.57,3,-99,-99,-99,-99,-99,-99,1.2107,0
152094732,152094732,"",12.85996338,"Hewes Lake",1.04,1,1,1,0,0,4,864.771414,0.9387,1
152094734,152094734,"",5.86917162,"",0.63,3,-99,-99,-99,-99,-99,-99,0.1023,0
152094735,152094735,"",7.857338737,"Ewers Lake",0.73,3,-99,-99,-99,-99,-99,-99,0.1682,0
152094736,152094736,"",30.12496281,"",1.91,1,2,3,2,27,4,769.73911,0.2237,1
152094739,152094739,"",15.43901188,"",1.76,1,1,1,0,0,5,799.864073,0.3621,1
152094741,152094741,"",11.62643189,"",1.46,1,2,2,0,0,5,799.864073,2.0337,1
152094745,152094745,"",37.79584679,"",1.69,2,1,0,0,0,3,758.202684,0.9566,0
152094746,152094746,"",11.63930562,"Standish Lake",0.89,2,1,0,0,0,3,758.202684,0.7792,0
152094749,152094749,"",37.50257999,"Hunton Lake",2.04,1,1,1,0,0,3,758.202684,0.9683,1
152094751,152094751,"",25.32966807,"Bly Lake",1.32,1,1,1,0,0,3,758.202684,0.4875,1
152094752,152094752,"",13.95484223,"Jacobs Lake",1.09,1,2,4,0,0,3,758.202684,0.4352,1
152094753,152094753,"",5.1849622,"",0.95,2,1,0,0,0,5,775.189049,0.4839,0
152094754,152094754,"",8.974954276,"Lanes Lake",0.71,1,2,3,1,5,4,766.214095,0.1794,1
152094755,152094755,"",18.88101244,"",1.24,2,1,0,0,0,3,758.202684,1.1205,0
152094756,152094756,"",8.011411087,"",1.25,1,2,4,2,14,3,758.202684,0.3222,1
152094759,152094759,"",16.21769602,"Loomis Lake",1.2,1,2,4,1,40,3,758.202684,0.5792,1
152094760,152094760,"",27.29596086,"Cooper Lake",1.35,1,1,1,0,0,0,0,1.6481,1
152094761,152094761,"",40.42927057,"Gurley Lake",2.02,1,2,4,0,0,4,774.42038,2.9733,1
152094763,152094763,"",106.5687299,"Batteese Lake",3.97,1,3,17,1,12,3,758.202684,1.226,1
152094765,152094765,"",26.29074161,"Fox Lake",1.5,1,2,2,0,0,3,758.202684,1.0643,1
152094767,152094767,"",8.344957153,"",1.63,3,-99,-99,-99,-99,-99,-99,0.5026,0
152094768,152094768,"",9.048374973,"",1.26,1,1,1,0,0,3,758.202684,0.2181,1
152094769,152094769,"",268.1643956,"Pleasant Lake",5.98,2,1,0,0,0,3,758.202684,3.5003,0
152094770,152094770,"",12.20757927,"",1.12,3,-99,-99,-99,-99,-99,-99,6.3534,0
152094771,152094771,"",85.36421251,"Markla Lake",2.44,3,-99,-99,-99,-99,-99,-99,2.5128,0
152094773,152094773,"",22.51225179,"",2.41,3,-99,-99,-99,-99,-99,-99,3.0501,0
152094775,152094775,"",5.691285151,"Mud Lake",0.6,3,-99,-99,-99,-99,-99,-99,0.1455,0
152094777,152094777,"",17.05708068,"",1.24,3,-99,-99,-99,-99,-99,-99,0.299,0
152094781,152094781,"",9.888013449,"",0.82,2,1,0,0,0,4,774.103059,1.6407,0
