"nhdid","new_key"
"121858060","72-83"
"121858252","57-78"
"121858432","83-2"
"121858459","83-4"
"121858199","72-26"
"121858189","72-48"
"121858223","72-25"
"121858430","57-171"
"121858201","72-47"
"149758991","72-1"
"149759001","72-6"
"149758995","65-2"
"149758996","72-18"
"149758984","72-68"
"149758985","65-72"
"149758987","72-3"
"149759003","72-5"
"149758982","72-67"
"149759005","65-211"
"149758983","72-69"
"149758990","72-123"
"149758997","72-4"
"149758981","65-71"
"149758992","72-130"
"118254683","65-54"
"121858438","72-61"
"60090356","83-16"
"118254555","65-218"
"118254705","65-47"
"60090908","43-245"
"118254697","65-48"
"118254567","65-63"
"118254623","65-50"
"60090812","51-18"
"60090770","51-68"
"118254889","6-32"
"118254599","65-65"
"118254727","65-55"
"118254629","65-51"
"118254629","65-52"
"118254579","65-64"
"118254373","35-242"
"118254731","65-57"
"118254703","65-53"
"118254707","65-170"
"60090312","83-222"
"60090322","83-220"
"82814954","53-196"
"60090430","83-17"
"118254425","35-241"
"60090568","51-27"
"60090668","51-25"
"60090508","51-24"
"60090462","51-22"
"60090490","83-23"
"60090452","51-11"
"60090486","51-21"
"60090530","51-14"
"60090692","51-30"
"121858303","72-52"
"121858271","72-30"
"121858372","72-135"
"121858565","18-351"
"121858245","72-23"
"121858309","72-53"
"121858513","57-169"
"121858301","72-33"
"121858376","57-6"
"82814908","51-54"
"82814942","51-52"
"149759019","65-8"
"149759015","72-8"
"149759062","72-129"
"149759051","72-39"
"149759024","65-17"
"149759043","72-41"
"149759038","72-14"
"149759017","65-10"
"149759059","65-24"
"149759039","72-36"
"149759063","65-27"
"149759054","65-21"
"149759046","65-23"
"149759033","65-18"
"149759041","72-40"
"149759069","72-45"
"149759073","26-57"
"149759025","65-212"
"149759035","65-13"
"121858610","18-321"
"60090744","67-393"
"121858573","18-367"
"60091254","43-257"
"60091130","53-184"
"60090630","67-365"
"60090928","67-373"
"118255039","6-30"
"60091090","43-244"
"60090690","43-218"
"60091038","43-236"
"121858689","18-295"
"118254959","6-27"
"60090970","43-238"
"121858520","18-382"
"60090966","43-239"
"60091008","43-232"
"60091040","43-243"
"60090932","43-234"
"60091136","43-247"
"60091128","43-252"
"60091024","67-380"
"121858671","18-294"
"60090898","43-235"
"60091036","43-241"
"60091042","43-282"
"60091066","43-240"
"60091084","67-379"
"60091174","43-250"
"60091236","67-401"
"60090988","43-237"
"60091176","43-251"
"60091018","67-377"
"60091250","43-255"
"121858683","67-335"
"121858787","67-349"
"121858673","18-369"
"82815060","53-187"
"121858733","18-336"
"82815036","43-262"
"121858731","18-339"
"121858674","18-324"
"121858624","18-292"
"121858693","18-296"
"121858759","67-406"
"121858716","18-335"
"82815050","43-267"
"82815062","53-185"
"82815116","53-221"
"82815032","43-261"
"82815002","53-192"
"82815030","43-264"
"149759081","26-60"
"149759111","26-42"
"149759077","26-61"
"149759083","26-31"
"149759074","26-52"
"149759094","18-277"
"149759103","26-37"
"149759091","18-270"
"149759131","18-284"
"149759135","18-282"
"149759124","26-55"
"149759096","26-75"
"149759093","26-35"
"149759139","26-47"
"149759125","26-43"
"149759072","26-53"
"149759075","26-58"
"149759089","26-32"
"149759102","26-39"
"149759110","26-68"
"149759145","26-51"
"149759090","18-272"
"149759084","26-62"
"149759107","18-273"
"149759114","18-279"
"149759080","26-33"
NA,"65-73"
NA,"35-246"
NA,"51-169"
NA,"51-67"
NA,"72-38"
NA,"72-29"
NA,"72-11"
NA,"72-35"
NA,"72-43"
NA,"51-170"
NA,"67-363"
NA,"6-25"
NA,"6-26"
"60091184","43-254"
NA,"18-275"
NA,"43-258"
NA,"43-256"
NA,"6-34"
NA,"26-63"
"60091248","67-400"
"60091276","67-399"
"118255099","6-16"
"60091572","43-161"
"152868320","6-29"
"118255163","6-28"
"118255239","6-35"
"118255245","6-33"
"118255103","6-31"
"118255001","6-12"
"121858828","67-350"
"60091496","43-233"
"60091496","43-182"
"60091356","67-242"
"60091546","67-270"
"60091680","43-280"
"60091463","43-230"
"60091386","43-231"
"60091512","43-181"
"60091613","43-178"
"60091360","67-295"
"60091320","67-419"
"60091370","67-415"
"60091274","67-391"
"121858922","67-229"
"82815300","53-131"
"121858926","67-231"
"121858895","67-250"
"121858921","67-228"
"82815360","53-163"
"82815312","43-206"
"121858900","67-227"
"82815366","53-133"
"82815516","53-140"
"121858734","18-286"
"121858886","67-248"
"121858912","67-226"
"82815320","43-207"
"82815350","53-164"
"82815326","53-152"
"82815444","53-138"
"82815456","43-214"
"121858881","67-222"
"82815270","43-201"
"82815324","43-208"
"82815474","53-139"
"121858920","67-230"
"121858812","18-199"
"121858890","67-249"
"82815286","43-205"
"82815358","53-135"
"82815138","43-199"
"82815172","43-279"
"82815230","43-198"
"82815206","43-196"
"82815234","53-151"
"82815182","43-277"
"82815126","43-272"
"82815272","53-153"
"82815748","53-179"
"82815282","53-132"
"82815466","43-213"
"82815290","53-200"
"82815228","43-194"
"82815228","43-192"
"82815348","53-134"
"82815314","53-148"
"82815302","53-150"
"82815984","53-155"
"82815984","53-173"
"82815256","43-193"
"82815184","43-278"
"82815318","53-130"
"82815250","43-191"
"82815776","53-218"
"82815224","43-195"
"82815362","43-210"
"149759168","26-18"
"149759177","18-190"
"149759165","26-17"
"149759161","18-196"
"149759173","18-205"
"149759182","18-215"
"149759187","18-182"
"149759190","18-216"
"149759185","18-214"
"149759155","18-197"
"149759154","26-16"
"149759150","26-50"
"149759169","26-19"
"149759180","18-206"
"149759179","18-188"
"149759179","18-186"
"149759179","18-381"
"149759179","18-380"
"149759149","26-25"
NA,"67-247"
"149759175","26-20"
"152237823","32-8"
"121858962","18-156"
"152237832","32-5"
"121858891","18-233"
"152237822","32-9"
"152237816","32-10"
"121859032","67-316"
"121858938","67-260"
"60091688","43-168"
"121859132","67-164"
"121859149","67-165"
"60091568","67-269"
"60091720","43-173"
"121858911","18-372"
"121859024","18-159"
"121858919","18-235"
"121858974","67-272"
"121858941","67-411"
"121859158","67-166"
"121858897","18-228"
"121858955","67-257"
"121858986","67-273"
"121858885","18-229"
"121859044","18-161"
"121858952","67-237"
"82815486","43-215"
"82815914","53-180"
"121859139","67-163"
"121859107","67-185"
"121859027","67-293"
"121858978","67-274"
"121859077","67-284"
"121858883","18-227"
"121859268","43-108"
"121858993","67-282"
"121859021","67-290"
"121859130","67-183"
"121858931","18-265"
"82816104","53-87"
"121859022","18-125"
"121859068","67-420"
"82815850","53-66"
"82816140","53-69"
"82815644","43-179"
"82815952","43-135"
"121859037","67-288"
"121859019","67-277"
"82816064","53-84"
"121864968","67-278"
"121858908","18-123"
"121858936","67-255"
"121859003","67-280"
"121859056","67-289"
"121859009","18-124"
"82816012","53-100"
"82815702","53-144"
"82815504","43-183"
"82815694","53-143"
"82816038","53-85"
"82816122","53-101"
"82815564","43-212"
"82816184","53-116"
"82815590","53-141"
"82816138","53-67-GRP"
"82816048","53-207"
"149759191","26-67"
"149759210","26-22"
"149759245","26-15"
"149759221","18-194"
"149759253","26-7"
"149759227","26-4"
"149759207","18-193"
"149759244","18-376"
"149759237","18-89"
"149759203","26-77"
"149759224","18-195"
"149759217","26-21"
"149759205","26-66"
"149759249","18-375"
"149759239","26-5"
"149759234","18-84"
"149759242","18-85"
"149759195","18-191"
"149759192","18-183"
"149759241","18-87"
"149759199","18-192"
"149759197","26-76"
"149759201","26-69"
"149759240","18-86"
"149759231","18-100"
"121859235","67-414"
"121859278","18-174"
"121859288","18-151"
"121859325","67-195"
"152237855","32-3"
"121859289","67-194"
"82816224","53-71"
"121859080","18-163"
"121859341","43-111"
"121859231","67-169"
"121859140","18-166"
"121859239","67-170"
"121859300","67-152"
"82816640","53-213"
"121859094","18-164"
"121859290","18-178"
"121859148","18-167"
"121859364","67-138"
"82816364","43-139"
"121859225","18-149"
"121859236","67-412"
"121859153","67-142"
"121859292","18-177"
"121859282","18-171"
"121859174","67-167"
"121859362","67-156"
"121859326","18-153"
"121859404","67-413"
"121859249","18-170"
"121859160","18-147"
"121859251","18-150"
"82816346","43-137"
"82816370","43-149"
"121859334","67-155"
"121859234","67-416"
"121859330","67-417"
"121859293","18-176"
"121859198","18-169"
"121859304","67-421"
"121859178","67-168"
"121859254","67-192"
"82816714","53-220"
"121859258","67-418"
"121859168","18-142"
"121859117","67-132"
"121859245","18-173"
"82816596","53-216"
"82816710","53-206"
"82816444","53-79"
"82816168","43-150"
"82816416","43-148"
"82816402","43-147"
"82816456","53-78"
"82816282","53-76"
"82816656","53-98"
"82816440","53-203"
"82816452","53-204"
"82816274","43-136"
"82816634","53-83"
"82816600","53-123"
"82816854","53-201"
"82816660","53-209"
"82816356","43-138"
"82816448","53-205"
"82816466","43-140"
"82816214","43-151"
"82816490","43-141"
"82816312","43-152"
"82816442","53-202"
"82816388","43-146"
"150436626","18-57"
"149759263","18-134"
"149759286","18-117"
"149759285","18-1"
"149759267","18-108"
"149759281","18-3"
"149759276","18-371"
"149759265","18-105"
"149759256","18-103"
"149759271","18-97"
"149759282","26-70"
"149759273","26-71"
"149759287","18-4"
"149759272","26-73"
"149759278","18-136"
"149759275","18-135"
"149759255","26-9-GRP"
"149759274","26-72"
"149759277","18-140"
"149759269","18-373"
"149759259","18-129"
NA,"18-160"
NA,"18-104"
NA,"53-211"
NA,"53-210"
NA,"53-212"
NA,"53-208"
NA,"18-106"
NA,"53-214"
NA,"18-31"
NA,"18-377"
NA,"18-29"
NA,"53-56"
"152868360","9-69"
"152237893","32-12"
"155399412","32-11"
"121859552","67-32"
"82817022","53-20"
"82817072","43-88"
"152868367","26-74"
"82816474","43-143"
"82816492","43-37"
"121859558","67-33"
"121859546","67-29"
"82817062","53-24"
"121859557","67-34"
"82816892","43-81"
"121859566","67-40"
"121859570","67-41"
"121859485","67-85"
"121859379","18-30"
"82816666","43-77"
"82816948","43-78"
"121859526","67-27"
"82816840","53-10"
"82817056","43-86"
"82817154","43-94"
"121859501","67-25"
"121859513","67-26"
"121859536","67-8"
"121859500","67-1"
"82816438","43-145"
"82816484","43-42"
"82817224","53-30"
"82817076","43-87"
"82816984","43-79"
"121859459","67-18"
"82817000","53-15"
"121859496","67-22"
"82816880","43-31"
"82816738","43-55"
"82817060","43-80"
"82817060","43-91"
"82816464","43-40"
"82816858","43-60"
"82816914","43-82"
"82816436","43-49"
"82816882","53-13"
"82816782","53-12"
"82817158","43-90"
"82816498","43-48"
"82817120","53-28"
"82816472","43-38"
"82816508","43-54"
"82817148","43-95"
"82816806","43-59"
"82817110","43-283"
"82817134","43-93"
"82816800","43-57"
"82816504","43-142"
"82817450","53-52"
"82816786","43-56"
"82817176","53-25"
"82817372","53-48"
"82816692","43-43"
"82817048","43-89"
"82817100","43-92"
"82816922","43-61"
"150436646","67-10"
"150436632","18-56"
"150436649","18-71"
"150436650","18-69"
"150436635","18-62"
"150436652","67-408"
"150436636","67-4"
"150436628","18-54"
"150436633","18-59"
"150436634","18-65"
"150436648","18-70"
"150436645","18-68"
"150436656","18-66"
"150436654","67-13"
"150436627","18-55"
"149759326","18-9"
"149759345","18-48"
"149759322","18-383"
"149759333","18-368"
"149759313","18-38"
"149759306","18-6"
"149759293","18-2"
"149759291","18-28"
"149759290","18-378"
"149759314","18-8"
"149759334","18-379"
"149759297","18-27"
"149759298","18-5"
"149759304","18-34"
"149759321","18-44"
"149759347","18-374"
"149759305","18-36"
"149759325","18-41"
"149759311","18-35"
NA,"18-43"
NA,"18-45"
NA,"53-217"
NA,"18-50"
NA,"53-219"
NA,"37-193"
NA,"37-191"
"152868378","56-16"
"152868375","56-27"
"152868372","56-25"
"121859716","54-257"
"121859716","54-262"
"121859680","54-213"
"82817258","43-281"
"121859625","67-63"
"82817572","62-437"
"121859603","67-45"
"121859746","54-264"
"82817260","43-46"
"121859645","67-409"
"121859674","54-219"
"121859600","67-410"
"121859612","67-73"
"121859789","54-271"
"121859627","67-404"
"121859697","54-217"
"121859774","54-261"
"82817616","62-435"
"82817752","64-203"
"121859628","67-48"
"82817244","43-74"
"121859615","67-407"
"121859638","67-405"
"82817386","53-215"
"82817112","43-36"
"82817480","62-488"
"82817574","62-436"
"82817168","43-69"
"82817404","53-9"
"82817354","53-3"
"82817644","62-434"
"82817530","53-8"
"82817452","53-53"
"82817512","53-51"
"82817374","43-99"
"82818094","64-251"
"82817208","43-67"
"82817156","43-68"
"82816954","43-35"
"82817548","64-255"
"82817478","53-222"
"82817488","62-432"
"82817462","62-484"
"82817114","43-71"
"82817144","43-72"
"150436701","54-221"
"150436672","37-162"
"150436681","54-195"
"150436663","67-15"
"150436655","18-73"
"150436658","18-83"
"150436698","37-135"
"150436708","54-228"
"150436671","54-351"
"150436670","54-194"
"150436677","54-197"
"150436706","37-197"
"150436711","37-141"
"150436711","37-142"
"150436709","54-348"
"150436691","54-202"
"150436678","54-209"
"150436667","54-350"
"150436684","54-210"
"149759376","37-192"
"149759370","56-29"
"149759352","18-49"
"149759394","37-188"
"149759371","18-370"
"149759381","37-129"
"149759354","18-72"
"149759357","18-12"
"149759404","56-26"
"149759386","37-117"
"149759369","18-53"
"149759448","56-14"
"152868419","9-56"
"82818526","64-168"
"152237948","32-1"
"121860014","54-161"
"121860033","62-312"
"152868439","9-64"
"121859996","54-177"
"121859916","54-299"
"82817658","62-429"
"152868418","9-60"
"152868427","9-50"
"152868416","9-54"
"121859889","54-331"
"121859994","54-157"
"121859945","54-303"
"121859963","54-342"
"82817808","62-448"
"82817820","62-453"
"82818028","64-218"
"121859948","54-305"
"121859949","54-307"
"121859842","54-328"
"121859887","54-293"
"121859983","54-359"
"121859984","54-148"
"121859987","54-179"
"82817672","62-438"
"121859952","54-152"
"121859967","54-149"
"121859927","54-349"
"121859981","54-153"
"121859806","54-270"
"121859864","54-277"
"121860018","54-165"
"121859930","54-298"
"121859892","54-300"
"121859941","54-361"
"82818004","62-474"
"82818150","62-482"
"121859955","54-362"
"121860009","54-158"
"121859989","54-151"
"82818108","62-317"
"82818192","62-368"
"82818192","62-363"
"82818272","62-389"
"82817762","62-445"
"82817836","62-486"
"82818152","62-318"
"121860007","54-163"
"121859857","54-280"
"82817822","62-452"
"82818010","62-358"
"121859938","54-306"
"121859956","54-150"
"121859991","54-116"
"82817862","62-451"
"121859917","54-370"
"82817842","62-456"
"82818280","62-364"
"82817956","62-461"
"121859866","54-281"
"121859933","54-353"
"121859970","54-358"
"82818180","64-130"
"82817902","62-457"
"82818168","62-369"
"82817834","62-455"
"82817890","62-459"
"82818260","64-131"
"82818222","62-365"
"82817860","62-450"
"82817742","62-413"
"82817760","62-476"
"82818536","64-182"
"82818008","62-463"
"82818052","62-485"
"82818124","62-370"
"82817904","64-208"
"82817726","62-440"
"82817824","62-454"
"82817994","62-473"
"82817724","62-441"
"82818146","64-261"
"82818290","62-362"
"82818034","64-219"
"82817942","64-263"
"82817966","62-464"
"82818066","62-388"
"82818236","62-366"
"82817678","62-402"
"82818054","64-221"
"82818018","64-216"
"82817750","62-447"
"82818266","62-483"
"150436747","54-89"
"150436746","37-189"
"150436725","37-150"
"150436723","37-122"
"150436754","54-94"
"150436752","54-364"
"150436766","54-91"
"150436774","37-107"
"150436715","37-147"
"150436762","54-118"
"150436761","37-110"
"150436714","37-146"
"150436751","37-102"
"150436753","54-124"
"150436750","54-344"
"150436756","37-112"
"150436756","37-111"
"150436724","54-360"
"150436717","37-121"
"150436722","54-232"
"150436741","37-153"
"150436775","37-113"
"150436772","37-105"
"150436729","37-177"
"150436773","37-200"
"150436727","54-240"
"150436765","54-126"
"150436771","37-195"
"150436745","37-185"
"149759432","56-21"
"149759443","56-28"
"149759414","56-19"
"149759445","56-24"
NA,"37-178"
NA,"54-230"
"150436711","37-139"
"150436718","37-120"
NA,"56-18"
NA,"54-205"
NA,"54-245"
NA,"62-475"
NA,"56-22"
NA,"54-371"
NA,"62-335"
NA,"37-194"
NA,"64-185.1"
"152868494","9-62"
"82818570","64-133"
"82818882","62-289"
"82818960","64-56"
"152868495","9-63"
"152868454","9-68"
"152868466","9-67"
"152868526","9-61"
"152868481","9-57"
"152868505","9-58"
"152868462","9-66"
"121860097","54-363"
"121860170","54-74"
"121860099","54-39"
"82818658","62-255"
"82818750","62-394"
"121860136","54-40"
"121860166","54-57"
"82818444","62-383"
"121860062","54-173"
"82818370","62-375"
"82818864","64-139"
"82818866","62-295"
"82818800","64-61"
"121860150","54-76"
"121860131","54-48"
"82818836","64-162"
"82819000","64-80"
"121860038","54-136"
"121860171","62-231"
"121860077","54-105"
"121860079","54-106"
"82818428","62-342"
"82818740","62-391"
"121860098","54-147"
"82818650","62-387"
"82818728","62-263"
"82818768","62-283"
"121860122","54-49"
"121864967","54-135"
"121860100","54-38"
"121860154","54-53"
"82818424","62-381"
"82818500","62-378"
"82818574","62-355"
"82818744","64-158"
"121860155","54-51"
"121860155","54-54"
"121860047","54-109"
"82818684","62-354"
"121860065","54-107"
"82819010","64-67"
"82818422","62-379"
"82818792","62-284"
"82818876","64-188"
"82818920","64-58"
"82818976","64-68"
"82819040","64-260"
"82818916","62-269"
"82818846","62-268"
"82818950","62-297"
"82819028","64-66"
"82818346","62-371"
"82818346","62-372"
"82818918","64-57"
"82819166","64-119"
"82818856","64-257"
"82818914","64-178"
"82818972","64-193"
"82818354","62-373"
"82819068","64-74"
"82818700","64-136"
"82818854","62-266"
"82818896","62-293"
"82818826","62-292"
"82818934","62-298"
"82818396","62-341"
"82818936","64-63"
"82818772","64-142"
"82818814","64-163"
"82818818","62-288"
"82818840","62-294"
"150436780","54-99"
"150436796","37-196"
"150436808","37-182"
"150436805","37-184"
"150436783","37-109"
"150436819","37-95"
"150436797","37-181"
"150436804","37-183"
"150436795","37-179"
"150436798","37-180"
"150436818","37-94"
"150436777","54-100"
"150436822","37-186"
"149759473","56-18-GRP"
"149759459","56-23"
"149759466","56-20"
NA,"9-65"
NA,"62-321"
NA,"54-140"
NA,"64-259"
NA,"37-114"
NA,"64-192"
NA,"54-104"
NA,"54-365"
NA,"54-103"
NA,"62-286"
NA,"64-114"
NA,"56-8"
"82819482","64-123"
"121860264","54-355"
"121860225","54-346"
"82819782","64-18"
"121860182","54-41"
"121860202","54-352"
"121860494","54-80"
"121860241","62-239"
"121860388","54-15"
"82819426","62-181"
"121860491","62-193"
"121860279","54-357"
"121860322","62-253"
"121860515","62-198"
"121860306","62-248"
"82819850","64-39"
"121860355","54-27"
"121860236","54-354"
"121860451","62-172"
"121860427","54-29"
"82819294","64-79"
"82819734","64-51"
"82819342","62-182"
"121860305","62-249"
"82819628","62-192"
"121860364","54-28"
"121860234","62-237"
"121860257","54-345"
"82819298","62-277"
"82819306","64-86"
"82819490","62-186"
"121860210","54-61"
"121860437","62-165"
"82819114","62-300"
"82819108","62-271"
"82819788","64-34"
"82819836","64-45"
"82819534","62-190"
"82819392","64-93"
"82819776","64-7"
"82819686","64-2"
"82819704","64-32"
"82819710","64-49"
"82819210","64-89"
"82819730","64-33"
"82819752","64-37"
"82819374","64-92"
"82819424","64-104"
"82819706","64-50"
"82819798","64-38"
"82819600","64-47"
"82819814","64-21"
"82819684","62-212"
"82819244","64-76"
"82819480","62-189"
"82819638","64-31"
"82819228","64-75"
"82819302","62-487"
"82819560","64-27"
"82819778","62-208"
"82819484","64-111"
"82819312","62-158"
"82819520","64-95"
"82819250","64-91"
"82819806","64-35"
"82819476","62-191"
"82819410","62-183"
"82819488","62-188"
"82819848","64-256"
"152706959","54-7"
"150436832","54-42"
"150436849","37-79"
"150436851","37-49"
"150436870","37-67"
"150436830","37-190"
"150436839","54-43"
"150436834","37-98"
"150436865","37-199"
"150436843","54-47"
"150436866","37-198"
"150436877","37-68"
"150436872","54-366"
"150436847","37-90"
"150436846","37-87"
"150436831","37-201"
"152234153","9-59"
"152234189","73-75"
"149759476","56-17"
NA,"64-127"
NA,"37-99"
NA,"54-356"
NA,"9-55"
NA,"64-29"
NA,"73-104"
NA,"37-54"
NA,"64-17"
NA,"79-75"
NA,"73-81"
NA,"73-86"
"121860594","62-217"
"121860668","59-484"
"121860736","62-128"
"121864970","62-81"
"121860541","62-175"
"121860623","62-220"
"82819986","64-258"
"121860634","62-228"
"121860658","62-84"
"121860630","62-219"
"82820094","61-154"
"121860701","62-117"
"121860713","62-119"
"121860847","62-480"
"121860605","62-176"
"121860674","59-477"
"121860778","62-124"
"82820034","61-145"
"121860624","59-459"
"121860696","62-85"
"121860663","62-490"
"121860664","59-500"
"121860577","62-60"
"121860850","62-479"
"121860592","62-201"
"121860684","59-462"
"121860702","62-129"
"121860612","62-177"
"121860573","62-216"
"82820186","61-176"
"121860586","62-179"
"121860628","62-82"
"121860619","62-200"
"121860608","62-178"
"121860556","59-448"
"121860627","62-218"
"82819882","64-8"
"82820162","61-203"
"121860570","62-196"
"121860633","62-79"
"121860836","62-478"
"121860685","62-115"
"82820172","61-165"
"121860532","62-199"
"121860742","62-123"
"121860665","62-61"
"121860446","54-20"
"121860611","62-202"
"82820208","61-212"
"82819828","64-11"
"82820054","61-144"
"82820174","61-175"
"82819884","62-227"
"82820214","61-171"
"82820122","61-164"
"82820154","61-177"
"82820244","61-245"
"82820118","61-161"
"82819778","62-209"
"82820398","61-125"
"82819920","64-25"
"82820134","61-134"
"82820156","61-153"
"152706971","59-414"
"152706969","59-425"
"152706989","59-439"
"152706991","59-449"
"152708065","59-430-GRP"
"152706993","59-451"
"152706974","59-515"
"152706968","59-426"
"152706963","54-367"
"152706982","59-429"
"152706984","59-431"
"152706983","59-428"
"152706985","59-436"
"152706979","59-434"
"152706986","59-450"
"152706987","59-511"
"152706996","62-73"
"149729752","79-36"
"149729734","79-81"
"149729716","79-35"
"148709836","73-105"
"150436904","59-415"
"150436887","37-43"
"150436880","37-41"
"150436883","37-45"
"150436886","37-42"
"150436903","29-251"
"150436885","37-44"
"150436891","29-246"
"150436882","37-187"
"152234209","73-48"
"152234210","73-76"
"152234197","73-79"
"152234198","73-82"
"152234195","73-80"
"152234191","73-78"
NA,"62-137"
NA,"62-28"
NA,"61-131"
NA,"73-108"
NA,"59-298"
NA,"73-97"
"121860858","62-106"
"121860834","62-111"
"121860994","61-83"
"121860804","59-335"
"121860913","59-369"
"121861024","62-40"
"121860967","62-3"
"121860746","59-501"
"121861052","61-95"
"121861078","62-43"
"121861030","61-88"
"121860948","59-374"
"121861001","61-86"
"121860909","61-139"
"82820318","61-197"
"82820400","61-126"
"121861039","61-93"
"121861035","61-89"
"121860983","61-84"
"121860974","59-380"
"121861003","61-111"
"121860939","59-376"
"121860837","59-297"
"121860927","59-498"
"121860989","61-244"
"121860854","62-110"
"121861021","61-248"
"121860848","59-299"
"121861005","61-243"
"121861059","61-94"
"121861040","61-90"
"121860975","62-2"
"121860855","59-328"
"121860988","62-12"
"121861006","62-33"
"82820368","61-247"
"121861075","61-101"
"121860960","61-143"
"121860882","59-348"
"121860999","59-377"
"121861011","62-11"
"121861004","61-109"
"121860954","59-381"
"121860996","61-110"
"121861061","62-34"
"82820372","61-117"
"121860928","61-138"
"121860700","59-454"
"121860832","59-333"
"121861073","61-256"
"121861026","61-91"
"82820320","61-191"
"121860929","59-371"
"121861009","61-112"
"121861013","61-249"
"82820316","61-190"
"121861000","59-382"
"82820382","61-221"
"121860998","61-255"
"121860783","59-471"
"121860819","59-491"
"121861094","62-52"
"82820354","61-193"
"121860831","62-92"
"82820212","61-137"
"82820294","61-142"
"82820306","61-254"
"82820286","61-184"
"82820284","61-140"
"82820362","61-198"
"82820238","61-169"
"82820376","61-119"
"82820250","61-178"
"82820336","61-192"
"82820358","61-194"
"82820378","61-116"
"152707043","59-311"
"152707040","59-313"
"152707007","59-445"
"152707045","59-322"
"152706997","59-440"
"152707015","59-266"
"152707029","59-360"
"152707036","59-359"
"152707030","59-259"
"152706998","59-442"
"152707023","59-304"
"152707025","62-7"
"152707021","62-29"
"152707022","59-301"
"152707039","59-358"
"152707037","62-8"
"152707042","59-314"
"152707031","59-308"
"152707038","59-310"
"152707012","59-263"
"152707028","59-497"
"152707010","59-457"
"152707026","59-305"
"152707044","59-361"
"152707002","59-441"
"152707011","59-264"
"152707020","59-347"
"152707033","59-315"
"152707009","59-444"
"152707005","62-75"
"152706999","62-77"
"152707003","62-76"
"152707014","59-334"
"152707018","59-342"
"149729819","79-80"
"149729911","79-6"
"149729780","79-39"
"149729908","79-2"
"149729814","79-78"
"149729814","79-34"
"149729798","79-76"
"149729764","79-38"
"149729816","79-79"
"149729804","79-42"
"148709863","73-100"
"148709864","73-74"
"148709865","73-103"
"148709866","73-102"
"148709868","73-101"
"148709872","73-99"
"148709878","73-87"
"148709896","73-83"
"148709907","73-84"
"148709918","73-96"
"148709925","73-106"
"148709929","73-107"
"150436919","59-399"
"150436916","59-404"
"150436913","59-403"
"150436931","29-258"
"150436943","59-248"
"150436947","29-264"
"150436941","29-259"
"150436911","59-421"
"150436933","59-400"
"150436910","59-395"
"152234213","73-88"
NA,"73-77"
NA,"59-306"
NA,"73-85"
NA,"61-127"
NA,"62-14"
NA,"73-1.1"
NA,"61-20"
"121861179","61-237"
"121861135","62-55"
"121861202","61-46"
"121861253","61-76"
"121861185","61-239"
"121861137","61-250"
"121861103","62-35"
"121861186","61-240"
"121861209","61-236"
"121861203","61-47"
"121861126","61-251"
"121861129","61-252"
"121861188","61-241"
"121861217","61-61"
"121861113","61-102"
"121861194","61-246"
"121861196","61-45"
"121861263","61-54"
"121861263","61-66"
"121861183","61-238"
"121861178","61-235"
"121861131","61-253"
"152707097","59-211"
"152707048","59-363"
"152707066","59-182"
"152707178","59-229"
"152707115","41-565"
"152707074","41-612"
"152707054","59-327"
"152707100","41-663"
"152707192","59-234"
"152707105","41-664"
"152707134","59-224"
"152707073","62-22"
"152707130","61-257"
"152707120","41-566"
"152707165","59-230"
"152707135","41-750"
"152707101","59-210"
"152707071","59-386"
"152707194","59-163"
"152707080","59-212"
"152707146","59-226"
"152707063","41-615"
"152707050","59-365"
"152707171","41-586"
"152707104","41-558"
"152707104","41-559"
"152707121","41-620"
"152707096","59-179"
"152707051","59-295"
"152707116","61-16"
"152707147","41-709"
"152707142","41-752"
"152707061","62-20"
"152707137","41-755"
"152707117","41-573"
"152707184","59-235"
"152707069","62-21"
"152707089","41-666"
"152707170","59-228"
"152707176","41-757"
"152707068","59-389"
"152707126","41-691"
"152707099","41-665"
"152707161","59-184"
"152707129","41-815"
"152707067","59-385"
"152707053","62-31"
"152707062","59-324"
"152707169","41-765"
"152707094","41-614"
"152707131","59-227"
"152707179","41-592"
"152707046","59-364"
"152707151","41-702"
"152707076","41-814"
"152707133","41-584"
"152707108","61-17"
"152707057","62-481"
"151870616","59-157"
"151870598","59-192"
"151870582","59-175"
"151870622","59-164"
"151870589","59-132"
"151870618","59-160"
"151870606","59-194"
"151870592","59-134"
"151870619","59-159"
"151870607","59-193"
"151870603","59-196"
"151870588","59-172"
"151870620","59-158"
"151870602","59-190"
"151870593","59-189"
"151870590","59-135"
"151870594","59-133"
"151870626","59-167"
"151870577","59-176"
"151870584","59-177"
"151870628","59-201"
"151870608","59-155"
"151870609","59-156"
"149729920","79-77"
"149729985","25-134"
"149729971","79-1"
"149729967","79-14"
"149729996","25-136"
"147103882","79-21"
"147103901","79-26"
"147103912","44-316"
"147103910","44-317"
"147103909","79-11"
"147103933","25-145"
"147103874","44-340"
"147103920","44-15"
"147103937","25-143"
"147103876","44-339"
"147103895","73-98"
"147103892","44-313"
"148709941","73-1"
"148709949","29-260"
"148709950","29-262"
"148709951","29-261"
"148709953","29-263"
"148709961","29-13"
"148709991","29-265"
"150436963","29-94"
"150436956","59-251"
NA,"61-242"
NA,"74-52"
NA,"61-48"
NA,"73-92"
NA,"59-2"
NA,"44-368"
"155404744","44-296-298"
"155404748","44-304"
"155404734","44-295"
